,P/FCF ratio,EV/EBITDA,Intangible Assets out of Total Assets,Average Days of Receivables,EV/Sales,Capex to Sales,Free Cash Flow,"Selling, General and Administrative Expense of Revenue",Net Profit Margin,Cash per Share,P/S ratio,P/B ratio,Capital Expenditures,ROE,Graham Number,Interest Debt per Share,Operating CF per Share,Average Days of Payables,Debt/Equity,Operating CF/Net income,Revenue per Share,Graham Net Nets,ROIC,Research and Development Expense of Revenue,Working Capital,EV/EBIT,Capex per Share,Free Cash Flow Yield,Average Payables,Debt/Assets,Shareholders Equity per Share,Depreciation/Fixed assets,Average Receivables,Inventory Turnover,ROA,Quick Ratio,Net Debt/EBITDA,EV/Operating CF,Share Based Compensation of Revenue,P/E ratio,Net Current Asset Value,Average Inventory,Accounts Payable Turnover,Asset Turnover,Interest Coverage,Book value per Share,Cash ROIC,Current Ratio,Accounts Receivable Turnover,Price to Tangible BV,Average Common Equity,P/Operating CF,EV/FCF,Return on Tangible Assets,Average Assets,Free Cash Flow per Share,Earnings Yield,Days of Inventory on Hand,Capex/Depreciation,year,ticker
0,4.8668,2.9967,0.0332,14.2229,0.5632,0.01,400653000.0,0.0891,0.1325,8.6461,0.4484,0.6874,-43623000.0,0.218,59.093,13.4993,4.3176,7.1867,0.4897,0.7712,42.2606,-0.4227,0.1444,0.0,553755000.0,3.1787,-0.4239,0.2055,73589000.0,0.2943,27.5664,0.0147,143222500.0,1.0163,0.1272,2.0958,0.611,5.513,0.0,3.3659,-824296000.0,3114500000.0,43.0138,0.9603,0.0,27.5664,-0.5336,2.0958,30.3621,0.7276,2642082000.0,3.1157,6.1133,0.1545,4528081500.0,3.8937,0.2971,365.9985,-0.9323,2022,TPH
1,8.0683,5.7466,0.0361,10.7235,0.9576,0.0074,390046000.0,0.0953,0.1178,6.04,0.7903,1.2857,-29487000.0,0.2005,44.8424,11.9441,3.7181,10.371,0.5506,0.894,35.2922,-0.3464,0.1225,0.0,247657000.0,6.2491,-0.2613,0.1239,82272000.0,0.3108,21.692,0.0175,90273500.0,1.0013,0.1123,1.4496,1.004,9.0891,0.0,6.7694,-1090066000.0,2982500000.0,36.2988,0.9529,0.0,21.692,-0.5886,1.4496,44.113,1.3736,2340091000.0,14.5985,9.7763,0.1421,4179101500.0,3.4568,0.1477,373.3878,-0.5526,2021,TPH
2,3.9482,7.1126,0.0394,7.1144,0.9095,0.007,565220000.0,0.1072,0.0866,4.8025,0.6845,0.9996,-22769000.0,0.1277,29.2936,10.4739,4.5451,11.498,0.6069,2.0835,25.2027,-0.495,0.0781,0.0,238416000.0,8.003,-0.176,0.2533,72905000.0,0.3369,17.2572,0.0159,66413500.0,0.8468,0.0716,1.5341,1.7599,5.0432,0.0,7.8054,-1104585000.0,2987500000.0,34.699,0.8275,0.0,17.2572,-0.5517,1.5341,49.0931,1.076,2209545500.0,8.9316,5.2463,0.0896,3940335000.0,4.3691,0.1281,419.8671,-0.4909,2020,TPH
3,7.6798,10.6029,0.0414,8.2016,1.0254,0.0098,285744000.0,0.1143,0.0672,2.3359,0.7118,1.0036,-30236000.0,0.0976,22.7363,9.2011,2.2434,9.7595,0.5927,1.5251,21.8884,-0.5805,0.0505,0.0,10124000.0,12.3995,-0.2147,0.1302,73716500.0,0.3359,15.5238,0.0141,60434000.0,0.7874,0.0535,1.0261,3.2431,10.0052,0.0,10.527,-1273861000.0,3140500000.0,33.5454,0.7963,0.0,15.5238,-0.7214,1.0261,51.0146,1.0828,2121739500.0,5.3486,11.0639,0.0674,3871446500.0,2.0287,0.095,452.4025,-0.6999,2019,TPH
4,5.8048,7.1628,0.0413,5.7715,0.8743,0.0097,279019000.0,0.1049,0.0827,1.874,0.4964,0.7874,-31643000.0,0.1354,23.9072,12.0986,2.0965,11.5686,0.8716,1.151,22.0184,-0.9249,0.062,0.0,-87174000.0,8.0504,-0.2135,0.1723,77091500.0,0.4616,13.8811,0.0137,88596000.0,0.8116,0.0702,0.7907,3.8042,9.1828,0.0,5.9727,-1497978000.0,3161000000.0,33.2787,0.8486,0.0,13.8811,-0.7039,0.7907,36.8272,0.854,1993632000.0,4.2316,10.2242,0.0863,3844792000.0,1.8829,0.1674,457.5468,-0.7206,2018,TPH
5,28.081,11.4549,0.0423,16.313,1.484,0.0009,99075000.0,0.0978,0.0666,1.8355,0.99,1.4413,-2599000.0,0.0991,18.617,9.5456,0.6596,12.1426,0.7622,0.5432,18.2326,-0.5271,0.0691,0.0,4762000.0,12.0999,-0.0169,0.0356,71561000.0,0.3866,12.5237,0.0062,104050000.0,0.7281,0.0508,1.0118,3.2641,41.0185,0.0,14.6748,-1466540000.0,3008500000.0,30.6094,0.7626,0.0,12.5237,-0.8153,1.0118,27.0089,1.5724,1889418500.0,8.9076,42.0945,0.0602,3685010500.0,0.6428,0.0681,517.5634,-0.1339,2017,TPH
6,0.0,9.7375,0.0453,12.5201,1.2657,0.0017,-162286000.0,0.1048,0.0811,1.2971,0.7778,1.0121,-3976000.0,0.1104,17.7606,8.5915,-0.9841,13.8162,0.7476,-0.8111,14.9518,-0.7617,0.0614,0.0,-242940000.0,10.2523,-0.0247,-0.0867,67546000.0,0.3877,11.4914,0.0054,63105000.0,0.6169,0.0582,0.5451,3.7533,-19.2292,0.0,9.5328,-1424973000.0,3008500000.0,27.4767,0.7177,0.0,11.4914,-0.8923,0.5451,38.1133,1.1089,1767486500.0,18.1637,-18.7581,0.0732,3351355500.0,-1.0089,0.1049,572.494,-0.2533,2016,TPH
7,67.8447,8.9446,0.0516,6.6444,1.2513,0.0003,30196000.0,0.0987,0.0856,1.3265,0.8532,1.2148,-809000.0,0.1301,17.2638,7.2391,0.1918,12.805,0.6941,0.1509,14.8502,-0.5825,0.0747,0.0,-322300000.0,9.5171,-0.005,0.0147,66850000.0,0.373,10.4301,0.008,31914000.0,0.0,0.0682,0.4448,2.846,96.9088,0.0,9.9764,-1193413000.0,0.0,27.6473,0.7967,0.0,10.4301,-0.8101,0.4448,75.2384,1.3439,1579469500.0,11.9792,99.5052,0.0935,3013954500.0,0.1868,0.1002,0.0,-0.04,2015,TPH
8,0.0,20.502,0.0563,4.3103,2.0124,0.0046,-121197000.0,0.1092,0.0494,1.1764,1.4443,1.671,-7827000.0,0.0733,11.6415,7.8493,-0.7816,18.4826,0.7732,-1.3465,11.7455,-0.4985,0.0377,0.0,-348122000.0,23.295,-0.054,-0.0493,64268000.0,0.394,10.1519,0.0088,40257500.0,0.0,0.0351,0.354,5.7859,-30.2407,0.0,23.1061,-1226615000.0,0.0,21.1593,0.7098,0.0,10.1519,-0.8605,0.354,42.318,1.8784,1148996500.0,90.9319,-28.2878,0.0436,2400151000.0,-0.8356,0.0433,0.0,-0.3904,2014,TPH
9,0.0,0.0,0.0034,17.294,3.8356,0.0081,-31349000.0,0.1324,-0.1172,0.0348,2.9033,3.1313,-10345000.0,-0.3067,8.3769,6.4348,-0.1619,22.0136,1.011,0.1405,9.8282,-0.3946,-0.0906,0.0,-185451000.0,0.0,-0.0798,-0.0121,33749500.0,0.4369,6.3648,0.0126,30472500.0,0.0,-0.1405,0.2593,-3.749,-162.5881,0.0,40.6735,-1020040000.0,0.0,29.318,1.198,0.0,6.3648,-0.893,0.2593,41.8316,3.1561,487335000.0,23.655,-108.9349,-0.1168,1063990000.0,-0.2417,0.0246,0.0,-0.5595,2013,TPH
0,0.0,0.0,0.0023,10.769,0.8232,0.1285,-804557600.0,0.1597,-0.21,6.6613,0.5911,0.0,-527013200.0,-10.1377,10.2357,11.2207,-1.3295,284.6955,-9.5072,0.3223,19.6468,-0.8947,-0.5789,0.0,-591571000.0,0.0,-2.5246,-0.3319,1308199000.0,0.5557,-1.1802,0.3546,128849200.0,4.129,-0.2297,0.5241,-2.6379,-12.1644,0.0397,0.0,-2169163000.0,435412600.0,1.3743,1.094,0.0,-1.1802,-0.3163,0.7949,31.8302,0.0,84946650.0,13.6089,-4.1963,-3.6867,3748774000.0,-3.8541,-0.3405,104.0088,-1.8012,2022,OZON
1,0.0,0.0,0.0049,20.5853,2.2595,0.1085,-448351200.0,0.2068,-0.3186,8.3382,2.4151,14.7954,-263037600.0,-1.0228,0.0,6.4082,-0.9012,289.5178,3.1654,0.24,11.7874,-0.0975,-25.7606,0.0,580040000.0,0.0,-1.2792,-0.0728,900617000.0,0.4015,2.0245,0.3297,98106500.0,5.3684,-0.2852,1.0983,0.5958,-31.0934,0.0439,0.0,-600358000.0,285121400.0,1.6996,0.8951,0.0,2.0245,-0.1719,1.3441,24.705,15.384,755007950.0,29.6645,-12.8516,-0.7819,2707893500.0,-2.1805,-0.1375,85.4936,-1.9576,2021,OZON
2,0.0,0.0,0.0021,15.0862,5.1009,0.0655,-3726000.0,0.1317,-0.2134,8.694,5.891,7.7134,-94392000.0,-0.5552,0.0,1.8205,0.5508,213.1367,0.274,-0.2951,8.7483,0.0809,0.0,0.0,891438200.0,0.0,-0.5734,0.0,444060500.0,0.1405,6.6446,0.4181,62759700.0,5.2543,-0.288,1.7939,6.6333,0.0,0.0062,0.0,682506000.0,191359800.0,2.2642,1.3499,0.0,6.6446,-0.0259,2.0728,22.9451,7.7443,553373500.0,93.0499,0.0,-0.2912,1066795000.0,-0.0226,-0.0282,76.8585,-1.3782,2020,OZON
3,0.0,0.0,0.0,25.9311,0.0,0.0,-217650900.0,0.4543,-0.3219,0.2609,0.0,0.0,-73688800.0,-9.9667,0.0,1.2011,-1.1829,138.195,17.0,0.7279,5.0489,-0.0582,0.0,0.0,-171000000.0,0.0,0.0,0.0,235000000.0,0.0,0.0707,0.151,46000000.0,6.092,-2.2912,0.24,-0.6976,0.0,0.0,0.0,-302000000.0,130500000.0,3.383,7.1188,0.0,0.0707,-1.7115,0.64,20.1957,0.0,30000000.0,993.0837,0.0,-3.1809,130500000.0,-1.1829,-0.0282,78.5094,0.0,2019,OZON
4,0.0,0.0,0.0115,16.0304,0.0,0.0,-52958500.0,0.402,-0.152,0.212,0.0,0.0,-40829100.0,-3.0,0.0,0.038,-0.2878,137.6897,0.1489,0.5884,3.2174,-0.0582,0.0,0.0,-39000000.0,0.0,0.0,0.0,235000000.0,0.0268,0.2554,0.125,46000000.0,3.433,-0.6897,0.3155,0.3721,0.0,0.0,0.0,-47000000.0,130500000.0,1.9064,4.5364,0.0,0.2554,-1.2361,0.8107,12.8696,0.0,30000000.0,993.0837,0.0,-3.913,130500000.0,-0.2878,-0.0282,73.3259,0.0,2018,OZON
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,OZON
0,23.0916,0.0,0.0048,30.0531,0.0,0.0173,35441000.0,0.2165,0.0433,2.0032,0.0,14.4579,-5688000.0,0.1109,0.0,0.0357,0.3253,42.7142,0.0262,2.8917,2.5949,-0.0845,0.0,0.0292,112662000.0,0.0,-0.045,0.0433,25442000.0,0.0065,1.3616,0.2458,24846500.0,26.8305,0.0277,1.4346,-6.7679,15.7263,0.0721,,-210224000.0,8538000.0,9.004,0.6398,0.0,1.3616,-0.0258,1.5766,13.2052,14.7433,128226500.0,60.518,20.7837,0.0863,512810000.0,0.2803,,13.2741,-0.443,2022,ATAT
1,23.0916,0.0,0.0095,25.8167,0.0,0.0307,52539000.0,0.1496,0.0605,1.4394,0.0,0.0,-9849000.0,1.0802,0.0,0.0619,0.5792,37.1856,0.079,3.2157,2.9764,0.0,0.0,0.0243,54468000.0,0.0,-0.0914,0.0433,18610000.0,0.0199,0.7825,0.2139,24652000.0,35.285,0.0607,1.1323,-3.4277,0.0,0.0,,-39461000.0,6697500.0,12.6986,1.0027,0.0,0.7825,-0.0128,1.347,13.006,0.0,17961000.0,0.0,0.0,0.1617,319758000.0,0.4877,,13.5067,-0.7024,2021,ATAT
2,23.0916,0.0,0.0105,40.4795,0.0,0.0728,721000.0,0.1292,-0.0069,2.2093,0.0,0.0,-17467000.0,0.0,0.0,0.0862,0.318,25.4744,-0.1019,-10.9566,4.1975,0.0,0.0,0.0215,41595000.0,0.0,-0.3054,0.0433,0.0,0.0162,-0.8457,0.1818,0.0,0.0,0.0,1.1111,-5.3457,0.0,0.0,,-173404000.0,0.0,0.0,0.0,0.0,-0.8457,-0.6446,1.3021,0.0,0.0,0.0,0.0,0.0,-0.0147,0.0,0.0126,,9.0122,-1.3414,2020,ATAT
0,0.0,7.7304,0.2206,22.5616,1.0741,0.0126,47997000.0,0.3455,0.0778,5.4542,0.9039,3.6463,-40364000.0,0.2863,54.2231,19.5406,2.276,55.3837,0.9526,0.3534,82.7533,-0.1565,0.1764,0.0,659771000.0,9.101,-1.0397,-0.038,335561000.0,0.3109,20.5138,0.3542,214970500.0,2.5,0.0889,0.7758,1.2251,39.0538,0.0068,11.7425,-454586000.0,696157500.0,5.1865,1.1418,0.0,20.5138,-0.0574,2.2473,14.945,11.2505,873297500.0,9.495,-31.2678,0.2943,2813856500.0,1.2363,0.0852,156.1555,-0.6004,2022,CRI
1,59.8659,7.5604,0.1737,24.2208,1.2886,0.0107,230816000.0,0.3424,0.0974,22.9691,1.2441,4.565,-37442000.0,0.3599,62.5806,26.2612,6.26,81.446,1.1844,0.7896,81.3581,-0.0779,0.2847,0.0,1182491000.0,9.0381,-0.8737,0.0167,439592000.0,0.353,22.1732,0.4498,208933000.0,2.9257,0.1033,1.6949,0.2374,16.7475,0.006,12.8943,-338090000.0,623502000.0,4.1497,1.0596,0.0,22.1732,0.0171,2.6487,16.6869,10.9383,944109500.0,16.623,62.0062,0.2429,3290289000.0,5.3862,0.0776,129.6076,-0.3854,2021,CRI
2,10.2398,13.6195,0.1642,22.5097,1.3689,0.0109,555623000.0,0.3656,0.0363,25.4914,1.345,4.3366,-32871000.0,0.1207,34.8612,27.1612,13.609,100.7259,1.2521,5.3637,69.9381,-0.125,0.1175,0.0,1153492000.0,21.8049,-0.7601,0.0977,327890500.0,0.3462,21.6921,0.435,218758500.0,2.8676,0.0357,1.6262,0.2375,7.035,0.0042,37.7791,-508523000.0,596624500.0,5.2179,0.9842,0.0,21.6921,0.1014,2.4555,13.825,10.6809,909081500.0,15.0793,10.4215,0.0775,3072848500.0,12.8489,0.0265,127.846,-0.2881,2020,CRI
3,28.8667,10.7892,0.2197,26.0328,1.5331,0.0172,326545000.0,0.3241,0.075,4.8266,1.3795,5.5161,-60670000.0,0.3016,51.3836,16.9964,8.7207,33.3355,0.8575,1.4678,79.2596,-0.1576,0.1636,0.0,632257000.0,14.5084,-1.3664,0.0346,191358500.0,0.2741,19.8219,0.4004,254632000.0,3.4424,0.1096,0.9786,1.0806,13.9335,0.0047,18.4696,-765230000.0,584106500.0,10.5077,1.4627,0.0,19.8219,0.0363,2.3297,13.8211,17.6327,874781500.0,15.4684,32.0796,0.277,2405987500.0,7.3543,0.0541,107.8238,-0.4733,2019,CRI
4,28.026,8.6797,0.3095,27.2262,1.2104,0.0183,292891000.0,0.3307,0.0808,3.6844,1.0882,4.3335,-63307000.0,0.3242,50.8437,12.8521,7.7164,36.9825,0.6824,1.2725,75.0044,-0.0389,0.1893,0.0,715537000.0,10.7064,-1.3714,0.0357,190595000.0,0.2882,18.8348,0.2608,249410000.0,3.4993,0.1356,1.3082,0.8765,11.7655,0.0042,13.3803,-146467000.0,561474000.0,10.3087,1.6767,0.0,18.8348,0.0035,3.1854,13.8818,16.2309,863424500.0,11.2521,31.174,0.2626,2064950000.0,6.345,0.0747,106.6745,-0.6926,2018,CRI
5,57.1423,11.9616,0.3109,25.8211,1.7785,0.067,101706000.0,0.3255,0.0891,3.7504,1.6494,6.5416,-227915000.0,0.3681,50.7343,12.9705,6.9258,34.6721,0.72,1.0884,71.4494,-0.0344,0.2023,0.0,689464000.0,14.4127,-4.7888,0.0175,170273000.0,0.2981,18.0155,0.2275,221516000.0,3.6999,0.1508,1.2651,0.8679,18.3473,0.0052,18.5591,-192914000.0,518156500.0,11.2593,1.6928,0.0,18.0155,-0.0292,3.0814,15.3511,26.2778,822770000.0,26.4425,61.6128,0.2837,2008819500.0,2.137,0.0539,104.4694,-2.6507,2017,CRI
6,18.1332,9.2265,0.2491,23.1049,1.4447,0.0276,280889000.0,0.3112,0.0799,5.997,1.3568,5.5066,-88340000.0,0.3074,42.8139,11.6266,7.3967,31.773,0.7364,1.4442,64.0761,-0.0234,0.249,0.0,779477000.0,10.849,-1.7697,0.0551,158040000.0,0.2981,15.7884,0.1941,205020500.0,3.8015,0.1294,1.8077,0.5611,12.5149,0.0053,16.8488,-101387000.0,478762500.0,11.5162,1.6194,0.0,15.7884,-0.01,3.8078,15.6011,14.3141,831587500.0,17.177,19.3074,0.2194,1975125500.0,5.627,0.0594,97.7848,-1.1794,2016,CRI
7,28.3113,10.3976,0.2424,25.1381,1.5968,0.0343,204562000.0,0.3017,0.0782,7.3543,1.5312,5.2738,-103425000.0,0.2836,41.5721,11.1695,5.9417,32.7712,0.6616,1.307,58.1436,0.0004,0.2289,0.0,867890000.0,12.2504,-1.9953,0.0353,153945500.0,0.289,16.8814,0.1883,196066500.0,3.8389,0.1209,2.2411,0.4273,15.6261,0.0057,19.567,2005000.0,457389000.0,11.4057,1.5469,0.0,16.8814,-0.0347,4.3035,15.3717,11.8534,830867500.0,28.4952,29.5245,0.1901,1948375000.0,3.9464,0.0511,97.688,-1.4775,2015,CRI
8,32.8929,11.8084,0.2637,23.2787,1.6722,0.0362,177665000.0,0.3076,0.0673,6.4742,1.5874,5.8394,-104732000.0,0.2618,35.0897,11.1376,5.3673,32.0801,0.7449,1.4506,55.0014,-0.0141,0.2019,0.0,793487000.0,14.5169,-1.9906,0.0304,157126500.0,0.3095,14.9519,0.2295,189087000.0,3.9634,0.1051,2.118,0.5987,17.1359,0.0061,23.8552,-64954000.0,431299000.0,10.8793,1.5619,0.0,14.9519,-0.0296,4.1999,15.3044,15.9832,743707500.0,17.8419,34.6498,0.1728,1852790000.0,3.3767,0.0419,94.9839,-1.3698,2014,CRI
9,0.0,13.1451,0.2849,26.7813,1.6624,0.0836,-10836000.0,0.3291,0.06,5.0332,1.5489,5.8326,-220532000.0,0.1877,27.7967,10.2931,3.6833,38.7886,0.8363,1.325,46.3491,-0.0346,0.1651,0.0,701242000.0,16.6062,-3.8737,-0.0027,156817500.0,0.3233,12.3084,0.2259,180828500.0,4.0228,0.0919,1.784,0.8974,20.9186,0.0061,25.7312,-141372000.0,383642000.0,9.8416,1.533,0.0,12.3084,-0.0624,3.6055,14.5923,22.1647,843105000.0,27.9497,-404.8122,0.1568,1721296500.0,-0.1903,0.0389,98.7994,-3.1707,2013,CRI
0,7.5616,11.092,0.172,258.887,2.4006,0.0146,390000000.0,0.2607,0.1001,8.2494,0.8268,0.0,-52000000.0,-0.4205,0.0,75.5635,5.2998,12.901,-6.9712,1.2381,42.7698,-1.0336,0.0867,0.0,3273000000.0,13.1134,-0.6235,0.1322,63500000.0,0.9327,-10.8393,0.1809,2485000000.0,1.5268,0.0535,2.4015,7.272,19.3734,0.0126,8.2617,-3048000000.0,1204500000.0,28.9606,0.5346,0.0,-10.8393,-0.0355,3.4425,1.4354,0.0,-849000000.0,16.8516,21.9565,0.0908,6672500000.0,4.6763,0.121,236.7836,-0.437,2022,TNL
1,9.3559,13.5578,0.1791,284.1736,3.2099,0.0182,511000000.0,0.2543,0.0983,5.7457,1.5255,0.0,-57000000.0,-0.3496,0.0,66.7746,6.5665,14.1703,-7.2746,1.8442,36.2312,-0.6279,0.0861,0.0,2997000000.0,16.2781,-0.659,0.1069,62000000.0,0.8767,-9.1792,0.18,2518500000.0,1.2462,0.0434,2.1236,7.1146,17.711,0.0102,15.569,-3002000000.0,1281500000.0,25.7581,0.4414,0.0,-9.1792,-0.0221,3.167,1.2444,0.0,-881000000.0,35.9463,19.6866,0.0836,7100500000.0,5.9075,0.0642,277.9211,-0.4597,2021,TNL
2,12.6638,426.8308,0.1438,438.8449,4.1497,0.0319,305000000.0,0.3366,-0.1181,15.2962,1.7882,0.0,-69000000.0,0.3418,27.3636,74.5412,4.3438,18.3536,-6.6302,-1.4667,25.0871,-0.8067,-0.0159,0.0,1793000000.0,0.0,-0.8014,0.079,67500000.0,0.843,-11.2427,0.1892,2930500000.0,0.9686,-0.0339,1.0659,242.9048,23.9664,0.0093,0.0,-3116000000.0,1273000000.0,18.2667,0.2867,0.0,-11.2427,-0.0432,1.4883,0.7371,0.0,-746000000.0,25.7496,29.3883,-0.1037,7533000000.0,3.5424,-0.066,398.747,-0.5476,2020,TNL
3,13.8391,10.8581,0.1493,294.6723,2.5057,0.0267,344000000.0,0.2862,0.1254,5.4506,1.1775,0.0,-108000000.0,-0.9277,0.0,63.7568,4.9077,13.7345,-11.2061,0.8915,43.8979,-0.5863,0.1047,0.0,3599000000.0,12.4762,-1.1726,0.0723,69500000.0,0.7879,-5.6895,0.1779,3211000000.0,1.6013,0.0694,2.373,5.7556,22.4129,0.0059,9.3472,-2791000000.0,1211500000.0,27.9137,0.5534,0.0,-5.6895,-0.039,3.2678,1.2591,0.0,-546500000.0,36.0655,29.4496,0.1185,7305500000.0,3.7351,0.107,225.5851,-0.8926,2019,TNL
4,10.334,16.2883,0.144,293.2256,2.7389,0.0252,343000000.0,0.2854,0.1709,3.7715,0.9017,0.0,-99000000.0,6.5561,0.0,55.3185,4.4692,12.5928,-9.6151,0.6577,39.7472,-0.7953,0.0722,0.0,3320000000.0,20.5862,-1.001,0.0968,149000000.0,0.7643,-5.7533,0.1938,3127000000.0,1.5471,0.0763,2.2236,7.7126,24.3588,0.0328,5.2939,-2819000000.0,1236500000.0,12.8389,0.4465,0.0,-5.7533,-0.0512,3.0907,1.2571,0.0,102500000.0,40.7423,31.3894,0.1667,8804000000.0,3.4681,0.1889,233.5389,-0.7174,2018,TNL
5,6.1812,19.9204,0.1009,296.9101,3.0095,0.0281,879000000.0,0.2958,0.2244,2.1262,1.4275,7.0197,-107000000.0,1.1448,37.9545,58.3107,9.5728,45.5269,7.7597,1.1546,36.9515,-0.9192,0.0418,0.0,3044000000.0,26.0917,-1.0388,0.1618,222500000.0,0.5747,7.5146,0.1655,1867000000.0,2.3861,0.0843,2.0238,10.0643,11.6169,0.0155,6.1913,-4994000000.0,779500000.0,8.3596,0.3755,0.0,7.5146,0.0234,2.8584,2.0386,0.0,746000000.0,16.8734,13.031,0.2209,10134500000.0,8.534,0.1615,245.0995,-0.7868,2017,TNL
6,4.4545,11.5879,0.228,63.0742,2.4638,0.0317,846000000.0,0.289,0.1655,1.0282,1.0207,5.2486,-117000000.0,0.7313,28.6399,49.5086,8.7625,42.5301,7.578,1.5761,33.5942,-1.9342,0.068,0.0,-220000000.0,13.8244,-1.0646,0.2245,303500000.0,0.5541,6.5332,0.1235,748000000.0,6.043,0.063,0.3696,6.7873,9.446,0.0154,6.1452,-7289000000.0,302500000.0,6.0231,0.3804,0.0,6.5332,-0.0104,0.8917,4.9358,0.0,835500000.0,21.2908,10.7523,0.7562,9705000000.0,7.6979,0.1627,61.8982,-0.9213,2016,TNL
7,4.8259,7.9148,0.2801,64.2005,1.8205,0.0387,802000000.0,0.2886,0.1255,1.4492,0.7934,4.0613,-189000000.0,0.5538,30.71,43.9068,8.3983,61.5889,5.4365,1.6193,41.339,-1.7815,0.098,0.0,-214000000.0,9.4978,-1.6017,0.2072,389500000.0,0.5402,8.0763,0.1337,829500000.0,7.8224,0.0635,0.5258,4.4652,8.961,0.0119,6.3198,-6895000000.0,298500000.0,5.9949,0.5063,0.0,8.0763,-0.0647,0.8906,5.8807,0.0,1105000000.0,22.2437,11.0728,0.5165,9635000000.0,6.7966,0.1582,46.1135,-1.0107,2015,TNL
8,6.4619,8.2709,0.2753,55.3617,1.8387,0.0445,749000000.0,0.2948,0.1002,1.464,0.9165,3.8504,-235000000.0,0.3671,30.9001,40.424,7.872,56.1202,4.0199,1.8601,42.248,-1.3543,0.096,0.0,8000000.0,10.3188,-1.88,0.1548,372500000.0,0.5221,10.056,0.1553,805500000.0,7.7284,0.0545,0.5293,4.1482,9.8679,0.0108,9.1754,-6555000000.0,324000000.0,6.7221,0.5439,0.0,10.056,-0.0795,1.0043,6.5562,0.0,1441000000.0,56.9412,12.964,0.3508,9710000000.0,5.992,0.109,44.0216,-1.0086,2014,TNL
9,5.7466,8.0568,0.2815,59.0238,1.8111,0.0475,770000000.0,0.2937,0.0862,1.4586,0.8834,2.723,-238000000.0,0.243,29.9365,36.3985,7.5789,54.8872,2.9791,2.3333,37.6617,-1.3957,0.0907,0.0,150000000.0,9.9691,-1.7895,0.174,333500000.0,0.497,12.218,0.1389,785000000.0,6.6041,0.045,0.5609,4.127,8.9999,0.0106,10.2055,-6176000000.0,362500000.0,7.1784,0.5217,0.0,12.218,-0.0821,1.0838,6.3809,0.0,1778000000.0,29.4994,11.7817,0.2534,9602000000.0,5.7895,0.098,52.7527,-1.1019,2013,TNL
0,9.5265,7.2642,0.2141,49.2223,1.0346,0.0086,249532000.0,0.2719,0.1018,3.8121,1.1202,2.817,-18351000.0,0.2596,26.586,1.4207,3.5238,38.1741,0.128,1.2398,27.9135,0.1806,0.2659,0.0,522649000.0,7.7949,-0.2414,0.105,133654000.0,0.0859,11.1004,0.506,338846500.0,5.1581,0.1653,1.7948,-0.6015,8.1953,0.0115,11.0495,429432000.0,241982500.0,9.3388,1.6239,0.0,11.1004,0.183,2.6287,6.2624,4.1372,832200500.0,11.8188,8.798,0.3836,1306765000.0,3.2824,0.0905,66.8934,-0.8919,2022,SHOO
1,23.8474,13.3601,0.2066,76.5792,1.8716,-0.0007,160855000.0,0.2679,0.1022,3.3596,1.9533,4.4425,1392000.0,0.2367,23.9641,1.4151,2.0329,45.4374,0.1353,0.8363,23.7901,0.1124,0.2279,0.0,509470000.0,14.3379,0.0177,0.0419,105335000.0,0.0819,10.4604,0.4981,334621500.0,6.1612,0.153,1.5052,-0.5835,21.9027,0.0119,19.0451,409656000.0,178316500.0,10.43,1.4969,0.0,10.4604,0.1035,2.1707,5.5769,6.7447,805453500.0,57.6052,22.8495,0.3497,1246651500.0,2.0506,0.0525,84.7888,0.0781,2021,SHOO
2,73.7804,87.3589,0.2491,84.3441,2.1827,0.0055,37644000.0,0.332,-0.0153,3.6519,2.311,3.514,-6562000.0,-0.0226,0.0,1.6914,0.5622,36.5875,0.1683,-2.4029,15.2834,0.1263,-0.031,0.0,462325000.0,0.0,-0.0834,0.0136,67805000.0,0.1169,10.0511,1.4244,266176000.0,6.1874,-0.0152,2.3944,-5.1341,59.3409,0.0188,0.0,350849000.0,119158000.0,10.8734,0.9947,0.0,10.0511,0.0008,2.9597,4.5151,5.479,815796550.0,63.703,69.685,-0.0364,1208204000.0,0.4787,-0.0065,50.2098,-0.1065,2020,SHOO
3,15.8845,16.1207,0.2613,52.0058,1.8409,0.0102,215469000.0,0.2652,0.0791,3.828,1.9151,4.0686,-18311000.0,0.1707,20.5761,2.1614,2.9378,20.454,0.2045,1.6544,22.4582,0.0822,0.156,0.0,437608000.0,18.607,-0.2301,0.063,70754000.0,0.1345,10.5712,0.4163,260544500.0,8.0333,0.1202,1.9883,-0.6498,14.073,0.013,24.1629,281456000.0,137071500.0,15.5629,1.5202,0.0,10.5712,0.1277,2.5558,6.8593,6.7485,827953100.0,22.7232,15.2689,0.2809,1175608500.0,2.7077,0.0414,45.3776,-0.6715,2019,SHOO
