,P/FCF ratio,EV/EBITDA,Intangible Assets out of Total Assets,Average Days of Receivables,EV/Sales,Capex to Sales,Free Cash Flow,"Selling, General and Administrative Expense of Revenue",Net Profit Margin,Cash per Share,P/S ratio,P/B ratio,Capital Expenditures,ROE,Graham Number,Interest Debt per Share,Operating CF per Share,Average Days of Payables,Debt/Equity,Operating CF/Net income,Revenue per Share,Graham Net Nets,ROIC,Research and Development Expense of Revenue,Working Capital,EV/EBIT,Capex per Share,Free Cash Flow Yield,Average Payables,Debt/Assets,Shareholders Equity per Share,Depreciation/Fixed assets,Average Receivables,Inventory Turnover,ROA,Quick Ratio,Net Debt/EBITDA,EV/Operating CF,Share Based Compensation of Revenue,P/E ratio,Net Current Asset Value,Average Inventory,Accounts Payable Turnover,Asset Turnover,Interest Coverage,Book value per Share,Cash ROIC,Current Ratio,Accounts Receivable Turnover,Price to Tangible BV,Average Common Equity,P/Operating CF,EV/FCF,Return on Tangible Assets,Average Assets,Free Cash Flow per Share,Earnings Yield,Days of Inventory on Hand,Capex/Depreciation,year,ticker
4,17.4116,11.2535,0.2717,57.9681,1.3138,0.0074,141926000.0,0.2629,0.077,3.2695,1.4729,3.0333,-12450000.0,0.1591,18.8124,0.0,1.8904,28.073,0.0,1.1955,20.5444,0.1802,0.1979,0.0,478436000.0,12.7127,-0.1525,0.0574,73378500.0,0.0,9.976,0.3469,253680500.0,8.382,0.1213,2.3742,-1.3632,14.2778,0.0126,19.192,445237000.0,123785500.0,14.14,1.5755,0.0,9.976,0.0828,3.1293,6.6136,4.7226,811807100.0,22.9001,15.5303,0.2377,1064865500.0,1.7379,0.0521,48.2812,-0.5538,2018,SHOO
5,18.0313,12.1563,0.2836,56.1118,1.4907,0.0094,143160000.0,0.2629,0.0753,2.9641,1.6472,3.1911,-14775000.0,0.1522,17.757,0.0,1.9089,25.2372,0.0,1.339,18.9408,0.1539,0.1883,0.0,438906000.0,13.7594,-0.1786,0.0555,73769500.0,0.0,9.7773,0.3131,220933500.0,8.4151,0.1169,2.353,-1.2761,14.7917,0.0133,21.7679,397289000.0,115074000.0,13.1268,1.5531,0.0,9.7773,0.082,3.1243,7.093,5.0705,775002100.0,20.9995,16.3183,0.2311,1009018000.0,1.7303,0.0459,41.5841,-0.6599,2017,SHOO
6,14.7245,9.786,0.2915,52.4094,1.3305,0.0114,137707000.0,0.2465,0.0864,1.9333,1.4488,2.7361,-15897000.0,0.1703,16.3495,0.0,1.7931,33.5167,0.0,1.2704,16.3377,0.1523,0.1837,0.0,345544000.0,11.0066,-0.1856,0.0679,80187000.0,0.0,8.6509,0.2915,199671000.0,7.9094,0.129,2.0017,-0.8704,12.1225,0.0139,17.2359,308868000.0,110952000.0,10.944,1.4926,0.0,8.6509,0.0896,2.8869,7.0093,4.3986,709867550.0,25.3016,13.5219,0.2893,937630000.0,1.6075,0.058,49.8375,-0.7533,2016,SHOO
7,15.3058,8.723,0.3137,51.5287,1.1943,0.0138,116504000.0,0.0,0.0804,1.1847,1.269,2.6275,-19459000.0,0.1675,14.8226,0.0,1.5364,32.1895,0.0,1.2039,15.8792,0.1252,0.187,0.0,284178000.0,9.7778,-0.2199,0.0653,86212500.0,0.0,7.6689,0.2883,196489000.0,9.291,0.1237,1.7347,-0.5449,12.3441,0.0133,15.825,223255000.0,97378500.0,10.4944,1.5395,0.0,7.6689,0.0816,2.6257,7.1517,4.5512,674095950.0,20.7794,14.4059,0.3171,912810000.0,1.3165,0.0632,41.1819,-0.9375,2015,SHOO
8,14.5982,10.0884,0.3231,53.2056,1.3808,0.0137,133988000.0,0.0,0.0838,1.2221,1.4652,2.9214,-18341000.0,0.1659,14.0815,0.0,1.6526,39.0458,0.0,1.3615,14.4826,0.1025,0.1881,0.0,264635000.0,10.9957,-0.199,0.0685,95880500.0,0.0,7.2636,0.2188,190008500.0,10.4098,0.1249,1.7301,-0.6165,12.101,0.0144,17.4895,200520000.0,83186500.0,9.0316,1.4903,0.0,7.2636,0.1067,2.4901,7.0257,5.2144,674184450.0,24.9886,13.7575,0.3354,895738000.0,1.4536,0.0572,39.0635,-1.2165,2014,SHOO
9,17.5401,9.9743,0.2564,51.4976,1.645,0.0158,134707000.0,0.0,0.1004,2.0735,1.7978,3.4806,-20746000.0,0.2023,14.6315,0.0,1.6047,43.4948,0.0,1.1776,13.5662,0.125,0.2664,0.0,342142000.0,10.6096,-0.2142,0.057,91276500.0,0.0,7.0074,0.2293,176562000.0,12.1102,0.1568,2.5002,-0.9267,13.9071,0.0153,17.9629,295244000.0,68689500.0,9.1135,1.5606,0.0,7.0074,0.1124,3.2145,7.4434,5.2142,652620000.0,24.2674,16.0489,0.3311,842140000.0,1.3905,0.0557,32.3365,-1.5984,2013,SHOO
0,0.0,5.9437,0.229,40.4609,0.9562,0.0786,-385000000.0,0.0723,0.0852,4.9772,0.3751,1.6832,-539000000.0,0.496,28.8502,30.0755,0.9916,87.644,3.0569,0.2637,44.1443,-1.9169,0.0735,0.0115,246000000.0,10.2757,-3.4705,-0.1497,1282500000.0,0.5155,9.8385,0.157,726000000.0,6.7825,0.0653,0.6504,3.534,42.5709,0.0,4.4043,-4930000000.0,832000000.0,4.4,0.7663,0.0,9.8385,-0.4028,1.1044,9.4435,0.0,1177500000.0,6.804,-17.0284,0.182,8946500000.0,-2.4789,0.2271,54.8503,-1.1591,2022,OI
1,6.5416,5.7329,0.2407,39.7326,0.937,0.0626,289000000.0,0.0681,0.0234,4.6134,0.2974,2.286,-398000000.0,0.2427,10.6059,30.4868,4.3716,83.8682,5.7932,4.6107,40.4518,-2.9019,0.0736,0.0129,673000000.0,10.3412,-2.5326,0.1529,1168000000.0,0.5425,5.2625,0.1644,657500000.0,6.3561,0.0168,0.7676,3.9134,8.6703,0.0,12.6632,-5486000000.0,828500000.0,4.5086,0.7177,0.0,5.2625,-0.3358,1.3646,9.6684,0.0,614000000.0,8.184,20.6108,0.0427,8857000000.0,1.839,0.079,56.5591,-0.8596,2021,OI
2,12.7808,6.5471,0.2562,37.333,1.0491,0.0511,146000000.0,0.0662,0.0409,3.5904,0.3064,4.6533,-311000000.0,0.5161,9.5649,32.4414,2.9144,80.2872,12.6858,1.8353,38.8442,-3.3141,0.0627,0.0123,399000000.0,12.9352,-1.9833,0.0782,1201000000.0,0.5727,2.5573,0.1658,622000000.0,5.4284,0.0269,0.6249,4.6352,13.9825,0.0,7.4843,-6184000000.0,943000000.0,4.2623,0.6588,0.0,2.5573,-0.4049,1.2102,9.7926,0.0,482500000.0,5.6717,43.7671,0.0753,9246000000.0,0.9311,0.1336,59.9658,-0.6452,2020,OI
3,10.5235,3.7591,0.2399,33.8761,1.0141,0.0342,176000000.0,0.0656,-0.0598,3.5491,0.2768,3.2839,-229000000.0,-0.5464,0.0,35.3237,2.6087,84.9425,9.7234,-1.0125,43.0982,-3.5408,0.0797,0.0102,493000000.0,9.6792,-1.475,0.095,1298500000.0,0.5707,3.6329,0.3373,585000000.0,5.3156,-0.0414,0.5875,2.733,16.7534,0.0,0.0,-6558000000.0,1031500000.0,4.2226,0.693,0.0,3.6329,-0.4346,1.2471,11.4376,0.0,732000000.0,2.8407,38.5519,-0.1062,9654500000.0,1.1337,-0.2146,69.565,-0.2074,2019,OI
4,10.378,6.0328,0.3003,29.1384,1.0851,0.0763,266000000.0,0.0702,0.0374,3.1975,0.4014,3.0673,-525000000.0,0.2813,14.2247,32.5621,4.9399,86.1932,5.7933,3.0778,42.9477,-2.3336,0.0814,0.0102,150000000.0,10.2227,-3.2787,0.0964,1322500000.0,0.5376,5.6206,0.1643,606000000.0,5.4469,0.0264,0.4807,3.8011,9.4343,0.0,10.775,-6442000000.0,1027000000.0,4.2299,0.707,0.0,5.6206,-0.3462,1.068,11.3482,0.0,913500000.0,3.9835,28.0547,0.0794,9727500000.0,1.6612,0.0928,66.423,-1.0355,2018,OI
5,12.6426,6.4782,0.3105,35.23,1.2166,0.0622,294000000.0,0.0705,0.0262,3.0233,0.5411,4.0096,-427000000.0,0.2791,11.9811,31.5355,4.4305,87.2941,5.5361,4.0056,42.2092,-1.7243,0.0886,0.0087,140000000.0,10.5918,-2.6239,0.0791,1229500000.0,0.526,5.6963,0.16,621500000.0,5.4839,0.0191,0.5066,3.5969,11.5907,0.0,20.3929,-6409000000.0,1009500000.0,4.5026,0.7272,0.0,5.6963,-0.3679,1.0614,11.0523,0.0,645000000.0,5.4341,28.4249,0.055,9445500000.0,1.8066,0.049,68.3056,-0.8523,2017,OI
6,7.6056,6.1471,0.3203,31.5876,1.1309,0.0551,382000000.0,0.0751,0.0312,3.0397,0.4335,8.0037,-369000000.0,0.6511,8.0681,31.9171,4.6399,76.8314,14.2314,3.5933,41.4069,-2.2435,0.0921,0.0097,194000000.0,10.2147,-2.2798,0.1315,1173500000.0,0.5655,2.2427,0.1705,571000000.0,5.4191,0.0225,0.5204,3.7908,10.0923,0.0,13.9147,-6518000000.0,995000000.0,4.5948,0.7224,0.0,2.2427,-0.3536,1.0942,11.7373,0.0,321000000.0,5.4714,19.8412,0.068,9278000000.0,2.3601,0.0719,66.5421,-0.7515,2016,OI
7,13.5631,7.8688,0.3276,33.322,1.2706,0.0651,207000000.0,0.0773,0.0219,2.4757,0.4561,10.063,-401000000.0,0.2571,0.0,33.5859,3.7724,87.6694,19.4014,4.5037,38.1959,-2.4249,0.0673,0.0104,212000000.0,13.722,-2.4881,0.0737,1174500000.0,0.5746,1.7311,0.1432,556000000.0,4.9422,0.0156,0.4529,5.0443,12.8644,0.0,0.0,-6808000000.0,1021000000.0,4.2963,0.7132,0.0,1.7311,-0.3863,1.0999,11.0719,0.0,525000000.0,5.5595,37.7853,0.0425,8632000000.0,1.2844,-0.027,72.8409,-0.9458,2015,OI
8,13.6794,6.5039,0.2414,29.5917,1.069,0.0516,325000000.0,0.0771,0.0242,3.1083,0.6553,5.7663,-350000000.0,0.1382,9.572,20.1433,4.0979,75.0325,4.3035,4.1159,41.185,-1.0574,0.1165,0.0093,43000000.0,10.8723,-2.1248,0.0731,1140500000.0,0.4231,4.6807,0.1832,746500000.0,5.1403,0.0202,0.4562,2.5166,10.7434,0.0,31.023,-4701000000.0,1076000000.0,4.8496,0.8343,0.0,4.6807,-0.3847,1.0185,9.0877,0.0,1187000000.0,9.1102,22.3132,0.0659,8131000000.0,1.973,0.0322,68.3014,-0.7813,2014,OI
9,17.7203,7.3499,0.2446,49.4036,1.2575,0.0502,332000000.0,0.0726,0.0455,2.3293,0.8444,3.6701,-350000000.0,0.2385,16.1565,19.8328,4.1478,74.088,2.0343,2.1514,42.3719,-0.7251,0.1064,0.0089,296000000.0,11.4825,-2.1286,0.0564,1088000000.0,0.3873,9.7491,0.163,955500000.0,4.9965,0.0373,0.5883,2.4144,12.8462,0.0,30.0672,-4266000000.0,1128000000.0,5.1801,0.8188,0.0,9.7491,-0.3716,1.1313,7.2915,0.0,1329000000.0,13.3707,26.3889,0.1083,8508500000.0,2.0192,0.0333,72.3394,-0.8159,2013,OI
0,0.0,33.3084,0.0013,5.6249,1.7921,0.1583,-65818000.0,0.1319,-0.0268,7.932,1.8161,3.8961,-142559000.0,-0.0563,0.0,7.3805,1.9558,10.3694,0.6899,-3.1855,22.9499,-0.4471,-0.0422,0.0,196270000.0,0.0,-3.6333,-0.0402,20177000.0,0.1937,10.6978,0.1613,13767000.0,178.8198,-0.0163,2.2008,-0.4466,21.0286,0.0148,0.0,-731126000.0,4017000.0,35.6009,0.61,0.0,10.6978,-0.3824,2.3287,65.409,3.9148,427674000.0,72.9828,-24.5185,-0.0363,1476216000.0,-1.6774,-0.0146,2.126,-1.8921,2022,SHAK
1,0.0,60.0998,0.0007,6.7372,3.6755,0.1372,-43093000.0,0.1162,-0.0117,9.784,3.8119,6.4747,-101495000.0,-0.0199,0.0,7.2033,1.4942,12.2192,0.6463,-6.7478,18.9304,-0.2171,-0.0296,0.0,288179000.0,0.0,-2.5968,-0.0153,21717000.0,0.1932,11.1449,0.1569,11560500.0,176.8584,-0.0067,3.2599,-2.229,46.5654,0.0118,0.0,-612294000.0,3369000.0,27.4364,0.5685,0.0,11.1449,-0.301,3.3719,64.0018,6.4896,435046500.0,192.3594,-63.1079,-0.0128,1301459000.0,-1.1025,-0.0032,2.3585,-1.661,2021,SHAK
2,0.0,525.8422,0.0009,6.6066,6.4051,0.132,-31688000.0,0.1229,-0.0806,4.9492,6.0203,7.2448,-69038000.0,-0.1115,0.0,10.3693,1.006,19.7092,0.8861,-0.886,14.0824,-0.1613,-0.0431,0.0,93481000.0,0.0,-1.8594,-0.0101,18893500.0,0.3361,11.7023,0.1493,9717000.0,170.2725,-0.0399,1.7613,31.5968,89.6663,0.0106,0.0,-507669000.0,2554500.0,23.0217,0.4948,0.0,11.7023,-0.2982,1.8521,53.8095,7.2615,378239000.0,355.6029,-105.6879,-0.098,1056808000.0,-0.8535,-0.0131,2.4235,-1.374,2020,SHAK
3,0.0,32.1854,0.001,6.121,3.5941,0.1791,-16650000.0,0.1104,0.0333,2.3456,3.1443,5.8058,-106507000.0,0.0666,12.2499,10.8664,2.8634,11.687,1.0591,4.5321,18.9452,-0.2988,0.0272,0.0,-11717000.0,83.1909,-3.394,-0.0089,13383500.0,0.3522,10.2605,0.1293,10246500.0,224.9909,0.0251,0.8409,4.0277,23.7796,0.0126,91.6462,-558608000.0,1985000.0,33.37,0.7531,0.0,10.2605,-0.3055,0.8821,58.0217,5.8238,297720000.0,111.1791,-128.3339,0.0654,789400000.0,-0.5306,0.0109,1.8152,-2.6166,2019,SHAK
4,0.0,19.7459,0.0016,8.3623,2.61,0.1906,-2130000.0,0.1148,0.033,3.0695,2.7984,4.7004,-87525000.0,0.061,10.8354,0.7421,3.0176,13.6781,0.0768,5.6259,16.2306,-0.1836,0.0955,0.0,41171000.0,37.8036,-3.0929,-0.0017,10338500.0,0.0344,9.6631,0.1107,8082000.0,221.2724,0.0281,1.6245,-1.0849,14.0382,0.0134,84.1111,-235958000.0,1503500.0,32.179,0.8497,0.0,9.6631,-0.4628,1.6868,56.8312,4.7004,248967000.0,56.8483,-562.8125,0.0501,540569000.0,-0.0753,0.0119,1.9189,-3.0181,2018,SHAK
5,120.9485,18.8417,0.0021,5.7383,2.9153,0.1715,9345000.0,0.1087,-0.0009,3.2672,3.15,5.0351,-61533000.0,-0.0015,0.0,0.5797,2.7391,11.7942,0.0668,-221.4938,13.8665,-0.1353,0.1364,0.0,59175000.0,30.9358,-2.378,0.0083,7565500.0,0.0319,8.6752,0.116,5823500.0,246.2006,-0.0006,2.6506,-1.2526,14.7582,0.0157,0.0,-152928000.0,1032000.0,33.5839,0.7114,0.0,8.6752,-0.3587,2.7392,61.6141,5.0351,212916000.0,66.8518,111.9351,-0.0013,504400000.0,0.3611,-0.0018,1.8072,-2.8351,2017,SHAK
6,0.0,17.8709,0.0019,8.1653,2.8162,0.2027,-148000.0,0.1138,0.0464,3.2082,3.0893,4.1191,-54433000.0,0.0695,10.3233,0.0871,2.3647,13.5773,0.0099,4.3616,11.6952,-0.3049,0.134,0.0,52228000.0,27.1917,-2.3712,-0.0002,6853500.0,0.0037,8.7713,0.1064,5111500.0,275.8458,0.0271,2.5114,-1.6935,13.9277,0.0199,66.9074,-252897000.0,674500.0,27.1479,0.5851,0.0,8.7713,-0.296,2.6467,52.5237,4.1191,179186000.0,60.263,-5108.5559,0.066,458870500.0,-0.0064,0.0149,1.5812,-3.7535,2016,SHAK
7,58.865,27.5272,0.0,8.0759,2.4517,0.1685,9141000.0,0.1985,-0.046,5.2343,2.8232,3.4269,-32117000.0,-0.1035,0.0,0.023,3.0364,19.0026,0.002,-4.7012,14.0265,-0.2669,0.049,0.0,54929000.0,69.195,-2.3636,0.017,6613000.0,0.0008,11.5557,0.1099,3747500.0,243.181,-0.0379,3.1386,-4.1715,11.3257,0.0875,0.0,-143594000.0,536000.0,19.7104,0.8242,0.0,11.5557,-0.2267,3.2882,50.8584,3.4269,84809500.0,52.1653,51.1185,-0.0593,231254500.0,0.6727,-0.0197,1.5205,-3.1419,2015,SHAK
8,0.0,153.9104,0.0,10.0942,11.5981,0.2406,-14931000.0,0.1534,0.0179,0.0893,11.6181,109.293,-28515000.0,0.025,0.8695,0.0104,0.4531,27.5954,0.0248,6.4136,3.954,-0.0453,0.1919,0.0,-40252000.0,438.9297,-0.9512,-0.0108,4416500.0,0.0038,0.4203,0.0828,2402500.0,198.0953,0.0307,0.1236,-0.2641,101.2318,0.0014,573.75,-62437000.0,430000.0,19.287,1.7156,0.0,0.4203,-3.6267,0.1645,49.3361,109.293,84809500.0,641.4028,-92.0782,0.0709,69090500.0,-0.4981,0.0017,2.2668,-4.9088,2014,SHAK
9,0.0,153.9104,0.0,6.7594,11.5981,0.1964,-3270000.0,0.151,0.0658,0.4368,11.6181,109.293,-16194000.0,0.0,0.0,0.0105,0.4317,15.0159,0.0084,2.3832,2.7546,-0.0453,0.1506,0.0,8002000.0,438.9297,-0.541,-0.0108,4416500.0,0.0057,1.249,0.0933,2402500.0,135.2744,0.1964,2.0268,-1.3469,101.2318,0.0011,573.75,-2625000.0,430000.0,13.1706,2.9865,0.0,1.249,-0.4926,2.1106,34.3209,109.293,0.0,641.4028,-92.0782,0.118,27609500.0,-0.1092,0.0017,2.077,-4.5733,2013,SHAK
0,17.0818,11.6347,0.6017,1.0981,1.2391,0.0241,102000000.0,0.3135,0.0427,3.5697,1.0483,28.563,-40000000.0,2.2188,3.7986,7.445,1.7359,30.6723,9.9836,2.0,20.3178,-0.3966,0.1554,0.0,-34000000.0,15.9639,-0.489,0.0585,73000000.0,0.5628,0.7457,0.7273,6000000.0,0.0,0.066,0.8159,1.791,14.5024,0.0132,24.7674,-691000000.0,,13.0411,1.5453,0.0,0.7457,0.079,0.9066,277.0,0.0,32000000.0,28.1023,20.1896,2.2188,1075500000.0,1.2469,0.0404,0.0,-0.8333,2022,FTDR
1,20.2527,12.8484,0.6277,1.5949,2.1735,0.0194,154000000.0,0.319,0.0799,3.0787,1.9469,1039.6383,-31000000.0,-4.4138,1.0908,7.3443,2.1739,29.4499,312.5,1.4453,18.8249,-0.2475,0.3373,0.0,-83000000.0,14.6916,-0.3643,0.0494,60500000.0,0.5847,0.0235,0.5303,6000000.0,0.0,0.1035,0.7116,1.3346,18.8212,0.0156,24.4333,-772000000.0,,13.5207,1.2951,0.0,0.0235,0.1339,0.7804,267.0,0.0,-29000000.0,72.5329,22.6098,-7.5294,1237000000.0,1.8096,0.0409,0.0,-0.8857,2021,FTDR
2,24.4451,19.4807,0.4854,1.2381,3.1587,0.0217,175000000.0,0.3168,0.076,7.007,2.9022,0.0,-32000000.0,-0.9333,0.0,11.4437,2.4296,26.4842,-15.9836,1.8482,17.3005,-0.1964,0.2938,0.0,223000000.0,22.7117,-0.3756,0.0409,51500000.0,0.694,-0.716,0.5667,8000000.0,0.0,0.0844,1.4938,1.5816,22.4922,0.0115,38.3282,-840000000.0,,14.7184,1.1104,0.0,-0.716,0.0973,1.5533,184.25,0.0,-120000000.0,80.7149,26.6051,0.3958,1327500000.0,2.054,0.0261,0.0,-0.9412,2020,FTDR
3,22.5645,15.4104,0.5536,2.9414,3.3417,0.0161,178000000.0,0.2872,0.1121,5.1358,2.9425,0.0,-22000000.0,-0.5862,0.0,11.5702,2.3613,25.5022,-5.4749,1.3072,16.1157,-0.241,0.3484,0.0,97000000.0,16.7701,-0.2597,0.0443,44500000.0,0.784,-2.1133,0.4706,11500000.0,0.0,0.1336,1.2253,1.8412,22.8074,0.0066,26.3444,-968000000.0,,15.4382,1.1916,0.0,-2.1133,0.1206,1.2665,118.6957,0.0,-261000000.0,87.3147,25.6263,1.0338,1145500000.0,2.1015,0.038,0.0,-0.9167,2019,FTDR
4,13.8799,13.6801,0.609,3.4817,2.3271,0.0215,162000000.0,0.2687,0.0994,3.6095,1.7874,0.0,-27000000.0,0.7862,0.0,11.645,2.2367,21.8149,-2.8605,1.512,14.8876,-0.4692,0.3097,0.0,-15000000.0,15.1686,-0.3195,0.072,37000000.0,0.9452,-4.071,0.4468,209000000.0,0.0,0.1018,0.9188,3.1729,15.4897,0.0032,34.1154,-1055000000.0,,18.5405,1.024,0.0,-4.071,0.1503,0.9565,6.0191,0.0,159000000.0,35.6912,18.0713,3.9063,1228500000.0,1.9172,0.0293,0.0,-1.2857,2018,FTDR
5,8.9261,0.0,0.4527,128.0812,0.0,0.013,179000000.0,0.2697,0.1383,3.6331,0.0,0.0,-15000000.0,1.0095,0.0,0.1065,2.2959,20.4499,0.0136,1.2125,13.6923,0.0,0.3805,0.0,36000000.0,0.0,-0.1775,0.112,37000000.0,0.0064,7.8225,0.5484,209000000.0,0.0,0.226,1.0113,-1.2213,8.0222,0.0035,72.4138,-14000000.0,,15.9189,1.6342,0.0,7.8225,0.1668,1.0511,5.5359,0.0,158500000.0,34.726,8.9261,2.3881,708000000.0,2.1183,0.0138,0.0,-0.8824,2017,FTDR
6,8.9261,0.0,0.0,0.0,0.0,0.0108,144000000.0,0.2804,0.1216,0.0,0.0,0.0,-11000000.0,0.0,0.0,0.0,1.8343,0.0,0.0,1.25,12.071,0.0,0.0,0.0,0.0,0.0,-0.1302,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.1751,0.0,0.0,8.0222,0.0039,72.4138,0.0,,0.0,1.4407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.726,8.9261,0.0,708000000.0,1.7041,0.0138,0.0,-0.7857,2016,FTDR
0,23.4914,6.8517,0.0837,9.5715,3.1697,0.2643,102430000.0,0.2122,0.1235,1.9888,1.4462,74.6277,-439794000.0,4.9943,6.5615,50.61,9.194,7.0562,92.5713,2.6391,28.2112,-1.2852,0.1382,0.0,-72254000.0,8.2232,-7.4572,0.0426,14423500.0,0.8921,0.5467,0.0585,40184500.0,47.2238,0.0634,0.5487,3.7255,9.7261,0.0105,11.6571,-3092512000.0,12466500.0,40.8164,0.513,0.0,0.5467,-0.5273,0.7536,41.4037,0.0,41138000.0,19.2848,51.486,0.0968,3243041500.0,1.7368,0.0858,8.1833,-3.426,2022,RRR
1,3.1082,8.6538,0.0901,8.2884,3.942,-0.3786,1222431000.0,0.2145,0.1495,3.9855,2.3485,75.9418,612468000.0,0.7388,7.6493,41.3129,8.831,11.5389,57.0328,2.5221,23.4237,-0.7137,0.1377,0.0,173699000.0,11.0113,8.8672,0.3217,14337000.0,0.9087,0.7244,0.0785,35934500.0,44.5322,0.0703,1.5234,3.4983,10.4561,0.0079,15.3231,-2711785000.0,12406500.0,38.5359,0.4703,0.0,0.7244,-0.4403,1.8481,45.0236,0.0,327337000.0,28.5383,5.2173,0.1108,3440143500.0,17.6982,0.0653,7.752,3.8815,2021,RRR
2,11.4052,14.1967,0.0793,10.844,3.8418,0.049,154874000.0,0.2746,-0.1272,1.782,1.4938,2.9214,-57916000.0,-0.2168,0.0,41.1387,3.0165,8.1606,4.7996,-1.4149,16.7623,-1.6478,0.0164,0.0,24400000.0,51.2781,-0.821,0.0877,22589000.0,0.7759,8.5714,0.081,45906500.0,32.5054,-0.0383,0.8031,8.6765,21.3482,0.0092,0.0,-2910656000.0,15422000.0,22.1922,0.3011,0.0,8.5714,-0.7282,1.1218,25.7577,5.7322,693619000.0,13.8825,29.3314,-0.0522,3927070500.0,2.1955,-0.0859,9.5229,-0.2503,2020,RRR
3,0.0,11.1865,0.0739,11.144,2.4597,0.2207,-93053000.0,0.2243,-0.0018,1.9107,0.8974,2.1289,-409685000.0,-0.0042,0.0,43.6037,4.5516,13.0524,3.8759,-94.4888,26.6878,-1.8306,0.0316,0.0,5634000.0,24.5507,-5.8892,-0.0559,29933000.0,0.7373,11.2499,0.0726,54019500.0,58.1448,-0.0008,0.687,7.1051,14.422,0.0091,0.0,-3049960000.0,16337500.0,31.7356,0.4571,0.0,11.2499,-0.6952,1.0204,34.3678,3.4825,799796000.0,16.6637,-49.0737,-0.0011,4061856500.0,-1.3376,-0.0021,6.8259,-1.8437,2019,RRR
4,0.0,7.4952,0.078,11.1509,2.4633,0.3633,-264684000.0,0.2323,0.0937,1.711,0.835,1.7182,-610691000.0,0.2175,24.6253,41.3132,5.0063,11.9034,3.495,2.1963,24.3222,-2.0877,0.0655,0.0,-71717000.0,11.125,-8.8359,-0.1886,23761000.0,0.7121,11.8208,0.0598,50171000.0,57.7879,0.0413,0.5083,4.9544,11.9675,0.0067,8.9079,-2930566000.0,13741000.0,33.4188,0.4407,0.0,11.8208,-0.7034,0.7851,33.506,2.7846,724353500.0,16.5098,-15.6444,0.0536,3814823500.0,-3.8296,0.1123,6.8535,-3.3879,2018,RRR
5,118.2564,9.0867,0.0894,10.8882,2.8294,0.1649,19138000.0,0.232,0.0216,3.483,1.3782,3.5826,-270822000.0,0.056,10.3709,38.8418,4.3023,10.3964,4.144,8.1856,24.3652,-1.1695,0.0691,0.0,96311000.0,13.9481,-4.0183,0.0085,26168000.0,0.7231,9.373,0.0701,50115500.0,61.9092,0.0099,1.1569,4.6606,16.0238,0.0048,65.8431,-2646847000.0,12264000.0,29.0146,0.4596,0.0,9.373,-0.6464,1.3927,32.7671,7.3472,632532050.0,20.8781,242.7772,0.0134,3573138000.0,0.284,0.0152,6.0438,-1.5196,2017,RRR
6,4.1773,6.6516,0.0978,12.878,2.1346,0.1042,194925000.0,0.2242,0.0243,3.988,0.5606,1.2856,-151283000.0,0.0585,19.0562,70.9499,10.1405,17.6442,3.8246,9.8098,42.542,-3.2458,0.0662,0.0,3064000.0,10.0192,-4.4311,0.2394,27484000.0,0.687,18.5511,0.0643,43375000.0,57.0149,0.0109,0.7594,4.9047,8.9553,0.0047,27.4138,-2642962000.0,11142500.0,23.1149,0.4498,0.0,18.5511,-0.6554,1.0124,33.4853,2.8226,603530550.0,7.5987,15.9057,0.0145,3229133000.0,5.7094,0.0365,6.8692,-0.9656,2016,RRR
7,0.7407,4.8743,0.1179,9.5843,1.5948,0.0766,245844000.0,0.2425,0.1018,11.7745,0.1351,0.2958,-103596000.0,0.2261,0.0,217.9609,35.3398,15.207,3.7566,2.5385,136.745,-11.3002,0.0702,0.0,-47074000.0,7.1399,-10.4769,1.3501,25257000.0,0.735,58.0207,0.0644,35563000.0,57.395,0.0466,0.5868,4.7264,5.9671,0.0146,64.4828,-2146556000.0,10144500.0,23.0528,0.4579,0.0,58.0207,-0.6295,0.8182,38.0208,0.6511,608913000.0,1.9246,8.7432,0.0658,2952967500.0,24.8629,0.0155,6.4751,-0.7514,2015,RRR
8,0.7407,4.8743,0.1224,10.0662,1.5948,0.0774,169782000.0,0.2478,0.0778,12.5047,0.1351,0.2958,-100009000.0,0.1651,0.0,216.9664,27.2847,16.721,3.3307,2.6834,130.6246,-11.3002,0.0583,0.0,-48766000.0,7.1399,-10.1142,1.3501,25257000.0,0.7214,65.1413,0.0644,35563000.0,56.4975,0.0676,0.6451,5.2321,5.9671,0.0099,64.4828,-2131589000.0,10144500.0,22.6923,0.8687,0.0,65.1413,-0.6409,0.8025,36.3191,0.6511,608913000.0,1.9246,8.7432,0.0481,1486912000.0,17.1705,0.0155,6.343,-0.7268,2014,RRR
9,0.7407,4.8743,0.0,0.0,1.5948,0.0663,167430000.0,0.261,-0.0756,0.0,0.1351,0.2958,-83260000.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6389,0.0,-11.3002,0.0,0.0,0.0,7.1399,0.0,1.3501,0.0,0.0,0.0,0.0,0.0,0.0,-0.0639,0.0,0.0,5.9671,0.0131,64.4828,0.0,0.0,0.0,0.8448,0.0,0.0,0.0,0.0,0.0,0.6511,0.0,1.9246,8.7432,0.0,1486912000.0,0.0,0.0155,0.0,-0.6157,2013,RRR
