,Capital Stock Change,Beginning Cash,Assets Liabilities Change (Total),Financing cash flow,Capital expenditures,Other financial activities,Stock Based Compensation,Change in Cash,Net Aquisitions,Change in inventories,Repayment/Issuance of Debt (Net),Ending Cash,Accounts Receivable Change,Exchange Rate Adjustment,Operating Cash Flow,Non Cash Items (Other),Net Cash/Marketcap,Net Income,Dividends Paid (Common),Accounts Payable Change,Change in other assets and liabilities,Investing cash flow,"Equity Repurchase (Common, Net)",Long-Term Investments Change (Net),Issuance/Purchase of Shares,Change in payables and accrued liability,Depreciation & Amortization,Investments Change (Net),Other investing activities,Other operating activities,year,ticker,Short Term Investments Change (Net),Change in intangibles (net),Dividends Paid (Total),Income tax paid,Dividends Paid (Preffered),"Equity Repurchase (Preffered, Net)",Discontinued Operations and Adjustments
2,16000000.0,853000000.0,-698000000.0,530000000.0,-347000000.0,-24000000.0,67000000.0,-172000000.0,,53000000.0,596000000.0,681000000.0,-46000000.0,-7000000.0,-348000000.0,64000000.0,0.4596,-690000000.0,-58000000.0,432000000.0,-980000000.0,-347000000.0,16000000.0,,16000000.0,-157000000.0,976000000.0,,14000000.0,,2021,JWN,,,-58000000.0,-607000000.0,,,
3,-181000000.0,957000000.0,-235000000.0,-431000000.0,-935000000.0,-28000000.0,69000000.0,-104000000.0,,30000000.0,7000000.0,853000000.0,82000000.0,0.0,1236000000.0,121000000.0,0.3805,496000000.0,-229000000.0,98000000.0,-374000000.0,-909000000.0,-181000000.0,,-181000000.0,-71000000.0,854000000.0,,26000000.0,,2020,JWN,,,-229000000.0,-38000000.0,,,
4,-515000000.0,1181000000.0,82000000.0,-867000000.0,-654000000.0,-46000000.0,90000000.0,-224000000.0,,15000000.0,-56000000.0,957000000.0,-4000000.0,0.0,1296000000.0,56000000.0,0.2226,564000000.0,-250000000.0,12000000.0,66000000.0,-653000000.0,-515000000.0,,-515000000.0,1000000.0,594000000.0,,1000000.0,,2019,JWN,,,-250000000.0,-8000000.0,,,
5,-172000000.0,1007000000.0,227000000.0,-542000000.0,-731000000.0,-42000000.0,77000000.0,174000000.0,,-62000000.0,-81000000.0,1181000000.0,1000000.0,0.0,1400000000.0,152000000.0,0.1892,437000000.0,-247000000.0,77000000.0,111000000.0,-684000000.0,-172000000.0,,-172000000.0,121000000.0,584000000.0,,47000000.0,,2018,JWN,,,-247000000.0,-21000000.0,,,
6,-194000000.0,595000000.0,397000000.0,-455000000.0,-846000000.0,1000000.0,91000000.0,412000000.0,,31000000.0,-6000000.0,1007000000.0,-3000000.0,0.0,1658000000.0,141000000.0,0.2307,354000000.0,-256000000.0,16000000.0,215000000.0,-791000000.0,-194000000.0,,-194000000.0,38000000.0,766000000.0,,55000000.0,,2017,JWN,,,-256000000.0,100000000.0,,,
7,-1098000000.0,827000000.0,964000000.0,-2558000000.0,-1082000000.0,33000000.0,70000000.0,-232000000.0,,-203000000.0,-308000000.0,595000000.0,-56000000.0,0.0,2470000000.0,394000000.0,0.2376,600000000.0,-1185000000.0,-2000000.0,1349000000.0,-144000000.0,-1098000000.0,,-1098000000.0,2000000.0,512000000.0,,938000000.0,,2016,JWN,,,-1185000000.0,-126000000.0,,,
8,-469000000.0,1194000000.0,-156000000.0,-698000000.0,-861000000.0,-1000000.0,68000000.0,-367000000.0,,-176000000.0,23000000.0,827000000.0,-161000000.0,0.0,1220000000.0,224000000.0,0.1584,720000000.0,-251000000.0,15000000.0,152000000.0,-889000000.0,-469000000.0,,-469000000.0,18000000.0,432000000.0,,-28000000.0,,2015,JWN,,,-251000000.0,-4000000.0,,,
9,-412000000.0,1285000000.0,-19000000.0,-589000000.0,-803000000.0,18000000.0,58000000.0,-91000000.0,,-157000000.0,39000000.0,1194000000.0,-93000000.0,0.0,1320000000.0,209000000.0,0.1717,734000000.0,-234000000.0,167000000.0,82000000.0,-822000000.0,-412000000.0,,-412000000.0,-12000000.0,396000000.0,,-19000000.0,,2014,JWN,,,-234000000.0,-6000000.0,,,
0,-18756000.0,58782000.0,-127994000.0,472496000.0,-37883000.0,-5623000.0,,-12748000.0,-488956000.0,-133790000.0,496875000.0,46034000.0,48479000.0,-93000.0,41688000.0,3456000.0,0.1724,121549000.0,0.0,-5542000.0,-11178000.0,-526839000.0,-18756000.0,0.0,-18756000.0,-25963000.0,44677000.0,0.0,-1573000.0,,2022,DORM,,,,,,,
1,-58928000.0,155576000.0,-60408000.0,168235000.0,-19840000.0,-12197000.0,,-96794000.0,-345483000.0,-153823000.0,239360000.0,58782000.0,10918000.0,-44000.0,100338000.0,-5979000.0,0.0674,131532000.0,0.0,47000000.0,-7684000.0,-365323000.0,-58928000.0,0.0,-58928000.0,43181000.0,35193000.0,0.0,-6716000.0,,2021,DORM,,,,,,,
2,-34485000.0,68353000.0,16984000.0,-34485000.0,-15450000.0,8411000.0,,87223000.0,-14808000.0,-12334000.0,0.0,155576000.0,-67369000.0,0.0,151966000.0,-4195000.0,-0.0405,106870000.0,0.0,25251000.0,1378000.0,-30258000.0,-34485000.0,0.0,-34485000.0,70058000.0,32307000.0,0.0,3007000.0,,2020,DORM,,,,,,,
3,-40851000.0,43458000.0,-18545000.0,-40851000.0,-29560000.0,3481000.0,,24895000.0,0.0,-10956000.0,0.0,68353000.0,8810000.0,0.0,95306000.0,4174000.0,-0.0135,83762000.0,0.0,-19079000.0,-5987000.0,-29560000.0,-40851000.0,0.0,-40851000.0,8667000.0,25915000.0,0.0,365000.0,,2019,DORM,,,,,,,
4,-44902000.0,71691000.0,-86713000.0,-46938000.0,-26106000.0,-2036000.0,,-28233000.0,-28040000.0,-46835000.0,0.0,43458000.0,-61413000.0,-261000.0,78112000.0,2832000.0,-0.0146,133602000.0,0.0,26957000.0,-4750000.0,-59146000.0,-44902000.0,-5000000.0,-44902000.0,-672000.0,28391000.0,-5000000.0,-1787000.0,,2018,DORM,,,,,,,
5,-77271000.0,149121000.0,-42719000.0,-77271000.0,-24450000.0,2288000.0,,-77430000.0,-59987000.0,-25147000.0,0.0,71691000.0,-5709000.0,37000.0,94241000.0,8137000.0,-0.0338,106599000.0,0.0,3718000.0,-8656000.0,-94437000.0,-77271000.0,-10000000.0,-77271000.0,-6925000.0,22224000.0,-10000000.0,-1173000.0,,2017,DORM,,,,,,,
6,-24823000.0,78659000.0,-2130000.0,-24823000.0,-20059000.0,3456000.0,,70462000.0,0.0,24874000.0,0.0,149121000.0,-27824000.0,0.0,121539000.0,-1287000.0,-0.0588,106049000.0,0.0,8662000.0,-5380000.0,-26254000.0,-24823000.0,-6195000.0,-24823000.0,-2462000.0,18907000.0,-6195000.0,-145000.0,,2016,DORM,,,,,,,
7,-37236000.0,47656000.0,-15491000.0,-37236000.0,-21688000.0,0.0,,31003000.0,0.0,-20202000.0,0.0,78659000.0,-1148000.0,0.0,92060000.0,-964000.0,-0.0467,92329000.0,0.0,5389000.0,-3141000.0,-23821000.0,-37236000.0,-2133000.0,-37236000.0,3611000.0,16186000.0,-2133000.0,0.0,,2015,DORM,,,,,,,
8,-42715000.0,60593000.0,-43827000.0,-42715000.0,-29862000.0,0.0,,-12937000.0,0.0,-13136000.0,0.0,47656000.0,-25566000.0,0.0,59640000.0,822000.0,-0.0274,89987000.0,0.0,-1558000.0,-7279000.0,-29862000.0,-42715000.0,0.0,-42715000.0,3712000.0,12658000.0,0.0,0.0,,2014,DORM,,,,,,,
9,-2111000.0,27708000.0,-31941000.0,-2111000.0,-24666000.0,0.0,,32885000.0,-1897000.0,-18537000.0,0.0,60593000.0,-40791000.0,0.0,61559000.0,1421000.0,-0.0297,81920000.0,0.0,17627000.0,-44000.0,-26563000.0,-2111000.0,0.0,-2111000.0,9804000.0,10159000.0,0.0,0.0,,2013,DORM,,,,,,,
0,-100775000.0,259334000.0,-1176000.0,-102196000.0,-42290000.0,-4837000.0,6264000.0,24156000.0,-105662000.0,38866000.0,-641000.0,283490000.0,10238000.0,,255693000.0,-875000.0,-0.0933,240841000.0,-780000.0,,-36877000.0,-129341000.0,-100775000.0,,-100775000.0,-13403000.0,16903000.0,6398000.0,12213000.0,,2023,CVCO,6398000.0,,-780000.0,,,,
1,-55443000.0,339307000.0,-47324000.0,-65095000.0,-17324000.0,-15854000.0,5059000.0,-79973000.0,-141429000.0,-73804000.0,-9277000.0,259334000.0,-27268000.0,,144224000.0,-17211000.0,-0.1127,197742000.0,-375000.0,,15520000.0,-159102000.0,-55443000.0,,-55443000.0,38228000.0,11017000.0,-349000.0,-375000.0,,2022,CVCO,-349000.0,,-375000.0,,,,
2,-4258000.0,255607000.0,52769000.0,-6982000.0,-25297000.0,-22034000.0,4392000.0,83700000.0,0.0,-17699000.0,-2724000.0,339307000.0,-4597000.0,,114031000.0,-21708000.0,-0.167,76646000.0,0.0,,27836000.0,-23349000.0,-4258000.0,,-4258000.0,47229000.0,6324000.0,1948000.0,0.0,,2021,CVCO,1948000.0,,0.0,,,,
3,-1067000.0,199869000.0,31195000.0,-20756000.0,-7799000.0,-10568000.0,3881000.0,55738000.0,-15937000.0,8250000.0,-19689000.0,255607000.0,-1442000.0,,101737000.0,-10307000.0,-0.1926,75066000.0,0.0,,17943000.0,-25243000.0,-1067000.0,,-1067000.0,6444000.0,5783000.0,-1507000.0,0.0,,2020,CVCO,-1507000.0,,0.0,,,,
4,-114000.0,199258000.0,-33436000.0,-26410000.0,-7511000.0,-6286000.0,3365000.0,611000.0,0.0,-7051000.0,-26296000.0,199869000.0,-5684000.0,,32836000.0,-7048000.0,-0.1637,68622000.0,0.0,,-25413000.0,-5815000.0,-114000.0,,-114000.0,4712000.0,4698000.0,1696000.0,0.0,,2019,CVCO,1696000.0,,0.0,,,,
5,-915000.0,144839000.0,10585000.0,124000.0,-7912000.0,-12889000.0,2321000.0,54419000.0,-1638000.0,-13425000.0,1039000.0,199258000.0,-4118000.0,,58966000.0,-17147000.0,-0.0973,61502000.0,0.0,,20804000.0,-4671000.0,-915000.0,,-915000.0,7324000.0,4026000.0,4879000.0,0.0,,2018,CVCO,4879000.0,,0.0,,,,
6,-1393000.0,109066000.0,11754000.0,-2956000.0,-5150000.0,2398000.0,2125000.0,35773000.0,0.0,958000.0,-3961000.0,144839000.0,-372000.0,,45791000.0,-7605000.0,-0.0932,37955000.0,0.0,,-6197000.0,-7062000.0,-1393000.0,,-1393000.0,17365000.0,3687000.0,-1912000.0,2398000.0,,2017,CVCO,-1912000.0,,0.0,,,,
7,705000.0,96597000.0,18661000.0,-4147000.0,-3426000.0,1279000.0,1762000.0,1169000.0,-28121000.0,-3980000.0,-6131000.0,97766000.0,3332000.0,,43543000.0,-7581000.0,-0.0685,28541000.0,0.0,,3793000.0,-38227000.0,705000.0,,705000.0,15516000.0,3922000.0,-6680000.0,1279000.0,,2016,CVCO,-6680000.0,,0.0,,,,
8,500000.0,72949000.0,4873000.0,49000.0,3825000.0,3679000.0,1657000.0,23648000.0,0.0,-5605000.0,-4130000.0,96597000.0,-6205000.0,,25698000.0,-6749000.0,-0.0703,23817000.0,0.0,,6534000.0,-2099000.0,500000.0,,500000.0,10149000.0,3757000.0,-5924000.0,0.0,,2015,CVCO,-5924000.0,,0.0,,,,
9,357000.0,47823000.0,26715000.0,-11967000.0,-2204000.0,51000.0,2353000.0,25126000.0,0.0,-924000.0,-12375000.0,72949000.0,-2148000.0,,46757000.0,-2664000.0,-0.0284,18706000.0,0.0,,17592000.0,-9664000.0,357000.0,,357000.0,12195000.0,4000000.0,-7460000.0,0.0,,2014,CVCO,-7460000.0,,0.0,,,,
0,-120964000.0,70610000.0,-58419000.0,-76240000.0,-78391000.0,-14298000.0,18388000.0,-23237000.0,-1219000.0,-7496000.0,115000000.0,47373000.0,-29167000.0,-2012000.0,117808000.0,53790000.0,0.2133,69349000.0,-55978000.0,-8350000.0,-7871000.0,-62793000.0,-120964000.0,,-120964000.0,4846000.0,52032000.0,,16817000.0,1056000.0,2022,PZZA,,,-55978000.0,-10381000.0,0.0,0.0,
1,-249177000.0,130204000.0,-9497000.0,-180526000.0,-68559000.0,-18657000.0,16919000.0,-59594000.0,-699000.0,-4708000.0,140000000.0,70610000.0,4023000.0,-231000.0,184675000.0,19820000.0,0.0972,124955000.0,-46298000.0,-9278000.0,-17211000.0,-63512000.0,-60530000.0,,-249177000.0,15875000.0,48816000.0,,5746000.0,581000.0,2021,PZZA,,,-52692000.0,1802000.0,-6394000.0,-188647000.0,
2,27921000.0,27911000.0,71555000.0,-43461000.0,-35652000.0,-5951000.0,16310000.0,102293000.0,0.0,-2736000.0,-20000000.0,130204000.0,-22420000.0,386000.0,186439000.0,2308000.0,0.0842,60614000.0,-31782000.0,8229000.0,23763000.0,-41071000.0,27921000.0,,27921000.0,59353000.0,49705000.0,,-5419000.0,2257000.0,2020,PZZA,,,-45431000.0,5366000.0,-13649000.0,0.0,
3,268540000.0,33258000.0,-10245000.0,-34574000.0,-37711000.0,-8646000.0,15303000.0,-5347000.0,13495000.0,-326000.0,-255026000.0,27911000.0,-6181000.0,53000.0,61749000.0,15853000.0,0.1737,5657000.0,-29422000.0,2035000.0,-4987000.0,-32575000.0,16010000.0,,268540000.0,-11331000.0,47281000.0,,-8359000.0,3203000.0,2019,PZZA,,,-39442000.0,10545000.0,-10020000.0,252530000.0,
4,-155350000.0,27891000.0,17607000.0,-48097000.0,-42028000.0,-7347000.0,9936000.0,5367000.0,7707000.0,3093000.0,143585000.0,33258000.0,2157000.0,-191000.0,92454000.0,18694000.0,0.4603,4073000.0,-28985000.0,-400000.0,5259000.0,-38799000.0,-155350000.0,,-155350000.0,21753000.0,46403000.0,,-4478000.0,5677000.0,2018,PZZA,,,-28985000.0,-14255000.0,0.0,0.0,
5,-203326000.0,15563000.0,-31207000.0,-72060000.0,-52593000.0,-7439000.0,10413000.0,6782000.0,-21000.0,-5485000.0,169425000.0,22345000.0,-7358000.0,365000.0,134975000.0,12614000.0,0.2158,106525000.0,-30720000.0,-8743000.0,-6314000.0,-56498000.0,-203326000.0,,-203326000.0,-3012000.0,43668000.0,,-3884000.0,3375000.0,2017,PZZA,,,-30720000.0,-295000.0,0.0,0.0,
6,-115321000.0,21006000.0,-15093000.0,-109030000.0,-55554000.0,-10388000.0,10123000.0,-5443000.0,3492000.0,-3639000.0,44575000.0,15563000.0,1557000.0,-396000.0,150257000.0,11934000.0,0.0897,109092000.0,-27896000.0,-916000.0,-9479000.0,-46274000.0,-115321000.0,,-115321000.0,-7960000.0,40987000.0,,5788000.0,3337000.0,2016,PZZA,,,-27896000.0,5344000.0,0.0,0.0,
7,-114596000.0,20122000.0,39150000.0,-130278000.0,-38972000.0,-16387000.0,9423000.0,884000.0,-922000.0,4967000.0,25549000.0,21006000.0,-9179000.0,-349000.0,170463000.0,4409000.0,0.1062,81964000.0,-24844000.0,4804000.0,-976000.0,-38952000.0,-114596000.0,,-114596000.0,21201000.0,40307000.0,,942000.0,4633000.0,2015,PZZA,,,-24844000.0,18333000.0,0.0,0.0,
8,-111563000.0,13670000.0,-14697000.0,-60923000.0,-48655000.0,-176000.0,8712000.0,6452000.0,-4373000.0,-2838000.0,72551000.0,20122000.0,-5741000.0,-223000.0,122632000.0,15908000.0,0.092,77697000.0,-21735000.0,3171000.0,-3866000.0,-55034000.0,-111563000.0,,-111563000.0,-665000.0,39965000.0,,-2006000.0,3759000.0,2014,PZZA,,,-21735000.0,-4758000.0,0.0,0.0,
9,-111704000.0,16396000.0,-24669000.0,-54715000.0,-50750000.0,-1856000.0,7409000.0,-2726000.0,0.0,-857000.0,69642000.0,13670000.0,-11058000.0,67000.0,101360000.0,15178000.0,0.0732,72979000.0,-10797000.0,3029000.0,-6739000.0,-49438000.0,-111704000.0,,-111704000.0,-2536000.0,35105000.0,,1312000.0,2767000.0,2013,PZZA,,,-10797000.0,-6508000.0,0.0,0.0,
0,-2067000.0,565994000.0,-34675000.0,72933000.0,-3211000.0,44857000.0,39324000.0,-285242000.0,-18913000.0,,75000000.0,280752000.0,47170000.0,-21000.0,-75175000.0,50315000.0,-0.3375,-102193000.0,0.0,-73087000.0,-524000.0,-282979000.0,-2067000.0,,-2067000.0,-8234000.0,11378000.0,-240670000.0,-43440000.0,0.0,2022,ACVA,-240670000.0,-20185000.0,,,,0.0,
1,384599000.0,233725000.0,125880000.0,376245000.0,-2569000.0,-1385000.0,23220000.0,332269000.0,-64500000.0,,-6969000.0,565994000.0,-120155000.0,0.0,85290000.0,28839000.0,-0.2449,-78182000.0,0.0,242856000.0,-4122000.0,-129266000.0,384599000.0,,384599000.0,7301000.0,8753000.0,-50737000.0,-39724000.0,0.0,2021,ACVA,-50737000.0,-11460000.0,,,,0.0,
2,56822000.0,182275000.0,35421000.0,60755000.0,-3503000.0,-874000.0,5705000.0,51450000.0,-5500000.0,,4807000.0,233725000.0,-29226000.0,0.0,10368000.0,8724000.0,-0.3381,-41021000.0,0.0,66217000.0,-3949000.0,-19673000.0,1822000.0,,56822000.0,2379000.0,7244000.0,-5288000.0,-5424000.0,0.0,2020,ACVA,-5288000.0,-5382000.0,,,,55000000.0,
3,162473000.0,117890000.0,-1305000.0,161526000.0,-3373000.0,-947000.0,998000.0,64385000.0,-14835000.0,,0.0,182275000.0,-51952000.0,0.0,-72460000.0,4222000.0,-0.3381,-77216000.0,0.0,46409000.0,-1054000.0,-24681000.0,273000.0,,162473000.0,5292000.0,1839000.0,-3253000.0,-3424000.0,0.0,2019,ACVA,-3253000.0,-3220000.0,,,,162200000.0,
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.3381,-35774000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2018,ACVA,0.0,0.0,,,,0.0,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2017,ACVA,0.0,0.0,,,,0.0,
0,1199000.0,20674000.0,-182020000.0,33166000.0,-124534000.0,-4689000.0,9711000.0,-2481000.0,0.0,-115194000.0,36656000.0,18193000.0,-2716000.0,,88887000.0,16410000.0,0.1654,170553000.0,0.0,-2636000.0,-42933000.0,-124534000.0,1199000.0,,1199000.0,-18541000.0,83944000.0,,-4689000.0,,2023,BOOT,,0.0,0.0,,,,
1,5764000.0,73148000.0,-186395000.0,-80895000.0,-60443000.0,-2904000.0,9475000.0,-52474000.0,0.0,-198540000.0,-83755000.0,20674000.0,5222000.0,,88864000.0,14293000.0,0.0865,192450000.0,0.0,25502000.0,-63808000.0,-60443000.0,5764000.0,,5764000.0,45229000.0,68516000.0,,-2904000.0,,2022,BOOT,,0.0,0.0,,,,
2,7408000.0,69563000.0,27157000.0,-123913000.0,-28424000.0,-754000.0,7158000.0,3585000.0,0.0,12957000.0,-130567000.0,73148000.0,8050000.0,,155922000.0,10116000.0,0.042,59386000.0,0.0,12360000.0,-31213000.0,-28424000.0,7408000.0,,7408000.0,25003000.0,59263000.0,,-754000.0,,2021,BOOT,,0.0,0.0,,,,
3,5204000.0,16614000.0,-83981000.0,67798000.0,-37195000.0,-1753000.0,4908000.0,52949000.0,-3688000.0,-45622000.0,64347000.0,69563000.0,5721000.0,,25317000.0,7929000.0,0.8937,47949000.0,0.0,-13810000.0,-36580000.0,-40166000.0,5204000.0,,5204000.0,6310000.0,53420000.0,,717000.0,,2020,BOOT,,0.0,-1221000.0,,,,
4,8137000.0,9016000.0,-3706000.0,-23897000.0,-27525000.0,-474000.0,2873000.0,7598000.0,-4424000.0,-27702000.0,-31560000.0,16614000.0,-3706000.0,,63260000.0,7807000.0,0.2246,39022000.0,0.0,14191000.0,6629000.0,-31765000.0,8137000.0,,8137000.0,6882000.0,20137000.0,,184000.0,,2019,BOOT,,0.0,0.0,,,,
5,3695000.0,8035000.0,-9804000.0,-19666000.0,-24418000.0,3570000.0,2248000.0,981000.0,0.0,-24598000.0,-22716000.0,9016000.0,-35000.0,,44200000.0,6798000.0,0.4475,28879000.0,-520000.0,13062000.0,-2210000.0,-23553000.0,3695000.0,,3695000.0,3977000.0,18327000.0,,865000.0,,2018,BOOT,,0.0,-520000.0,,,,
6,1275000.0,7195000.0,-1594000.0,-16713000.0,-22293000.0,-69000.0,3023000.0,840000.0,-1305000.0,-12761000.0,-17919000.0,8035000.0,-223000.0,,41151000.0,10693000.0,0.8582,14197000.0,0.0,10501000.0,1372000.0,-23598000.0,1275000.0,,1275000.0,-483000.0,17855000.0,,-69000.0,,2017,BOOT,,0.0,0.0,,,,
7,2698000.0,1448000.0,6639000.0,155486000.0,-36127000.0,-2866000.0,2881000.0,5747000.0,-146541000.0,-16087000.0,155654000.0,7195000.0,1524000.0,,32929000.0,632000.0,0.9857,9868000.0,0.0,6835000.0,9299000.0,-182668000.0,2698000.0,,2698000.0,5068000.0,15790000.0,,3621000.0,,2016,BOOT,,0.0,0.0,,,,
8,82688000.0,1118000.0,-17867000.0,2896000.0,-14074000.0,-680000.0,2048000.0,330000.0,0.0,-26610000.0,-37812000.0,1448000.0,-1672000.0,,11508000.0,2754000.0,0.164,13730000.0,-41300000.0,7364000.0,-247000.0,-14074000.0,82688000.0,,82688000.0,3298000.0,12891000.0,,0.0,,2015,BOOT,,0.0,-41300000.0,,,,
9,0.0,1190000.0,-5550000.0,14420000.0,-11376000.0,-3350000.0,1291000.0,-72000.0,-15696000.0,-14100000.0,17770000.0,1118000.0,-710000.0,,12780000.0,1167000.0,0.5143,5660000.0,0.0,3190000.0,126000.0,-27272000.0,0.0,,0.0,5944000.0,11503000.0,,0.0,,2014,BOOT,,-200000.0,0.0,,,,
0,-89485000.0,50514000.0,-697619000.0,357903000.0,-1187000.0,-4235000.0,9188000.0,-18516000.0,0.0,-823919000.0,451623000.0,31998000.0,32766000.0,,-370451000.0,-975000.0,0.487,326567000.0,0.0,11115000.0,24367000.0,-5968000.0,-89485000.0,-4781000.0,-89485000.0,58052000.0,1576000.0,-4781000.0,140713000.0,,2022,LGIH,,,,,,,
1,-186669000.0,35942000.0,-436741000.0,63263000.0,-1729000.0,-10572000.0,13595000.0,14572000.0,-66970000.0,-463643000.0,260504000.0,50514000.0,58030000.0,,21700000.0,27642000.0,0.1988,429645000.0,0.0,-760000.0,-25451000.0,-70391000.0,-186669000.0,-1692000.0,-186669000.0,-4917000.0,1154000.0,-1692000.0,-10314000.0,,2021,LGIH,,,,,,,
2,-43822000.0,38345000.0,-133595000.0,-198913000.0,-2692000.0,-2155000.0,13517000.0,-2403000.0,0.0,-70228000.0,-152936000.0,35942000.0,-59549000.0,,202158000.0,11148000.0,0.1892,323895000.0,0.0,1181000.0,-25654000.0,-5648000.0,-43822000.0,-2956000.0,-43822000.0,20655000.0,710000.0,-2956000.0,0.0,,2020,LGIH,,,,,,,
3,2886000.0,46624000.0,-227099000.0,35448000.0,-734000.0,-2984000.0,7539000.0,-8279000.0,0.0,-266651000.0,35546000.0,38345000.0,-13554000.0,,-41934000.0,5914000.0,0.3987,178608000.0,0.0,3254000.0,14735000.0,-1793000.0,2886000.0,-1059000.0,2886000.0,35117000.0,643000.0,-1059000.0,0.0,,2019,LGIH,,,,,,,
4,1184000.0,67571000.0,-281527000.0,170714000.0,-475000.0,-6949000.0,5937000.0,-20947000.0,-74463000.0,-234664000.0,176479000.0,46624000.0,1870000.0,,-116723000.0,8807000.0,0.5953,155286000.0,0.0,-2779000.0,-20251000.0,-74938000.0,1184000.0,0.0,1184000.0,-25703000.0,711000.0,0.0,-132000.0,,2018,LGIH,,,,,,,
5,17130000.0,49518000.0,-184673000.0,87038000.0,-518000.0,-5092000.0,4188000.0,18053000.0,0.0,-200609000.0,75000000.0,67571000.0,-27651000.0,,-68467000.0,2109000.0,0.2491,113306000.0,0.0,-257000.0,-16858000.0,-518000.0,17130000.0,0.0,17130000.0,60702000.0,791000.0,0.0,-648000.0,,2017,LGIH,,,,,,,
6,29448000.0,37568000.0,-185000000.0,120855000.0,-722000.0,-3593000.0,3396000.0,11950000.0,0.0,-183884000.0,95000000.0,49518000.0,270000.0,,-108183000.0,697000.0,0.5861,75031000.0,0.0,-11747000.0,1822000.0,-722000.0,29448000.0,0.0,29448000.0,8539000.0,1089000.0,0.0,-705000.0,,2016,LGIH,,,,,,,
7,9593000.0,31370000.0,-145143000.0,96471000.0,-1117000.0,-3718000.0,2279000.0,6198000.0,0.0,-151707000.0,90596000.0,37568000.0,-9960000.0,,-89156000.0,2274000.0,0.5503,52830000.0,0.0,8522000.0,-1918000.0,-1117000.0,9593000.0,0.0,9593000.0,9920000.0,883000.0,0.0,0.0,,2015,LGIH,,,,,,,
8,-16550000.0,54069000.0,-202771000.0,166879000.0,-1195000.0,-5440000.0,862000.0,-22699000.0,0.0,-198357000.0,188869000.0,31370000.0,-1963000.0,,-173214000.0,521000.0,0.5991,28211000.0,0.0,1480000.0,-6683000.0,-16364000.0,-16550000.0,-15169000.0,-16550000.0,2752000.0,825000.0,-15169000.0,0.0,,2014,LGIH,,,,,,,
9,102636000.0,7070000.0,-71027000.0,132747000.0,-650000.0,9221000.0,43000.0,46999000.0,0.0,-74595000.0,20890000.0,54069000.0,-3871000.0,,-54489000.0,-5491000.0,-0.0502,21737000.0,0.0,5827000.0,-2419000.0,-31259000.0,102636000.0,-30609000.0,102636000.0,4031000.0,292000.0,-30609000.0,0.0,,2013,LGIH,,,,,,,
0,-7300000.0,45400000.0,-52400000.0,-33300000.0,-50400000.0,700000.0,6600000.0,21800000.0,0.0,-49400000.0,-26100000.0,67200000.0,-40700000.0,-2000000.0,107500000.0,-48200000.0,0.2369,153600000.0,-600000.0,10200000.0,21100000.0,-50400000.0,-7300000.0,,-7300000.0,6400000.0,54500000.0,0.0,700000.0,,2023,MOD,0.0,,-600000.0,,,,
1,0.0,46100000.0,-85500000.0,39200000.0,-47900000.0,-700000.0,5700000.0,-700000.0,0.0,-70700000.0,40800000.0,45400000.0,-55600000.0,-400000.0,11500000.0,-44100000.0,0.7099,86300000.0,-900000.0,55100000.0,-24100000.0,-51000000.0,0.0,,0.0,9800000.0,54800000.0,-300000.0,-2800000.0,,2022,MOD,-300000.0,,-900000.0,,,,
2,0.0,71300000.0,43400000.0,-145100000.0,-32000000.0,2200000.0,6300000.0,-25200000.0,0.0,-5000000.0,-147300000.0,46100000.0,-17100000.0,1400000.0,149800000.0,247300000.0,0.3916,-209500000.0,0.0,44000000.0,5800000.0,-31300000.0,0.0,,0.0,15700000.0,68600000.0,-200000.0,900000.0,,2021,MOD,-200000.0,,0.0,,,,
3,-2400000.0,42200000.0,-38200000.0,33300000.0,-65100000.0,-5900000.0,6600000.0,29100000.0,0.0,-12000000.0,42900000.0,71300000.0,36600000.0,-1600000.0,57900000.0,21000000.0,2.4924,-2000000.0,-1300000.0,-37700000.0,-9900000.0,-60500000.0,-2400000.0,,-2400000.0,-15200000.0,77100000.0,4600000.0,-4400000.0,,2020,MOD,4600000.0,,-1300000.0,,,,
4,-600000.0,40300000.0,-70400000.0,-25900000.0,-73600000.0,-2800000.0,7900000.0,1900000.0,0.0,-22000000.0,-20700000.0,42200000.0,-15300000.0,-2700000.0,103300000.0,10900000.0,0.5642,85900000.0,-1800000.0,16600000.0,-39600000.0,-72800000.0,-600000.0,,-600000.0,-10100000.0,76900000.0,1100000.0,-300000.0,,2019,MOD,1100000.0,,-1800000.0,,,,
5,0.0,34800000.0,-9400000.0,-50100000.0,-70700000.0,2700000.0,9500000.0,5500000.0,0.0,-12500000.0,-51900000.0,40300000.0,-26100000.0,3000000.0,124200000.0,33100000.0,0.4366,23800000.0,-900000.0,25200000.0,-12400000.0,-71600000.0,0.0,,0.0,16400000.0,76700000.0,-700000.0,-200000.0,,2018,MOD,-700000.0,,-900000.0,,,,
