,Capital Stock Change,Beginning Cash,Assets Liabilities Change (Total),Financing cash flow,Capital expenditures,Other financial activities,Stock Based Compensation,Change in Cash,Net Aquisitions,Change in inventories,Repayment/Issuance of Debt (Net),Ending Cash,Accounts Receivable Change,Exchange Rate Adjustment,Operating Cash Flow,Non Cash Items (Other),Net Cash/Marketcap,Net Income,Dividends Paid (Common),Accounts Payable Change,Change in other assets and liabilities,Investing cash flow,"Equity Repurchase (Common, Net)",Long-Term Investments Change (Net),Issuance/Purchase of Shares,Change in payables and accrued liability,Depreciation & Amortization,Investments Change (Net),Other investing activities,Other operating activities,year,ticker,Short Term Investments Change (Net),Change in intangibles (net),Dividends Paid (Total),Income tax paid,Dividends Paid (Preffered),"Equity Repurchase (Preffered, Net)",Discontinued Operations and Adjustments
6,-75292000.0,72414000.0,-5146000.0,-95453000.0,-15897000.0,-20161000.0,19509000.0,53701000.0,-3759000.0,-17744000.0,,126115000.0,-13617000.0,-566000.0,153604000.0,16374000.0,-0.0817,121274000.0,0.0,,9135000.0,-3884000.0,-75292000.0,,-75292000.0,17080000.0,21102000.0,11764000.0,249000.0,0.0,2016,SHOO,11764000.0,0.0,0.0,,,,
7,-114336000.0,81450000.0,-13530000.0,-110096000.0,-19459000.0,4240000.0,18698000.0,-9036000.0,-9129000.0,-9403000.0,,72414000.0,-11071000.0,-1243000.0,135963000.0,15081000.0,-0.0588,113655000.0,0.0,,15190000.0,-33660000.0,-114336000.0,,-114336000.0,-8246000.0,20757000.0,-5538000.0,466000.0,0.0,2015,SHOO,-5538000.0,0.0,0.0,,,,
8,-137285000.0,180275000.0,3514000.0,-142782000.0,-18341000.0,-5497000.0,19260000.0,-98825000.0,-81885000.0,-1841000.0,,81450000.0,-144000.0,-354000.0,152329000.0,21109000.0,-0.0576,112629000.0,0.0,,3788000.0,-108018000.0,-137285000.0,,-137285000.0,1711000.0,15077000.0,-8685000.0,893000.0,0.0,2014,SHOO,-8685000.0,0.0,0.0,,,,
9,-96370000.0,168777000.0,-15517000.0,-103574000.0,-20746000.0,-7204000.0,20141000.0,11498000.0,0.0,-10013000.0,,180275000.0,33672000.0,0.0,155453000.0,24706000.0,-0.085,133285000.0,0.0,,-59878000.0,-40381000.0,-96370000.0,,-96370000.0,20702000.0,12979000.0,-19635000.0,0.0,0.0,2013,SHOO,-19635000.0,0.0,0.0,,,,
0,-42000000.0,725000000.0,95000000.0,6000000.0,-539000000.0,104000000.0,,48000000.0,98000000.0,-61000000.0,-29000000.0,773000000.0,-83000000.0,-15000000.0,154000000.0,-930000000.0,1.549,627000000.0,-27000000.0,146000000.0,95000000.0,-97000000.0,-42000000.0,,-42000000.0,146000000.0,465000000.0,,344000000.0,-103000000.0,2022,OI,,,-27000000.0,35000000.0,,,0.0
1,-42000000.0,563000000.0,-13000000.0,-273000000.0,-398000000.0,-31000000.0,,162000000.0,122000000.0,-32000000.0,-184000000.0,725000000.0,-146000000.0,-29000000.0,687000000.0,24000000.0,2.1507,172000000.0,-16000000.0,161000000.0,-13000000.0,-220000000.0,-42000000.0,,-42000000.0,161000000.0,463000000.0,,56000000.0,41000000.0,2021,OI,,,-16000000.0,19000000.0,,,-3000000.0
2,-3000000.0,551000000.0,-181000000.0,-557000000.0,-311000000.0,96000000.0,,12000000.0,10000000.0,75000000.0,-630000000.0,563000000.0,-132000000.0,19000000.0,457000000.0,-224000000.0,2.4244,264000000.0,-20000000.0,-67000000.0,-181000000.0,93000000.0,-3000000.0,,-3000000.0,-67000000.0,482000000.0,,394000000.0,116000000.0,2020,OI,,,-20000000.0,-8000000.0,,,0.0
3,-42000000.0,512000000.0,-176000000.0,68000000.0,-229000000.0,-57000000.0,,39000000.0,-190000000.0,-26000000.0,215000000.0,551000000.0,-48000000.0,3000000.0,405000000.0,-154000000.0,2.6634,-382000000.0,-48000000.0,-62000000.0,-176000000.0,-437000000.0,-42000000.0,,-42000000.0,-62000000.0,1104000000.0,,-18000000.0,13000000.0,2019,OI,,,-48000000.0,2000000.0,,,0.0
4,-158000000.0,492000000.0,15000000.0,-53000000.0,-525000000.0,-13000000.0,,20000000.0,-123000000.0,-29000000.0,140000000.0,512000000.0,43000000.0,-20000000.0,791000000.0,28000000.0,1.7033,282000000.0,-22000000.0,67000000.0,15000000.0,-698000000.0,-158000000.0,,-158000000.0,67000000.0,507000000.0,,-50000000.0,-41000000.0,2018,OI,,,-22000000.0,9000000.0,,,0.0
5,-5000000.0,492000000.0,-89000000.0,-392000000.0,-427000000.0,-28000000.0,,0.0,-39000000.0,2000000.0,-342000000.0,492000000.0,-37000000.0,22000000.0,721000000.0,104000000.0,1.2483,202000000.0,-17000000.0,0.0,-89000000.0,-351000000.0,-5000000.0,,-5000000.0,69000000.0,501000000.0,,115000000.0,3000000.0,2017,OI,,,-17000000.0,0.0,,,0.0
6,5000000.0,399000000.0,90000000.0,-228000000.0,-369000000.0,-9000000.0,,93000000.0,-56000000.0,16000000.0,-208000000.0,492000000.0,-32000000.0,-13000000.0,751000000.0,-10000000.0,1.6088,230000000.0,-16000000.0,0.0,90000000.0,-417000000.0,5000000.0,,5000000.0,-58000000.0,491000000.0,,8000000.0,-50000000.0,2016,OI,,,-16000000.0,0.0,,,0.0
7,-99000000.0,512000000.0,88000000.0,2057000000.0,-401000000.0,-90000000.0,,-113000000.0,-2351000000.0,-13000000.0,2268000000.0,399000000.0,-14000000.0,-30000000.0,608000000.0,-39000000.0,1.7859,158000000.0,-22000000.0,100000000.0,88000000.0,-2748000000.0,-99000000.0,,-99000000.0,33000000.0,424000000.0,,4000000.0,-23000000.0,2015,OI,,,-22000000.0,-14000000.0,,,0.0
8,-33000000.0,431000000.0,-26000000.0,-321000000.0,-350000000.0,-2000000.0,,-48000000.0,-36000000.0,-30000000.0,-264000000.0,383000000.0,18000000.0,-7000000.0,682000000.0,-103000000.0,0.4892,330000000.0,-22000000.0,128000000.0,-147000000.0,-402000000.0,-33000000.0,,-33000000.0,5000000.0,429000000.0,,-16000000.0,52000000.0,2013,OI,,,-22000000.0,0.0,,,0.0
9,-29000000.0,383000000.0,117000000.0,-70000000.0,-350000000.0,-11000000.0,,129000000.0,-114000000.0,0.0,7000000.0,512000000.0,0.0,-21000000.0,675000000.0,47000000.0,0.6312,192000000.0,-37000000.0,0.0,117000000.0,-455000000.0,-29000000.0,,-29000000.0,0.0,448000000.0,,9000000.0,-129000000.0,2014,OI,,,-37000000.0,0.0,,,0.0
0,424000.0,302406000.0,-44205000.0,-5202000.0,-142559000.0,-2652000.0,13326000.0,-71885000.0,,-334000.0,-2974000.0,230521000.0,9139000.0,,76741000.0,71570000.0,-0.0132,-25967000.0,0.0,3541000.0,-64117000.0,-143424000.0,424000.0,,424000.0,7566000.0,75343000.0,-865000.0,-2652000.0,,2022,SHAK,-865000.0,,,,,,
1,6731000.0,146873000.0,-44065000.0,242021000.0,-101495000.0,-5766000.0,8703000.0,155533000.0,,-962000.0,241056000.0,302406000.0,-4193000.0,,58402000.0,51475000.0,-0.0358,-10111000.0,0.0,-6450000.0,-43835000.0,-144890000.0,6731000.0,,6731000.0,11375000.0,61103000.0,-43395000.0,-4522000.0,,2021,SHAK,-43395000.0,,,,,,
2,153030000.0,37099000.0,-28609000.0,141821000.0,-69038000.0,-9003000.0,5560000.0,109774000.0,,-667000.0,-2206000.0,146873000.0,1006000.0,,37350000.0,61248000.0,0.0639,-45534000.0,0.0,4626000.0,-34734000.0,-69397000.0,153030000.0,,153030000.0,1160000.0,50245000.0,-359000.0,-8939000.0,,2020,SHAK,-359000.0,,,,,,
3,9201000.0,24750000.0,-17452000.0,3178000.0,-106507000.0,-4097000.0,7505000.0,12349000.0,,-472000.0,-1926000.0,37099000.0,10726000.0,,89857000.0,42477000.0,0.143,24128000.0,0.0,4248000.0,-42609000.0,-80686000.0,9201000.0,,9201000.0,10655000.0,40704000.0,25821000.0,-3811000.0,,2019,SHAK,25821000.0,,,,,,
4,5472000.0,21507000.0,25917000.0,4452000.0,-87525000.0,-1020000.0,6143000.0,3243000.0,,-491000.0,680000.0,24750000.0,5530000.0,,85395000.0,8530000.0,-0.0673,21948000.0,0.0,3156000.0,5319000.0,-86604000.0,5472000.0,,5472000.0,12403000.0,29000000.0,921000.0,-751000.0,,2018,SHAK,921000.0,,,,,,
5,7585000.0,11607000.0,14624000.0,965000.0,-61533000.0,-6620000.0,5623000.0,9900000.0,,-452000.0,917000.0,21507000.0,6421000.0,,70878000.0,25666000.0,-0.0745,8884000.0,0.0,1235000.0,2888000.0,-61943000.0,7585000.0,,7585000.0,4532000.0,21704000.0,-410000.0,-7537000.0,,2017,SHAK,-410000.0,,,,,,
6,3194000.0,70849000.0,13171000.0,1234000.0,-54433000.0,-1647000.0,5354000.0,-59242000.0,,-263000.0,-313000.0,11607000.0,2974000.0,,54285000.0,4466000.0,-0.0884,22146000.0,0.0,839000.0,3781000.0,-114761000.0,3194000.0,,3194000.0,5840000.0,14502000.0,-60328000.0,-1647000.0,,2016,SHAK,-60328000.0,,,,,,
7,109292000.0,2677000.0,11675000.0,61428000.0,-32117000.0,-15864000.0,16681000.0,68172000.0,,-14000.0,-32000000.0,70849000.0,775000.0,,41258000.0,16237000.0,-0.1316,3124000.0,0.0,201000.0,4771000.0,-34514000.0,109292000.0,,109292000.0,5942000.0,10222000.0,-2397000.0,0.0,,2015,SHAK,-2397000.0,,,,,,
8,0.0,13076000.0,5288000.0,4532000.0,-28515000.0,-27468000.0,165000.0,-10399000.0,,-198000.0,32000000.0,2677000.0,-1751000.0,,13584000.0,369000.0,-0.0017,2118000.0,0.0,1210000.0,2262000.0,-28515000.0,0.0,,0.0,3765000.0,5809000.0,0.0,0.0,,2014,SHAK,0.0,,,,,,
9,0.0,16033000.0,3798000.0,313000.0,-16194000.0,0.0,93000.0,-2957000.0,,-88000.0,313000.0,13076000.0,26000.0,,12924000.0,162000.0,-0.0017,5423000.0,0.0,1219000.0,2488000.0,-16194000.0,0.0,,0.0,153000.0,3541000.0,0.0,0.0,,2013,SHAK,0.0,,,,,,
0,-141507000.0,307255000.0,-12086000.0,-290046000.0,-439794000.0,-4136000.0,17515000.0,-189966000.0,0.0,-6274000.0,124721000.0,117289000.0,-4210000.0,,542224000.0,35590000.0,1.1917,390352000.0,-269124000.0,-6151000.0,4549000.0,-442144000.0,-141507000.0,0.0,-141507000.0,-6151000.0,128368000.0,0.0,-2350000.0,,2022,RRR,0.0,,-269124000.0,0.0,,,
1,-498990000.0,125705000.0,-21241000.0,-1014672000.0,612468000.0,-13323000.0,12728000.0,181550000.0,0.0,-14406000.0,-61365000.0,307255000.0,-1311000.0,,609963000.0,118583000.0,0.6786,354830000.0,-440994000.0,7367000.0,-12891000.0,586259000.0,-498990000.0,0.0,-498990000.0,7367000.0,157791000.0,-13467000.0,-12742000.0,,2021,RRR,-13467000.0,,-440994000.0,0.0,,,
2,-81000.0,132915000.0,-16920000.0,-150443000.0,-57916000.0,-22485000.0,10886000.0,-7210000.0,0.0,10344000.0,-115950000.0,125705000.0,16425000.0,,212790000.0,172862000.0,1.5718,-174543000.0,-11927000.0,-21411000.0,-22278000.0,-69557000.0,-81000.0,0.0,-81000.0,-21411000.0,231391000.0,-14013000.0,2372000.0,,2020,RRR,-14013000.0,,-11927000.0,0.0,,,
3,6707000.0,118258000.0,26297000.0,103162000.0,-409685000.0,-4294000.0,16848000.0,14657000.0,0.0,-397000.0,147391000.0,132915000.0,-1072000.0,,316632000.0,74861000.0,1.7408,-6737000.0,-46642000.0,9686000.0,18080000.0,-405137000.0,6707000.0,0.0,6707000.0,9686000.0,222211000.0,11023000.0,-6475000.0,,2019,RRR,11023000.0,,-46642000.0,0.0,,,
4,5381000.0,234744000.0,-2411000.0,144189000.0,-610691000.0,-29988000.0,11289000.0,-116486000.0,0.0,-17749000.0,216434000.0,118258000.0,-2054000.0,,346007000.0,-51317000.0,1.9499,219480000.0,-47638000.0,2677000.0,14524000.0,-606682000.0,5381000.0,0.0,5381000.0,2677000.0,180255000.0,9842000.0,-5833000.0,,2018,RRR,9842000.0,,-47638000.0,191000.0,,,
5,2501000.0,136153000.0,1314000.0,90284000.0,-270822000.0,-80999000.0,7922000.0,98591000.0,0.0,-6999000.0,195762000.0,234744000.0,-4610000.0,,289960000.0,46896000.0,1.053,63533000.0,-26980000.0,-1184000.0,6317000.0,-281653000.0,2501000.0,0.0,2501000.0,-1184000.0,178217000.0,585000.0,-11416000.0,,2017,RRR,585000.0,,-26980000.0,7790000.0,,,
6,531949000.0,116623000.0,7424000.0,115041000.0,-151283000.0,-685028000.0,6893000.0,17153000.0,-305886000.0,-510000.0,278765000.0,133776000.0,-3492000.0,,346208000.0,26341000.0,2.8076,155775000.0,-10645000.0,8934000.0,3780000.0,-444096000.0,531949000.0,0.0,531949000.0,8934000.0,156668000.0,0.0,13073000.0,,2016,RRR,0.0,,-10645000.0,-1288000.0,,,
7,0.0,123316000.0,5787000.0,-249860000.0,-103596000.0,-238494000.0,19726000.0,-6693000.0,0.0,-2389000.0,-11366000.0,116623000.0,178000.0,,349440000.0,62536000.0,10.8044,143252000.0,0.0,4954000.0,3044000.0,-106273000.0,0.0,-327000.0,0.0,0.0,137865000.0,-327000.0,-2350000.0,,2015,RRR,0.0,,0.0,0.0,,,
8,0.0,138080000.0,-6515000.0,-241668000.0,-100009000.0,-168650000.0,12775000.0,-14764000.0,0.0,-73000.0,-73018000.0,123316000.0,-6700000.0,,269791000.0,50114000.0,10.8044,88587000.0,0.0,2911000.0,-2653000.0,-42887000.0,0.0,-6817000.0,0.0,0.0,137605000.0,-6817000.0,63939000.0,,2014,RRR,0.0,,0.0,0.0,,,
9,0.0,130163000.0,22065000.0,-148536000.0,-83260000.0,-118845000.0,16438000.0,7917000.0,0.0,-1606000.0,-29691100.0,138080000.0,2228000.0,,250690000.0,197454000.0,10.8044,-104065000.0,0.0,-3613000.0,25056000.0,-94237000.0,0.0,-5365000.0,0.0,0.0,135236000.0,-5365000.0,-5612000.0,,2013,RRR,0.0,,0.0,0.0,,,
0,-59000000.0,263000000.0,-5000000.0,-77000000.0,-40000000.0,-2000000.0,22000000.0,29000000.0,0.0,,-17000000.0,292000000.0,2000000.0,,142000000.0,28000000.0,0.1819,71000000.0,0.0,15000000.0,-38000000.0,-35000000.0,-59000000.0,,-59000000.0,10000000.0,48000000.0,0.0,4000000.0,,2022,FTDR,0.0,,,6000000.0,,,
1,-103000000.0,597000000.0,-38000000.0,-489000000.0,-31000000.0,-30000000.0,25000000.0,-335000000.0,0.0,,-356000000.0,262000000.0,-2000000.0,,185000000.0,60000000.0,0.1164,128000000.0,0.0,10000000.0,-32000000.0,-31000000.0,-103000000.0,,-103000000.0,-15000000.0,35000000.0,0.0,-1000000.0,,2021,FTDR,0.0,,,1000000.0,,,
2,0.0,427000000.0,38000000.0,-7000000.0,-32000000.0,23000000.0,17000000.0,170000000.0,-5000000.0,,-7000000.0,597000000.0,6000000.0,,207000000.0,23000000.0,0.0884,112000000.0,0.0,7000000.0,-2000000.0,-31000000.0,0.0,,0.0,27000000.0,34000000.0,7000000.0,0.0,,2020,FTDR,7000000.0,,,0.0,,,
3,0.0,296000000.0,11000000.0,-7000000.0,-22000000.0,13000000.0,9000000.0,132000000.0,-38000000.0,,-7000000.0,428000000.0,1000000.0,,200000000.0,12000000.0,0.1357,153000000.0,0.0,7000000.0,5000000.0,-61000000.0,0.0,,0.0,-1000000.0,24000000.0,2000000.0,-4000000.0,,2019,FTDR,2000000.0,,,-1000000.0,,,
4,0.0,282000000.0,32000000.0,-165000000.0,-27000000.0,-155000000.0,4000000.0,14000000.0,0.0,,-10000000.0,296000000.0,4000000.0,,189000000.0,11000000.0,0.302,125000000.0,0.0,8000000.0,0.0,-10000000.0,0.0,,0.0,16000000.0,21000000.0,17000000.0,-139000000.0,,2018,FTDR,17000000.0,,,4000000.0,,,
5,0.0,168000000.0,30000000.0,-68000000.0,-15000000.0,-63000000.0,4000000.0,114000000.0,0.0,,-5000000.0,282000000.0,-33000000.0,,194000000.0,-13000000.0,0.0,160000000.0,0.0,5000000.0,49000000.0,-11000000.0,0.0,,0.0,9000000.0,17000000.0,4000000.0,0.0,,2017,FTDR,4000000.0,,,0.0,,,
6,0.0,156000000.0,12000000.0,-88000000.0,-11000000.0,-87000000.0,4000000.0,12000000.0,-87000000.0,,-1000000.0,168000000.0,-40000000.0,,155000000.0,4000000.0,0.0,124000000.0,0.0,0.0,49000000.0,-55000000.0,0.0,,0.0,3000000.0,14000000.0,43000000.0,0.0,,2016,FTDR,43000000.0,,,0.0,,,
0,-53968000.0,236368000.0,1735446000.0,-81517000.0,-9333000.0,-2581000.0,8787000.0,75174000.0,0.0,-348650000.0,-24968000.0,311542000.0,,,184071000.0,-2059211000.0,0.6637,490662000.0,0.0,-15908000.0,2091259000.0,-27380000.0,-53968000.0,1892000.0,-53968000.0,8745000.0,17174000.0,1892000.0,-20139000.0,,2022,MHO,,200000.0,0.0,,0.0,0.0,
1,-40279000.0,260810000.0,1819599000.0,44103000.0,-16730000.0,-6622000.0,8559000.0,-24442000.0,0.0,-508189000.0,91004000.0,236368000.0,,,-16823000.0,-2250205000.0,0.5482,396868000.0,0.0,58836000.0,2261220000.0,-51722000.0,-40279000.0,1213000.0,-40279000.0,7732000.0,16915000.0,1213000.0,-51622000.0,,2021,MHO,,15417000.0,0.0,,0.0,0.0,
2,7994000.0,6083000.0,1741352000.0,120263000.0,-11677000.0,-8705000.0,7138000.0,254727000.0,0.0,-134941000.0,120974000.0,260810000.0,,,168334000.0,-1830470000.0,0.6606,239874000.0,0.0,60643000.0,1806230000.0,-33870000.0,7994000.0,2477000.0,7994000.0,9420000.0,17578000.0,2477000.0,-28539000.0,,2020,MHO,,3869000.0,0.0,,0.0,0.0,
3,14494000.0,21529000.0,1293272000.0,-53483000.0,1782000.0,-203000.0,5846000.0,-15446000.0,0.0,-88358000.0,-67774000.0,6083000.0,,,65631000.0,-1371178000.0,0.8129,127587000.0,0.0,-6485000.0,1384171000.0,-27594000.0,14494000.0,812000.0,14494000.0,3944000.0,15950000.0,812000.0,-30188000.0,,2019,MHO,,0.0,0.0,,0.0,0.0,
4,-25171000.0,151703000.0,1068798000.0,6375000.0,-8141000.0,-248000.0,5974000.0,-130174000.0,-100960000.0,-157573000.0,31794000.0,21529000.0,,,-2592000.0,-1193584000.0,1.347,107663000.0,0.0,3750000.0,1219135000.0,-133957000.0,-25171000.0,676000.0,-25171000.0,3486000.0,14531000.0,676000.0,-31867000.0,,2018,MHO,,6335000.0,0.0,,0.0,0.0,
5,-39195000.0,34441000.0,922792100.0,179603000.0,-8799000.0,-6707000.0,6044000.0,117262000.0,0.0,-168622000.0,229161000.0,151703000.0,,,-53184000.0,-1062231000.0,0.7251,72081000.0,-3656000.0,14021000.0,1075055000.0,-9157000.0,11225000.0,-8570000.0,-39195000.0,2338000.0,14174000.0,-8570000.0,7558000.0,,2017,MHO,,8212000.0,-3656000.0,,0.0,-50420000.0,
6,182000.0,13101000.0,895672000.0,18788000.0,-13106000.0,-240000.0,5315000.0,21340000.0,0.0,-83775000.0,23721000.0,34441000.0,,,34197000.0,-931689900.0,0.9574,56609000.0,-4875000.0,16334000.0,958260000.0,-31645000.0,182000.0,-18539000.0,182000.0,4853000.0,13606000.0,-18539000.0,0.0,,2016,MHO,,0.0,-4875000.0,,0.0,0.0,
7,1035000.0,22486000.0,627701000.0,114460000.0,-3659000.0,-5818000.0,3942000.0,-9385000.0,-23950000.0,-159011000.0,124118000.0,13101000.0,,,-82365000.0,-772757000.0,1.1115,51763000.0,-4875000.0,9827000.0,775024000.0,-41480000.0,1035000.0,-16936000.0,1035000.0,1861000.0,10928000.0,-16936000.0,0.0,,2015,MHO,,3065000.0,-4875000.0,,0.0,0.0,
8,1944000.0,142627000.0,469430000.0,32066000.0,-2946000.0,-2081000.0,3215000.0,-120141000.0,0.0,-209318000.0,37078000.0,22486000.0,,,-132504000.0,-661794000.0,0.834,50789000.0,0.0,5112000.0,672454000.0,-19703000.0,1944000.0,-18892000.0,1944000.0,1182000.0,9071000.0,-18892000.0,0.0,,2014,MHO,,2135000.0,-4875000.0,,-4875000.0,0.0,
9,6905000.0,145498000.0,493049000.0,92755000.0,-2382000.0,-5501000.0,2344000.0,-16773000.0,0.0,-156708000.0,95007000.0,128725000.0,,,-73974000.0,-726757000.0,0.5229,151423000.0,0.0,22536000.0,617468000.0,-35554000.0,57257000.0,-27987000.0,6905000.0,9753000.0,8311000.0,-27987000.0,-5185000.0,,2013,MHO,,0.0,-3656000.0,,-3656000.0,-50352000.0,
0,-35100000.0,357700000.0,-539700000.0,425300000.0,-532300000.0,169900000.0,47000000.0,-154300000.0,-3200000.0,-442400000.0,290500000.0,203400000.0,-75600000.0,-9400000.0,-35100000.0,49900000.0,0.3286,157900000.0,0.0,,-128300000.0,-535100000.0,-35100000.0,400000.0,-35100000.0,118000000.0,296800000.0,400000.0,0.0,,2022,MODG,0.0,-3200000.0,0.0,-11400000.0,,,
1,-15900000.0,366100000.0,-89500000.0,-124100000.0,-322300000.0,80200000.0,38700000.0,-8400000.0,171300000.0,-177500000.0,-188400000.0,357700000.0,38200000.0,-700000.0,278300000.0,-209300000.0,0.1468,322000000.0,0.0,,-109600000.0,-161900000.0,-15900000.0,-10900000.0,-15900000.0,150600000.0,255100000.0,-10900000.0,167717000.0,,2021,MODG,20000.0,0.0,-3000.0,8800000.0,,,
2,-22000000.0,106700000.0,97900000.0,96100000.0,-39200000.0,-40800000.0,10900000.0,259400000.0,0.0,117000000.0,160800000.0,366100000.0,10000000.0,-5700000.0,228200000.0,174500000.0,0.1355,-126900000.0,-1900000.0,,-3000000.0,-59200000.0,-22000000.0,-20000000.0,-22000000.0,-28100000.0,82700000.0,-20000000.0,-31775000.0,,2020,MODG,0.0,0.0,-1900000.0,2000000.0,,,
3,-27705000.0,63981000.0,-58171000.0,492516000.0,-54664000.0,-37629000.0,12896000.0,42685000.0,-463105000.0,-33952000.0,561626000.0,106666000.0,-44476000.0,-715000.0,86550000.0,-14499000.0,0.2445,79229000.0,-3776000.0,,-13325000.0,-535666000.0,-27705000.0,-17897000.0,-27705000.0,32168000.0,79991000.0,-17897000.0,0.0,,2019,MODG,0.0,0.0,-3776000.0,1414000.0,,,
4,-20820000.0,85674000.0,-63557000.0,-75070000.0,-36782000.0,-821000.0,13530000.0,-21693000.0,0.0,-78017000.0,-49641000.0,63981000.0,-2109000.0,-380000.0,92282000.0,30637000.0,-0.0097,105254000.0,-3788000.0,,-9882000.0,-38525000.0,-20820000.0,-1743000.0,-20820000.0,26369000.0,19948000.0,-1743000.0,-821000.0,,2018,MODG,0.0,0.0,-3788000.0,82000.0,,,
5,-11255000.0,125975000.0,15561000.0,69356000.0,-25616000.0,-3220000.0,12647000.0,-40301000.0,-183478000.0,-52010000.0,87604000.0,85674000.0,51618000.0,3237000.0,117699000.0,39754000.0,0.0107,41667000.0,-3773000.0,,-5589000.0,-230593000.0,-11255000.0,-21499000.0,-11255000.0,23697000.0,20717000.0,-21499000.0,-974000.0,,2017,MODG,0.0,0.0,-3773000.0,-2155000.0,,,
6,-2507000.0,49801000.0,21113000.0,-9254000.0,-16132000.0,20000.0,8965000.0,76174000.0,0.0,24251000.0,-3003000.0,125975000.0,-16965000.0,-1235000.0,77710000.0,-150943000.0,-0.106,190954000.0,-3764000.0,,-419000.0,8953000.0,-2507000.0,-1448000.0,-2507000.0,11753000.0,16586000.0,21981000.0,3104000.0,,2016,MODG,23429000.0,0.0,-3764000.0,2493000.0,,,
7,4605000.0,37635000.0,-8561000.0,948000.0,-14367000.0,0.0,7542000.0,12166000.0,0.0,-5347000.0,-266000.0,49801000.0,-11591000.0,-952000.0,30581000.0,6664000.0,-0.0104,14568000.0,-3391000.0,,6661000.0,-18411000.0,4605000.0,-940000.0,4605000.0,2086000.0,17910000.0,-940000.0,-3104000.0,,2015,MODG,0.0,0.0,-3391000.0,-370000.0,,,
8,1285000.0,36793000.0,-6116000.0,-12886000.0,-10295000.0,-641000.0,5740000.0,842000.0,0.0,47334000.0,-10425000.0,37635000.0,-23314000.0,1914000.0,36880000.0,5013000.0,0.1443,16008000.0,-3105000.0,,-962000.0,-25066000.0,1285000.0,-14771000.0,1285000.0,-25049000.0,21975000.0,-14771000.0,0.0,,2014,MODG,0.0,0.0,-3105000.0,-4125000.0,,,
9,1652000.0,52003000.0,-19739000.0,21340000.0,-8890000.0,-373000.0,3533000.0,-15210000.0,0.0,-60966000.0,25660000.0,36793000.0,-6690000.0,-5074000.0,-8949000.0,3466000.0,0.1576,-18921000.0,-5599000.0,,103000.0,-22527000.0,1652000.0,-13637000.0,1652000.0,45053000.0,26245000.0,-13637000.0,0.0,,2013,MODG,0.0,0.0,-5599000.0,2761000.0,,,
0,3755000.0,31637000.0,3372000.0,36798000.0,-591178000.0,-1343000.0,37291000.0,-6128000.0,0.0,-4699000.0,34386000.0,25509000.0,-3204000.0,-353000.0,200969000.0,-35647000.0,0.7962,-1793000.0,0.0,0.0,3372000.0,-243542000.0,3755000.0,,3755000.0,2990000.0,236756000.0,,347636000.0,-1719000.0,2022,LTH,,,,0.0,,,
1,701926000.0,33195000.0,26717000.0,288399000.0,-328909000.0,-47586000.0,334339000.0,-1558000.0,-9529000.0,-4729000.0,-365940700.0,31637000.0,-1076000.0,-9000.0,-20029000.0,291383000.0,0.6606,-579369000.0,0.0,17189000.0,26717000.0,-269919000.0,701926000.0,,701926000.0,17189000.0,244714000.0,,68519000.0,-3474000.0,2021,LTH,,,,660000.0,,,
2,90000000.0,47951000.0,37517000.0,87395000.0,-265617000.0,-460000.0,0.0,-14756000.0,22871000.0,8044000.0,-2145000.0,33195000.0,16413000.0,-55000.0,-95981000.0,-32181000.0,0.8996,-360192000.0,0.0,397000.0,37517000.0,-6115000.0,90000000.0,,90000000.0,397000.0,259726000.0,,236631000.0,-851000.0,2020,LTH,,,,4768000.0,,,
3,82111000.0,33523000.0,35022000.0,133316000.0,-624017000.0,68206000.0,24152000.0,14428000.0,-50631000.0,-2591000.0,51205000.0,47951000.0,-7048000.0,208000.0,358718000.0,56674000.0,0.8996,30049000.0,0.0,-3549000.0,-7631000.0,-477814000.0,82111000.0,,82111000.0,24055000.0,232264000.0,,196834000.0,4709000.0,2019,LTH,,,,31786000.0,,,
4,0.0,41701000.0,29605000.0,269689000.0,-604826000.0,-21300000.0,100000.0,-8178000.0,-6850000.0,-1412000.0,290989000.0,33523000.0,-256000.0,-217000.0,336193000.0,38769000.0,0.8996,40942000.0,0.0,10819000.0,6455000.0,-613843000.0,0.0,,0.0,17299000.0,223184000.0,,-2167000.0,3693000.0,2018,LTH,,,,-3300000.0,,,
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2017,LTH,,,,0.0,,,
0,-33000000.0,322000000.0,-98000000.0,-186000000.0,-393000000.0,-20000000.0,59000000.0,365000000.0,,265000000.0,-14000000.0,687000000.0,23000000.0,-2000000.0,946000000.0,-70000000.0,0.795,245000000.0,-119000000.0,-190000000.0,-102000000.0,-393000000.0,-33000000.0,,-33000000.0,-94000000.0,869000000.0,,60000000.0,,2023,JWN,,,-119000000.0,-24000000.0,,,
1,14000000.0,681000000.0,-412000000.0,-544000000.0,-521000000.0,-101000000.0,79000000.0,-359000000.0,,-383000000.0,-457000000.0,322000000.0,-10000000.0,1000000.0,705000000.0,149000000.0,0.7958,178000000.0,0.0,-400000000.0,350000000.0,-521000000.0,14000000.0,,14000000.0,31000000.0,790000000.0,,-116000000.0,,2022,JWN,,,0.0,542000000.0,,,
