,Book value per Share,Revenue per Share,Cash per Share,P/FCF ratio,Capex per Share,Intangible Assets out of Total Assets,Average Receivables,Capex/Depreciation,ROA,Cash ROIC,Shareholders Equity per Share,Depreciation/Fixed assets,Net Current Asset Value,P/S ratio,Free Cash Flow per Share,Average Common Equity,Average Days of Receivables,EV/FCF,EV/EBITDA,Quick Ratio,Capex to Sales,EV/Operating CF,ROIC,Average Days of Payables,Current Ratio,Graham Number,P/B ratio,Asset Turnover,Debt/Assets,Capital Expenditures,Interest Coverage,Average Assets,P/Operating CF,Average Payables,EV/Sales,Net Debt/EBITDA,Free Cash Flow,Working Capital,Operating CF/Net income,P/E ratio,Accounts Payable Turnover,ROE,EV/EBIT,Return on Tangible Assets,Interest Debt per Share,Research and Development Expense of Revenue,Share Based Compensation of Revenue,Accounts Receivable Turnover,Graham Net Nets,Price to Tangible BV,Operating CF per Share,Net Profit Margin,Free Cash Flow Yield,Earnings Yield,"Selling, General and Administrative Expense of Revenue",Debt/Equity,Days of Inventory on Hand,Inventory Turnover,year,ticker,Average Inventory
7,15.2683,3.3497,1.954,0.0,0.0,0.0,4490000.0,0.0,0.0567,-0.0399,15.2683,0.0,-195907000.0,4.0869,-1.2017,245312500.0,30.4004,-20.5223,10.7052,0.1551,0.0,-20.5223,0.0395,0.0,0.1603,23.518,0.8966,0.1185,0.4356,,0.0,458127500.0,-73.8076,5790500.0,7.362,4.7624,-19468000.0,-195907000.0,-0.7494,8.5031,0.0,0.1059,11.003,-0.1326,12.9248,0.0,0.0,12.0866,-0.8833,0.8966,-1.2017,0.4787,-0.0878,0.1176,0.0725,0.8465,,,2015,FDUS,
8,16.9569,3.2146,2.0436,0.0,0.0,0.0,3473500.0,0.0,0.0485,-0.1598,16.9569,0.0,-153092000.0,4.6196,-4.9679,227194000.0,35.3001,-5.0122,11.215,0.1756,0.0,-5.0122,0.0382,0.0,0.204,22.6108,0.8758,0.1149,0.3983,,0.0,401424500.0,-4.9699,5755500.0,7.7461,4.5266,-71270000.0,-153092000.0,-3.6577,11.0821,0.0,0.0858,11.46,-0.1273,12.094,0.0,0.0,13.2765,-0.7186,0.8758,-4.9679,0.4225,-0.3345,0.0902,0.0908,0.7132,,,2014,FDUS,
9,15.6111,3.0902,3.9499,0.0,0.0,0.0,2897000.0,0.0,0.0776,-0.0051,15.6111,0.0,-95856000.0,7.0351,-0.1547,197108000.0,21.7208,-184.0792,14.1944,0.3581,0.0,-184.0792,0.0404,0.0,0.3861,26.5709,1.3926,0.1192,0.3935,,0.0,350555500.0,-13.0835,4994500.0,9.2145,3.3572,-2092000.0,-95856000.0,-0.0769,10.8159,0.0,0.138,14.4674,-0.2838,10.6847,0.0,0.0,14.426,-0.326,1.3926,-0.1547,0.6509,-0.0071,0.0925,0.0747,0.6844,,,2013,FDUS,
0,9.3622,39.7599,12.7261,0.984,-0.1562,0.0008,826178000.0,-0.2978,-0.009,0.3492,9.3622,0.3137,-1050066000.0,0.2573,10.3968,358799050.0,346.5488,0.0911,0.0,0.6408,0.0039,0.0897,0.0,942.1055,0.6408,0.0,1.0927,0.4944,0.0356,-4802000.0,0.0,2473147500.0,3.1037,1934226500.0,0.0238,63.9268,319713000.0,-869920000.0,-14.5738,0.0,0.4852,-0.0621,0.0,0.0272,3.342,0.0,0.0039,1.4799,-3.338,1.1016,10.553,-0.0182,1.0163,-0.0714,0.2494,0.357,0.0,0.0,2022,UVE,
1,13.7646,35.936,8.1089,2.243,0.0715,0.0011,467264000.0,0.1337,0.0107,0.2222,13.7646,0.3111,-881791000.0,0.4731,7.5793,439482050.0,159.9137,1.7243,14.0177,0.5055,-0.002,1.7408,0.0591,677.5039,0.5055,14.297,1.2351,0.5881,0.0634,2232000.0,0.0,1907441000.0,-13.401,1305907500.0,0.3637,-2.6821,236610000.0,-728452000.0,11.4908,25.7576,0.5967,0.0464,14.0442,-0.0302,4.1782,0.0,0.0052,2.4009,-1.6615,1.2418,7.5078,0.0182,0.4458,0.0388,0.2795,0.3035,0.0,0.0,2021,UVE,
2,14.0905,33.646,5.6414,39.1235,-0.5342,0.0,437675000.0,-1.7496,0.011,-0.0348,14.0905,0.1817,-686585000.0,0.4491,0.3862,471581550.0,150.7344,30.0269,15.1998,0.5085,0.0159,12.5989,0.0451,560.612,0.5085,13.4429,1.0724,0.6168,0.0386,-17034000.0,0.0,1739296500.0,-3.341,1124034500.0,0.3447,-3.2886,12314000.0,-601979000.0,1.5369,26.5088,0.6751,0.0405,15.1998,-0.0348,2.1282,0.0,0.0081,2.4511,-1.4251,1.0779,0.9205,0.0178,0.0256,0.0377,0.27,0.151,0.0,0.0,2020,UVE,
3,14.5724,27.7152,5.4508,12.9383,-0.3327,0.0,526769050.0,-1.7033,0.026,0.0555,14.5724,0.1601,-608880000.0,1.0099,2.1633,497767000.0,167.9876,11.787,13.6066,0.5261,0.012,10.2159,0.0969,654.8612,0.5261,20.6456,1.9208,0.525,0.0583,-11276000.0,0.0,1789121000.0,33.87,1139845000.0,0.92,-1.2036,73322000.0,-555925000.0,1.8192,21.5308,0.5294,0.0934,13.6066,-0.0904,2.9601,0.0,0.0138,1.7832,-0.6418,1.9208,2.496,0.0495,0.0773,0.0464,0.29,0.2031,0.0,0.0,2019,UVE,
4,14.3916,23.6348,4.8503,5.9162,-0.1921,0.0,496461050.0,-1.0625,0.0706,0.2486,14.3916,0.1801,-566483000.0,1.6044,6.4095,470810500.0,275.2339,5.6708,8.2874,0.6079,0.0081,5.5058,0.2138,1054.2512,0.6079,32.9358,2.6349,0.4973,0.0615,-6696000.0,0.0,1656694500.0,233.8948,1058713500.0,1.5379,-0.3444,223409000.0,-509664000.0,1.966,11.3194,0.3915,0.2486,8.2874,-0.2466,3.2775,0.0,0.0155,1.6594,-0.4286,2.6349,6.6016,0.1421,0.169,0.0883,0.3113,0.2277,0.0,0.0,2018,UVE,
5,12.6285,21.5814,6.2031,3.9563,-0.1319,0.0,275017500.0,-0.57,0.085,0.3006,12.6285,0.2453,-427179000.0,1.265,6.9003,405589000.0,180.4384,3.2636,4.6023,0.6142,0.0061,3.2024,0.3897,958.6026,0.6142,29.5349,2.1618,0.5979,0.0341,-4595000.0,0.0,1257503000.0,-23.0948,778228000.0,1.0435,-0.9327,240415000.0,-369215000.0,2.2914,8.8925,0.4503,0.2636,4.6023,-0.3179,1.4231,0.0,0.014,2.7341,-0.4491,2.1618,7.0322,0.1422,0.2528,0.1125,0.3072,0.1127,0.0,0.0,2017,UVE,
6,10.63,19.6251,3.1033,8.8679,-0.2345,0.0,185904500.0,-1.2178,0.0968,0.1804,10.63,0.209,-402128000.0,1.465,3.242,332141000.0,94.9793,8.0482,5.5937,0.4507,0.0119,7.5054,0.3664,770.7932,0.4507,26.1084,2.7046,0.6674,0.0142,-8187000.0,0.0,1026777500.0,-17.5385,638053000.0,1.3295,-0.5503,113209000.0,-349435000.0,1.2213,10.0877,0.4721,0.2993,5.5937,-0.3133,0.4304,0.0,0.015,3.6862,-0.4006,2.7046,3.4765,0.145,0.1128,0.0991,0.3227,0.0405,0.0,0.0,2016,UVE,
7,8.4224,15.7057,5.7372,3.8877,-0.3386,0.0,250197500.0,-3.0494,0.1118,0.3719,8.4224,0.1428,-307322000.0,1.4759,5.9625,246504000.0,129.2156,3.0593,3.6268,0.6143,0.0216,2.8949,0.931,1244.2456,0.6143,24.1201,2.7522,0.5737,0.0242,-11783000.0,0.0,952661000.0,-36.8144,629094500.0,1.1614,-0.9816,207488000.0,-246848000.0,2.0594,7.5505,0.2984,0.4319,3.6268,-0.4845,0.6911,0.0,0.0318,2.1845,-0.381,2.7522,6.3011,0.1948,0.2572,0.1324,0.3363,0.0821,0.0,0.0,2015,UVE,
8,6.5214,11.0005,3.5161,6.0132,-0.2736,0.0,352611000.0,-2.7743,0.0797,0.2841,6.5214,0.1918,-267916000.0,1.859,3.4008,187762500.0,303.3562,5.2993,4.6213,0.6809,0.0249,4.9048,0.5804,1830.4243,0.6809,17.0913,3.4339,0.4032,0.0401,-9183000.0,0.0,915932000.0,-65.0205,636774500.0,1.6383,-0.6225,114163000.0,-199189000.0,1.6903,9.3807,0.1936,0.3887,4.7411,-0.4011,1.0883,0.0,0.0334,1.0473,-0.3903,3.4339,3.6744,0.1976,0.1663,0.1066,0.3206,0.1669,0.0,0.0,2014,UVE,
9,4.8963,8.3968,3.3423,3.3373,-0.0374,0.0,402498000.0,-0.5173,0.0639,0.4247,4.8963,0.2793,-226294000.0,1.7245,4.3388,169561000.0,482.7479,2.9023,4.3786,0.7731,0.0045,2.8775,0.5823,2202.2725,0.7731,13.5231,2.9574,0.3263,0.0567,-1342000.0,0.0,922912500.0,-19.3343,670651550.0,1.4997,-0.6562,155617000.0,-152102000.0,2.6627,8.7229,0.162,0.3477,4.4915,-0.4128,1.4551,0.0,0.0213,0.7482,-0.4357,2.9574,4.3763,0.1957,0.2996,0.1146,0.3054,0.2972,0.0,0.0,2013,UVE,
0,-1.7288,0.0,0.0092,,0.0,0.0,,,0.0406,0.0739,-1.7288,,-364901700.0,,-0.1271,160035000.0,,,,0.5232,,,0.0,0.0,3.3166,,,0.0,0.0,,0.0,350492000.0,,61900.0,,0.0435,-1096000.0,349800.0,-0.0771,,0.0,0.0889,,40.6507,0.0,,,,,,-0.1271,0.0,,,0.0,0.0,,,2022,TRTL,
1,7.7677,0.0,0.0018,,0.0,0.0,,,0.0408,-0.0033,7.7677,,-15010600.0,,-0.0254,155370750.0,,,,0.5232,,,0.0,0.0,3.3166,,,0.0,0.0,,0.0,348923200.0,,0.0,,0.0435,-1096000.0,349800.0,-0.0771,,0.0,0.0915,,40.6507,0.0,,,,,,-0.0254,0.0,,,0.0,0.0,,,2022,TRTL,
2,-3.0129,0.0,0.146,,0.0,0.0,,,0.0251,0.0813,-3.0129,,-369239100.0,,-0.2332,148260900.0,,,,5.5841,,,0.0,0.0,11.1901,,,0.0,0.0,,0.0,347354400.0,,0.0,,1.3806,-1876200.0,2144000.0,-0.215,,0.0,0.0588,,4.0694,0.0,,,,,,-0.2332,0.0,,,0.0,0.0,,,2021,TRTL,
3,7.4379,0.0,0.0272,,0.0,0.0,,,0.0502,-0.0058,7.4379,,-24239100.0,,-0.0435,148260900.0,,,,5.5841,,,0.0,0.0,11.1901,,,0.0,0.0,,0.0,173677200.0,,0.0,,1.3806,-1876200.0,2144000.0,-0.215,,0.0,0.0588,,4.0694,0.0,,,,,,-0.0435,0.0,,,0.0,0.0,,,2021,TRTL,
4,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,,,2017,TRTL,
0,13.2007,2.4479,0.0975,0.0,0.0,0.0,8192500.0,0.0,0.0472,-0.0061,13.2007,0.0,-315717000.0,5.4129,-0.1352,442786000.0,31.0512,-163.3746,17.1221,0.0313,0.0,-163.3746,0.0353,420.5137,0.0313,19.7254,1.0037,0.1083,0.3822,,0.0,753028000.0,49.5881,30567500.0,9.0239,6.733,-4504000.0,-315152000.0,-0.1267,10.1145,0.8638,0.0803,17.8662,-0.1128,8.7838,0.0,0.0,9.9534,-0.7153,1.0037,-0.1352,0.4359,-0.0102,0.0989,0.149,0.6654,0.0,0.0,2023,GAIN,
1,13.4266,2.185,0.4365,14.6342,0.0,0.0,6990500.0,0.0,0.1478,0.0504,13.4266,0.0,-270639000.0,7.3822,1.1022,414097000.0,47.5317,21.5182,48.68,0.0814,0.0,21.5182,0.0129,457.0536,0.0814,30.5035,1.2013,0.1048,0.3599,,0.0,692071500.0,-198.8109,23759000.0,10.8549,15.5736,36599000.0,-270309000.0,0.3577,5.237,1.0324,0.2471,54.7173,-0.3785,8.0242,0.0,0.0,10.3787,-0.5053,1.2013,1.1022,1.4102,0.0683,0.1909,0.4069,0.5976,0.0,0.0,2022,GAIN,
2,11.525,1.7068,0.0723,0.0,0.0,0.0,4366500.0,0.0,0.0696,-0.0473,11.525,0.0,-254436000.0,7.1654,-0.8962,375697500.0,29.2183,-21.9306,46.313,0.0411,0.0,-21.9306,0.0124,269.5908,0.0411,18.2186,1.0612,0.0928,0.3784,,0.0,610054000.0,143.5284,12824000.0,11.5147,17.1312,-29732000.0,-161843000.0,-0.7003,9.5547,1.7741,0.113,52.8096,-0.2623,7.3421,0.0,0.0,12.9685,-0.6271,1.0612,-0.8962,0.7497,-0.0733,0.1047,0.1961,0.6371,0.0,0.0,2021,GAIN,
3,11.2284,1.8841,0.1235,7.3069,0.0,0.0,4146500.0,0.0,-0.0119,0.0634,11.2284,0.0,-199086000.0,4.1664,1.0743,388070500.0,24.7562,12.3876,4.0262,0.1305,0.0,12.3876,0.0331,144.3612,0.1305,0.0,0.6991,0.1022,0.3183,,0.0,605738500.0,-5.0561,17402000.0,7.0634,1.6513,35309000.0,-55018000.0,-4.881,0.0,1.285,-0.0186,15.0696,0.1315,5.5819,0.0,0.0,14.934,-0.7717,0.6991,1.0743,-0.1168,0.1369,-0.028,0.0111,0.4971,0.0,0.0,2020,GAIN,
4,12.4089,1.8186,0.1099,4.1354,0.0,0.0,4974500.0,0.0,0.131,0.1554,12.4089,0.0,-220292000.0,6.4887,2.8534,380655000.0,25.0397,4.1513,0.0,0.0916,0.0,4.1513,0.0014,427.5324,0.0916,26.3138,0.9509,0.0958,0.3018,,0.0,622999500.0,124.7613,16932000.0,6.5137,-10.6038,93615000.0,-76358000.0,1.1474,4.7581,1.3089,0.2143,287.4448,-1.0685,5.8423,0.0,0.0,11.9938,-0.569,0.9509,2.8534,1.3675,0.2418,0.2102,0.4323,0.4708,0.0,0.0,2019,GAIN,
5,10.9765,1.8084,0.1229,0.0,0.0,0.0,5199500.0,0.0,0.1078,-0.0486,10.9765,0.0,-246876000.0,5.5961,-0.9213,327641000.0,36.6282,-11.0222,18.2091,0.0815,0.0,-11.0222,0.0166,149.9693,0.0815,21.5477,0.922,0.1036,0.4146,,0.0,563047000.0,-72.8121,5224500.0,5.6155,13.8553,-29730000.0,-110677000.0,-0.4899,5.383,3.6821,0.1852,20.4258,-0.5483,7.8499,0.0,0.0,11.2232,-0.756,0.922,-0.9213,1.04,-0.091,0.1858,0.216,0.7152,0.0,0.0,2018,GAIN,
6,9.9462,1.7137,0.1354,8.4212,0.0,0.0,4485500.0,0.0,0.0879,0.0627,9.9462,0.0,-205471000.0,5.2927,1.077,290052000.0,31.9652,8.4518,15.6122,0.1117,0.0,8.4518,0.0194,50.6254,0.1117,18.3217,0.9119,0.1019,0.4168,,0.0,509135000.0,-12.8749,2911000.0,5.3119,11.9336,32603000.0,-68699000.0,0.7283,6.0467,6.3033,0.1543,17.3852,-0.6516,7.0935,0.0,0.0,11.565,-0.7484,0.9119,1.077,0.8629,0.1187,0.1654,0.1372,0.7132,0.0,0.0,2017,GAIN,
7,9.2184,1.6835,0.1846,52.0532,0.0,0.0,5403500.0,0.0,0.0504,0.008,9.2184,0.0,-214037000.0,4.17,0.1349,276225500.0,31.7186,51.9327,25.7957,0.0969,0.0,51.9327,0.0189,62.9396,0.0969,13.0414,0.7615,0.1033,0.4446,,0.0,493298000.0,-164.842,3156000.0,4.1603,26.5355,4082000.0,-93357000.0,0.1642,8.561,6.0215,0.09,14.0885,-0.2662,7.3892,0.0,0.0,9.43,-1.0073,0.7615,0.1349,0.4878,0.0192,0.1168,0.138,0.8016,0.0,0.0,2016,GAIN,
8,10.2538,1.5617,0.1943,0.0,0.0,0.0,4686000.0,0.0,0.1233,-0.3438,10.2538,0.0,-198532000.0,4.7386,-3.6583,247133000.0,55.9118,-2.0219,11.9737,0.0911,0.0,-2.0219,0.0357,76.9128,0.0911,20.9369,0.7217,0.1023,0.0105,,0.0,407107500.0,-4.8214,2574500.0,4.7365,-0.0052,-97552000.0,-115371000.0,-1.9427,3.8947,5.5945,0.2032,12.6487,-0.4352,0.1911,0.0,0.0,8.8867,-1.0061,0.7217,-3.6583,1.2058,-0.4944,0.2568,0.1536,0.0186,0.0,0.0,2015,GAIN,
9,8.341,1.3697,0.3727,0.0,0.0,0.0,2989500.0,0.0,-0.0037,-0.1457,8.341,0.0,-96997000.0,6.0378,-1.2695,230900000.0,30.1248,-6.6224,12.1881,0.1869,0.0,-6.6224,0.0521,63.2415,0.1869,0.0,0.9915,0.1021,0.0,,0.0,355248500.0,-9.8346,2735500.0,6.1381,-0.5403,-33612000.0,-55955000.0,25.2912,0.0,4.4602,-0.0058,12.6493,0.0238,0.0,0.0,0.0,12.1305,-0.443,0.9915,-1.2695,-0.0366,-0.1535,-0.0048,0.1501,0.0,0.0,0.0,2014,GAIN,
0,12.2523,15.686,7.5114,12.575,-0.5645,0.255,31406500.0,-0.3718,0.0384,0.0066,12.2523,1.5121,-11484000.0,0.4915,0.6131,682234500.0,13.7874,10.8581,2.3406,2.9951,0.036,5.653,0.074,86.1426,4.2139,15.6637,0.6293,0.6779,0.2707,-31895000.0,0.0,1307394500.0,24.145,87388500.0,0.4244,-0.3701,34640000.0,491297000.0,1.3265,8.6629,4.0975,0.0735,5.0202,0.0915,6.4587,0.0,0.0057,28.2179,-0.0264,1.2496,1.1777,0.0566,0.0795,0.1154,0.0726,0.5271,154.5459,2.7271,2022,EZPW,131302000.0
1,12.0594,13.0875,7.8847,18.478,-0.4234,0.2746,24958500.0,-0.2539,0.007,-0.0052,12.0594,1.7273,16188000.0,0.5784,0.4097,660682500.0,14.6775,13.0772,2.4061,3.0232,0.0324,6.431,0.0355,117.6431,3.9388,6.5889,0.6277,0.5922,0.2496,-23601000.0,0.0,1231967000.0,31.6899,80886000.0,0.4094,-0.9937,22837000.0,455773000.0,5.3922,47.3125,3.4625,0.013,9.5814,0.0169,5.6721,0.0,0.0054,29.2306,0.0384,1.3009,0.8331,0.0118,0.0541,0.0211,0.0774,0.4703,144.648,2.7075,2021,EZPW,103440000.0
2,11.7355,14.8749,8.0248,13.5376,-0.5157,0.2642,26191000.0,-0.1976,-0.06,-0.0059,11.7355,2.5329,45354000.0,0.3382,0.3716,697038000.0,9.1297,4.1639,0.8918,3.5062,0.0347,1.7437,-0.0662,69.8625,4.4785,0.0,0.4286,0.7215,0.2099,-28526000.0,0.0,1140362500.0,-38.1809,74730500.0,0.104,-2.0076,20552000.0,460783000.0,-0.7169,0.0,4.999,-0.0982,0.0,-0.1322,4.542,0.0,-0.0062,31.4145,0.163,0.8357,0.8873,-0.0832,0.0739,-0.2465,0.0658,0.387,93.6897,2.7145,2020,EZPW,137623000.0
3,13.4611,15.3092,6.5322,5.5274,-0.7018,0.3401,31380500.0,-0.7999,0.0022,0.0269,13.4611,0.7209,267007000.0,0.422,1.1687,742178500.0,13.7008,3.6272,2.4548,4.3179,0.0458,2.2663,0.0472,80.6571,6.6504,3.4807,0.4799,0.7286,0.2202,-38839000.0,0.0,1162741000.0,9.2762,67957500.0,0.2769,-1.2861,64678000.0,514674000.0,40.7387,161.5,5.1912,0.0034,4.9905,0.0044,4.3113,0.0,0.0115,26.9986,0.7469,0.9499,1.8705,0.003,0.1809,0.0062,0.0751,0.3203,185.5672,2.0371,2019,EZPW,173176000.0
4,13.5781,14.914,8.8838,11.799,-0.7432,0.2852,31253500.0,-0.9395,0.0329,0.0093,13.5781,0.5849,247013000.0,0.7047,0.8908,699667000.0,13.9136,10.42,4.5865,1.98,0.0498,5.6803,0.0624,63.9877,2.8827,15.0358,0.774,0.7168,0.3357,-40474000.0,0.0,1133071500.0,29.1115,59750500.0,0.6223,-0.607,48507000.0,489422000.0,2.3867,14.2027,5.5331,0.0533,7.53,0.0662,7.6554,0.0,0.0133,25.9861,0.4316,1.4857,1.634,0.0459,0.0848,0.0704,0.066,0.5638,184.3708,2.0572,2018,EZPW,160704000.0
5,12.1623,13.7846,6.1488,20.5074,-0.4608,0.2803,31305000.0,-0.6952,0.0313,-0.0057,12.1623,0.6205,216520000.0,0.7037,0.473,627065500.0,15.3954,21.8067,6.2882,5.0318,0.0334,11.0462,0.0542,71.8951,8.0049,12.7065,0.7975,0.7451,0.278,-25001000.0,0.0,1003803500.0,34.7522,72914000.0,0.7483,-0.5486,25665000.0,508382000.0,1.6131,16.4407,4.2851,0.0501,10.552,0.0555,5.2489,0.0,0.0078,23.8924,0.4114,1.412,0.9338,0.042,0.0488,0.0608,0.0715,0.4316,180.3844,2.1209,2017,EZPW,147317500.0
6,10.9175,13.4217,4.2822,10.9741,-0.2435,0.2895,52072500.0,-0.116,-0.0743,0.0087,10.9175,1.9548,93104000.0,0.824,1.0078,625117950.0,15.5203,13.3936,5.1218,2.7809,0.0181,10.7876,0.0283,101.775,5.0764,0.0,1.0131,0.6726,0.2884,-13251000.0,0.0,1086117000.0,59.2075,97080000.0,1.0057,0.3524,54853000.0,387165000.0,-0.8435,0.0,3.1137,-0.1292,25.1836,-0.1812,5.2109,0.0,0.0073,14.0286,0.1547,1.9447,1.2513,-0.1105,0.0911,-0.1383,0.0932,0.4773,169.3218,2.2873,2016,EZPW,132154000.0
7,12.0663,13.2428,3.9767,6.0252,-0.4363,0.2375,71172000.0,-0.2509,-0.0686,0.0051,12.0663,1.2789,-21658000.0,0.4659,1.024,755567450.0,37.049,6.9814,4.9231,1.393,0.0329,4.8955,-0.0153,126.5202,2.462,0.0,0.5113,0.5539,0.1665,-23722000.0,0.0,1299767000.0,11.5333,102434000.0,0.5399,-0.2309,55676000.0,303627000.0,-0.8902,0.0,3.0945,-0.118,0.0,-0.2362,3.6413,0.0,0.0033,10.1163,-0.0646,0.8979,1.4604,-0.1239,0.166,-0.4814,0.1014,0.3018,142.8818,2.4173,2015,EZPW,131129500.0
8,15.792,13.7728,6.3762,8.6039,-0.2278,0.2926,61868000.0,-0.085,-0.0494,-0.0192,15.792,1.3698,79423000.0,0.7195,1.1518,875493500.0,33.8982,9.9332,3.7972,2.7968,0.0165,8.2932,0.0121,107.0425,4.2834,0.0,0.6275,0.5437,0.3035,-12333000.0,0.0,1371756000.0,17.0655,87925000.0,0.8307,0.5082,62368000.0,486649000.0,-1.1031,0.0,3.684,-0.0773,34.2386,-0.1143,7.9073,0.0,0.0092,12.0542,0.148,1.2128,1.3796,-0.0908,0.1162,-0.0878,0.1072,0.5007,155.7019,2.2861,2014,EZPW,141687500.0
0,13.414,4.5749,1.0881,6.3743,0.0328,0.0265,,1.3535,0.0052,0.0058,13.414,0.0325,-1306605000.0,1.541,1.106,881642000.0,0.0,29.8086,0.0,0.0125,-0.0072,30.7194,0.0093,17433.1345,1.0461,13.7893,0.5256,0.0376,0.338,2125000.0,,7892349000.0,39.2229,5745719500.0,7.2064,0.0,71674000.0,259743000.0,1.7042,11.1905,0.0205,0.0463,0.0,0.1325,42.0676,0.0,0.0164,0.0,-2.8599,0.6965,1.0732,0.1377,0.1569,0.0894,0.4258,3.1361,0.0,0.0,2023,KRNY,
1,12.6074,3.3874,1.433,9.9733,-0.0325,0.0277,,-1.1598,0.009,0.0104,12.6074,0.0373,-1304141000.0,3.2798,1.114,968472000.0,0.0,30.1076,0.0,0.0173,0.0096,29.2529,0.0232,72119.8369,0.9419,16.3293,0.8812,0.032,0.2192,-2308000.0,,7501809000.0,32.6274,5673781000.0,9.901,0.0,78993000.0,-340514000.0,1.2036,11.8191,0.0052,0.0697,0.0,-0.2352,23.8621,0.0,0.0264,0.0,-1.6554,1.1584,1.1465,0.2812,0.1003,0.0846,0.492,1.8927,0.0,0.0,2022,KRNY,
2,12.6591,3.145,0.8236,13.1602,-0.0074,0.0295,,0.1001,0.009,0.0086,12.6591,-0.1074,-1343853000.0,3.7996,0.908,1063560500.0,0.0,27.1658,0.0,0.0124,0.0023,26.9475,0.0266,40162.4178,0.8927,14.8094,0.944,0.0369,0.1532,-606000.0,,7020955000.0,55.6417,4957794000.0,7.8433,0.0,74811000.0,-588368000.0,1.1927,15.5195,0.0101,0.0595,0.0,-0.1189,13.5413,0.0,0.0299,0.0,-1.365,1.1885,0.9154,0.244,0.076,0.0644,0.4647,1.0697,0.0,0.0,2021,KRNY,
3,13.1561,3.0692,2.196,48.9938,-0.0675,0.0318,,1.4007,0.0067,-0.0115,13.1561,-0.0692,-993799000.0,2.6652,0.167,1105668000.0,0.0,184.6285,0.0,0.0408,0.022,131.4585,0.0123,19284.1478,1.0564,12.643,0.6218,0.0378,0.3029,-5565000.0,,6696502000.0,-65.498,4288946000.0,10.0436,0.0,13759000.0,249917000.0,0.4298,15.1481,0.0196,0.0407,0.0,0.1463,24.8415,0.0,0.0326,0.0,-1.4742,0.7755,0.2345,0.1778,0.0204,0.066,0.4383,1.8882,0.0,0.0,2020,KRNY,
4,12.379,2.7554,0.4276,37.1429,-0.0662,0.0326,,0.9552,0.0064,-0.0053,12.379,-0.111,-791454000.0,4.8814,0.3621,1197953500.0,0.0,76.0561,0.0,0.0094,0.024,64.2989,0.0106,18457.4208,1.1371,11.4415,1.0865,0.038,0.3322,-6029000.0,,6607351500.0,-55667.1045,4110607000.0,9.9954,0.0,32972000.0,568606000.0,0.9255,28.617,0.02,0.0352,0.0,0.0674,24.2052,0.0,0.0351,0.0,-0.6463,1.3442,0.4283,0.168,0.0269,0.0349,0.4496,1.9553,0.0,0.0,2019,KRNY,
5,15.3626,2.2364,1.5603,30.1625,-0.1001,0.033,,-1.8232,0.0034,-0.0033,15.3626,0.0806,-692407000.0,6.0142,0.4459,1162964500.0,0.0,59.2114,0.0,0.0316,0.0448,48.3552,0.0082,29655.4601,1.1338,9.1081,0.8755,0.0324,0.2992,-8268000.0,,5699000500.0,74.7507,3501674500.0,11.8064,0.0,36827000.0,545115000.0,2.3012,56.0417,0.0143,0.0169,0.0,0.0326,23.8372,0.0,0.0498,0.0,-0.6233,1.0563,0.546,0.1061,0.0332,0.0178,0.5079,1.5516,0.0,0.0,2018,KRNY,
6,12.4977,1.7785,0.9249,36.4158,-0.0477,0.0226,,-0.5056,0.004,-0.0004,12.4977,0.2016,-449549000.0,8.3499,0.4078,1102405000.0,0.0,57.52,0.0,0.0267,0.0268,51.4963,0.007,29282.2072,1.1303,7.6845,1.1882,0.0323,0.3045,-4035000.0,,4659093000.0,86.7036,2812289000.0,13.1889,0.0,34495000.0,381652000.0,2.0712,70.7143,0.013,0.0169,0.0,0.0442,17.3452,0.0,0.0454,0.0,-0.3579,1.3246,0.4555,0.1237,0.0275,0.0141,0.575,1.3879,0.0,0.0,2017,KRNY,
7,12.8096,1.536,2.2234,30.4626,-0.0243,0.0241,,-0.274,0.0036,0.0003,12.8096,0.2072,-488944000.0,8.1899,0.413,1157502000.0,0.0,41.6854,0.0,0.0739,0.0158,39.3669,0.0071,30831.3966,1.0626,6.9998,0.9821,0.0315,0.2316,-2179000.0,,4368623000.0,76.6756,2580241500.0,11.2072,0.0,36998000.0,168653000.0,2.4761,74.0,0.0124,0.0137,0.0,0.0764,11.6354,0.0,0.0211,0.0,-0.4338,1.0847,0.4373,0.115,0.0328,0.0135,0.6039,0.9083,0.0,0.0,2016,KRNY,
8,12.728,1.2427,3.7085,55.3277,-0.0218,0.0256,,-0.3484,0.0015,-0.009,12.728,0.1467,-632545000.0,8.9802,0.2017,831025500.0,0.0,67.8338,0.0,0.1379,0.0176,61.2099,0.0019,35388.3941,0.9885,3.9398,0.8768,0.0294,0.1349,-2002000.0,,3873598000.0,-226.4016,2472795500.0,11.01,0.0,18500000.0,-28383000.0,3.6422,205.9041,0.0103,0.0068,0.0,0.5213,6.2311,0.0,0.0224,0.0,-0.618,0.9667,0.2235,0.0494,0.0181,0.0049,0.7386,0.4896,0.0,0.0,2015,KRNY,
