,Net Aquisitions,Dividends Paid (Total),Change in other assets and liabilities,Other financial activities,Repayment/Issuance of Debt (Net),Capital Stock Change,Financing cash flow,Beginning Cash,Investments Change (Net),Net Income,Change in inventories,Stock Based Compensation,Dividends Paid (Common),Ending Cash,Issuance/Purchase of Shares,Assets Liabilities Change (Total),Accounts Receivable Change,Change in Cash,Non Cash Items (Other),Operating Cash Flow,Other investing activities,"Equity Repurchase (Common, Net)",Net Cash/Marketcap,Change in payables and accrued liability,Depreciation & Amortization,Short Term Investments Change (Net),Investing cash flow,Accounts Payable Change,Capital expenditures,Long-Term Investments Change (Net),Change in intangibles (net),year,ticker,Income tax paid,Exchange Rate Adjustment,Other operating activities,Discontinued Operations and Adjustments,"Equity Repurchase (Preffered, Net)",Dividends Paid (Preffered)
8,-348773000.0,-8699000.0,9704000.0,-22408000.0,453663000.0,-92197000.0,330359000.0,613304000.0,,74449000.0,-2260000.0,18858000.0,-8699000.0,741162000.0,-92197000.0,23214000.0,-15810000.0,127858000.0,1062000.0,200887000.0,0.0,-92197000.0,0.3011,-5598000.0,102162000.0,,-392348000.0,28120000.0,-43575000.0,,0.0,2014,BDC,9058000.0,-11040000.0,,,0.0,
9,-6244000.0,-6678000.0,20573000.0,-6642000.0,202852000.0,-96769000.0,92763000.0,395095000.0,,103313000.0,6872000.0,14854000.0,-6678000.0,613304000.0,-96769000.0,-35430000.0,-18132000.0,218209000.0,2267000.0,164601000.0,0.0,-96769000.0,0.2439,31690000.0,94451000.0,,-43284000.0,12994000.0,-37040000.0,,0.0,2013,BDC,-89427000.0,4129000.0,,,0.0,
0,,,1200000.0,-6940000.0,13641000.0,7561000.0,621000.0,352519000.0,131464000.0,-268839000.0,,216542000.0,0.0,297395000.0,7561000.0,-72165000.0,-54517000.0,-55124000.0,219225000.0,-115691000.0,-7940000.0,7561000.0,-0.343,3193000.0,6088000.0,,59946000.0,-22041000.0,-71518000.0,131464000.0,,2023,AI,,,0.0,,,
1,,,-49533000.0,-105000.0,-3266000.0,5816000.0,5711000.0,116255000.0,321306000.0,-192065000.0,,113441000.0,0.0,352519000.0,5816000.0,-18814000.0,-14156000.0,236264000.0,119227000.0,-86462000.0,-500000.0,5816000.0,-0.4912,10394000.0,5190000.0,,317015000.0,34481000.0,-4291000.0,321306000.0,,2022,AI,,,0.0,,,
2,,,8076000.0,844680000.0,26003000.0,16673000.0,887356000.0,33604000.0,-765523900.0,-55696000.0,,21740000.0,0.0,116255000.0,16673000.0,-11029000.0,-34690000.0,82651000.0,24875000.0,-37553000.0,0.0,16673000.0,-0.2455,8135000.0,4297000.0,,-767152000.0,7450000.0,-1628000.0,-765523900.0,,2021,AI,,,0.0,,,
3,,,-37026000.0,11730000.0,75169000.0,119851000.0,119851000.0,99107000.0,-121194000.0,-69378000.0,,8310000.0,0.0,33604000.0,119851000.0,-4935000.0,32659000.0,-65503000.0,11730000.0,-61281000.0,-581000.0,119851000.0,-0.0824,651000.0,1302000.0,,-124073000.0,-1219000.0,-2879000.0,-121194000.0,,2020,AI,,,0.0,,,
4,,,35045000.0,4801000.0,51567000.0,54472000.0,54472000.0,175739000.0,-89417000.0,-33346000.0,,4267000.0,0.0,99107000.0,54472000.0,-6881000.0,-46144000.0,-76632000.0,4801000.0,-34876000.0,0.0,54472000.0,-0.0824,4170000.0,550000.0,,-96228000.0,48000.0,-6811000.0,-89417000.0,,2019,AI,,,0.0,,,
5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,2017,AI,,,0.0,,,
0,0.0,0.0,39198000.0,-1940000.0,119375000.0,25432000.0,142867000.0,103960000.0,19359000.0,-150920000.0,,38830000.0,0.0,150381000.0,25432000.0,-2013000.0,-37922000.0,46421000.0,39042000.0,-106551000.0,,25432000.0,-0.0341,-3289000.0,7340000.0,,10264000.0,,-9095000.0,19359000.0,,2022,APPN,,-159000.0,,,,0.0
1,-30729000.0,0.0,27582000.0,24333000.0,1544000.0,2786000.0,2786000.0,112462000.0,78723000.0,-88641000.0,,23844000.0,0.0,103960000.0,2786000.0,5145000.0,-33904000.0,-8502000.0,23835000.0,-53918000.0,,2786000.0,-0.0216,11467000.0,5743000.0,,41936000.0,,-6058000.0,78723000.0,,2021,APPN,,694000.0,,,,0.0
2,-6138000.0,0.0,41680000.0,107914000.0,-3822000.0,6376000.0,110468000.0,159755000.0,-145968000.0,-33477000.0,,15279000.0,0.0,112462000.0,6376000.0,3883000.0,-33559000.0,-47293000.0,16123000.0,-7620000.0,,6376000.0,-0.0147,-4238000.0,5851000.0,,-153357000.0,,-1251000.0,-145968000.0,,2020,APPN,,3216000.0,,,,0.0
3,0.0,0.0,17299000.0,101303000.0,-653000.0,4899000.0,105549000.0,94930000.0,0.0,-50714000.0,,16443000.0,0.0,159755000.0,4899000.0,20692000.0,7432000.0,64825000.0,16354000.0,-8926000.0,,4899000.0,-0.0608,-4039000.0,4742000.0,,-32421000.0,,-32421000.0,0.0,,2019,APPN,,623000.0,,,,0.0
4,0.0,0.0,15937000.0,57829000.0,0.0,3133000.0,60962000.0,73758000.0,0.0,-49451000.0,,16054000.0,0.0,94930000.0,3133000.0,66000.0,-23332000.0,21172000.0,16043000.0,-31321000.0,,3133000.0,-0.0572,7461000.0,2021000.0,,-7010000.0,,-7010000.0,0.0,,2018,APPN,,-1459000.0,,,,0.0
5,0.0,-7565000.0,13069000.0,77789000.0,-20384000.0,1108000.0,50948000.0,31143000.0,0.0,-31007000.0,,12976000.0,0.0,73758000.0,1108000.0,7481000.0,-9716000.0,42615000.0,13512000.0,-9128000.0,,1108000.0,-0.045,4128000.0,886000.0,,-433000.0,,-433000.0,0.0,,2017,APPN,,1228000.0,,,,-7565000.0
6,0.0,0.0,14723000.0,207000.0,10000000.0,0.0,10000000.0,31393000.0,0.0,-12461000.0,,0.0,0.0,31143000.0,0.0,4856000.0,-11154000.0,-250000.0,-915000.0,-7756000.0,,0.0,0.0,1287000.0,764000.0,,-984000.0,,-984000.0,0.0,,2016,APPN,,-1510000.0,,,,0.0
7,0.0,0.0,9674000.0,0.0,10000000.0,0.0,10000000.0,24992000.0,0.0,-6987000.0,,0.0,0.0,31393000.0,0.0,4093000.0,-6639000.0,6401000.0,-14000.0,-2145000.0,,0.0,0.0,1058000.0,763000.0,,-524000.0,,-524000.0,0.0,,2015,APPN,,-930000.0,,,,0.0
0,0.0,,-175231000.0,-3263000.0,17686000.0,-328722000.0,-314299000.0,650026000.0,-2000000.0,240384000.0,-651118000.0,39608000.0,0.0,529857000.0,-328722000.0,-95939000.0,47483000.0,-120169000.0,75778000.0,330854000.0,500000.0,-328722000.0,-0.0648,124099000.0,110631000.0,-2000000.0,-132214000.0,558828000.0,-130214000.0,0.0,,2022,SANM,,-4510000.0,0.0,,,
1,-21408000.0,,48699000.0,12842000.0,-16252000.0,-61066000.0,-77318000.0,480526000.0,-2705000.0,249546000.0,-157278000.0,34976000.0,0.0,650026000.0,-61066000.0,-59577000.0,-145810000.0,169500000.0,38717000.0,338342000.0,5000000.0,-61066000.0,-0.127,-49022000.0,109656000.0,-2705000.0,-91325000.0,243834000.0,-72212000.0,0.0,,2021,SANM,,-199000.0,-1371000.0,,,
2,0.0,,26723000.0,34405000.0,-39048000.0,-171232000.0,-210280000.0,454741000.0,0.0,133169000.0,24377000.0,26235000.0,0.0,480526000.0,-171232000.0,6991000.0,81914000.0,25785000.0,37768000.0,300555000.0,0.0,-171232000.0,-0.071,-19383000.0,122627000.0,0.0,-64409000.0,-106640000.0,-64409000.0,30000000.0,,2020,SANM,,-81000.0,-239000.0,,,
3,0.0,,-10796000.0,-2727000.0,-218416200.0,925000.0,-220218000.0,419528000.0,-499000.0,141515000.0,121383000.0,30844000.0,0.0,454741000.0,925000.0,36770000.0,54947000.0,35213000.0,85512000.0,382965000.0,0.0,925000.0,-0.0313,53757000.0,116949000.0,-499000.0,-127641000.0,-182521000.0,-127142000.0,-499000.0,,2019,SANM,,107000.0,2219000.0,,,
4,0.0,,19157000.0,-1701000.0,126584000.0,-153218000.0,-28335000.0,406661000.0,-2019000.0,-95533000.0,-324168000.0,32825000.0,0.0,419528000.0,-153218000.0,-105666000.0,-69076000.0,12867000.0,206416000.0,156424000.0,-3720000.0,-153218000.0,0.0995,268421000.0,149430000.0,-2019000.0,-116178000.0,268421000.0,-114159000.0,-2019000.0,,2018,SANM,,956000.0,1777000.0,,,
5,0.0,,12303000.0,-2262000.0,16584000.0,-149815000.0,-135493000.0,398288000.0,0.0,138833000.0,-104468000.0,37920000.0,0.0,406661000.0,-149815000.0,-86623000.0,-136072000.0,8373000.0,75812000.0,250961000.0,-2262000.0,-149815000.0,0.0255,10966000.0,118751000.0,0.0,-107898000.0,130648000.0,-107898000.0,0.0,,2017,SANM,,803000.0,4188000.0,,,
6,-58878000.0,,68000.0,28494000.0,-107396200.0,-124025000.0,-231421000.0,412253000.0,0.0,187838000.0,5614000.0,26907000.0,0.0,398288000.0,-124025000.0,78703000.0,-36913000.0,-13965000.0,10078000.0,390116000.0,0.0,-124025000.0,0.03,14741000.0,111910000.0,0.0,-174538000.0,95193000.0,-115660000.0,0.0,,2016,SANM,,1878000.0,1587000.0,,,
7,-13887000.0,,11117000.0,1492000.0,-24215200.0,-104038000.0,-126761000.0,466607000.0,0.0,377261000.0,-13726000.0,20653000.0,0.0,412253000.0,-104038000.0,-81591000.0,40207000.0,-54354000.0,-221621000.0,174896000.0,0.0,-104038000.0,0.0716,-2290000.0,100567000.0,0.0,-102423000.0,-116899000.0,-88536000.0,0.0,,2015,SANM,,-66000.0,280000.0,,,
8,-79508000.0,,-14515000.0,20872000.0,-64521000.0,-59378000.0,-103027000.0,402875000.0,1104000.0,197165000.0,-81238000.0,18789000.0,0.0,466607000.0,-59378000.0,55016000.0,-35769000.0,63732000.0,-40055000.0,307382000.0,0.0,-59378000.0,0.0448,12202000.0,97677000.0,0.0,-141890000.0,174336000.0,-63486000.0,1104000.0,,2014,SANM,,1267000.0,-2421000.0,,,
0,0.0,,34375000.0,-7833000.0,-12000.0,15261000.0,7416000.0,165017000.0,-1461000.0,-124717000.0,,119902000.0,0.0,207804000.0,15261000.0,39536000.0,-9050000.0,42787000.0,118262000.0,78204000.0,-1000000.0,15261000.0,0.2621,3741000.0,45123000.0,,-39988000.0,7977000.0,-37527000.0,-1461000.0,,2022,RPD,2493000.0,-2845000.0,,,0.0,
1,-358420000.0,,59681000.0,-28462000.0,279004000.0,13591000.0,264133000.0,173617000.0,54906000.0,-146334000.0,,102579000.0,0.0,165017000.0,13591000.0,55063000.0,-25475000.0,-8600000.0,107705000.0,53917000.0,-3000000.0,13591000.0,0.092,19205000.0,37483000.0,,-325378000.0,-2077000.0,-18864000.0,54906000.0,,2021,RPD,3729000.0,-1272000.0,,,0.0,
2,-125826000.0,,15093000.0,-9511000.0,195544000.0,14892000.0,200925000.0,123413000.0,-10529000.0,-98849000.0,,63888000.0,0.0,173617000.0,14892000.0,-3466000.0,-24380000.0,50204000.0,67053000.0,4887000.0,-9071000.0,14892000.0,0.0165,8640000.0,40149000.0,,-156287000.0,-2394000.0,-19932000.0,-10529000.0,,2020,RPD,-425000.0,679000.0,,,0.0,
3,-14607000.0,,-6311000.0,-6952000.0,0.0,15740000.0,8788000.0,99565000.0,66933000.0,-53845000.0,,40664000.0,0.0,123413000.0,15740000.0,-15242000.0,-14800000.0,23848000.0,40626000.0,-1420000.0,-6952000.0,15740000.0,-0.0173,4759000.0,27041000.0,,16811000.0,92000.0,-35515000.0,66933000.0,,2019,RPD,1018000.0,-331000.0,,,0.0,
4,-14460000.0,,9793000.0,-2197000.0,196211000.0,42150000.0,236164000.0,51762000.0,-163195000.0,-55545000.0,,27593000.0,0.0,99565000.0,42150000.0,18168000.0,-1685000.0,47803000.0,28515000.0,6066000.0,-2197000.0,42150000.0,-0.0553,6018000.0,14928000.0,,-193733000.0,3675000.0,-16078000.0,-163195000.0,,2018,RPD,367000.0,-694000.0,,,0.0,
5,-14717000.0,,55363000.0,-1494000.0,0.0,8762000.0,7268000.0,53148000.0,-1518000.0,-45470000.0,,19541000.0,0.0,51762000.0,8762000.0,33697000.0,-25217000.0,-1386000.0,17431000.0,13286000.0,-1494000.0,8762000.0,-0.0901,6758000.0,7628000.0,,-22221000.0,-2257000.0,-5986000.0,-1518000.0,,2017,RPD,-950000.0,281000.0,,,0.0,
6,0.0,,35225000.0,-5419000.0,-68000.0,6648000.0,1161000.0,86553000.0,-38976000.0,-49000000.0,,17316000.0,0.0,53148000.0,6648000.0,32785000.0,-6195000.0,-33405000.0,18602000.0,9112000.0,-5419000.0,6648000.0,-0.1075,1578000.0,6725000.0,,-43475000.0,1619000.0,-4499000.0,-38976000.0,,2016,RPD,558000.0,-203000.0,,,0.0,
7,-38811000.0,,43081000.0,0.0,-18793000.0,113579000.0,94786000.0,36823000.0,0.0,-49857000.0,,10685000.0,0.0,86553000.0,113579000.0,28992000.0,-18370000.0,49730000.0,12477000.0,-1907000.0,0.0,113579000.0,-0.1854,6702000.0,6481000.0,,-42947000.0,-2302000.0,-4136000.0,0.0,,2015,RPD,-119000.0,-202000.0,,,0.0,
8,0.0,,22475000.0,-856000.0,-256000.0,27781000.0,26669000.0,20612000.0,0.0,-32627000.0,,2159000.0,0.0,36823000.0,27781000.0,21642000.0,-7127000.0,16211000.0,2936000.0,-3356000.0,0.0,-3037000.0,-0.0306,3534000.0,4693000.0,,-7082000.0,567000.0,-7082000.0,0.0,,2014,RPD,2193000.0,-20000.0,,,30818000.0,
9,0.0,,12073000.0,-1635000.0,17700000.0,257000.0,16322000.0,7667000.0,0.0,-18873000.0,,2047000.0,0.0,20612000.0,257000.0,13011000.0,-4012000.0,12945000.0,2618000.0,-613000.0,0.0,257000.0,-0.0306,2971000.0,2631000.0,,-2778000.0,1064000.0,-2778000.0,0.0,,2013,RPD,915000.0,14000.0,,,0.0,
0,-95995800.0,0.0,-11012700.0,-4236600.0,-15718800.0,6707200.0,-13248200.0,196116100.0,0.0,113428700.0,0.0,37412500.0,0.0,198401200.0,6707200.0,-19361500.0,-4742500.0,2285100.0,16263300.0,149994400.0,-21288900.0,6707200.0,-0.0402,-14597000.0,39663900.0,,-133531100.0,-14619000.0,-16246400.0,,,2023,DAVA,,-930000.0,0.0,,,
1,-13795500.0,0.0,-1719900.0,-993000.0,-17630400.0,11864100.0,-6759300.0,93022600.0,0.0,110605100.0,0.0,46595200.0,0.0,216711100.0,11864100.0,-28978100.0,-49258700.0,123688500.0,40501400.0,160689100.0,244900.0,11864100.0,-0.0301,20250300.0,38560600.0,,-31780000.0,20280600.0,-18229400.0,,,2022,DAVA,,1538800.0,0.0,,,
2,-148036900.0,0.0,-4044000.0,-919200.0,-15158900.0,35000.0,-16043100.0,136376000.0,0.0,58467200.0,0.0,32876300.0,0.0,94056900.0,35000.0,-28748400.0,-25683800.0,-42319100.0,55352800.0,118913000.0,11866800.0,35000.0,-0.0011,-2495600.0,33841300.0,,-144137800.0,-3064600.0,-7967700.0,,,2021,DAVA,,-1051100.0,0.0,,,
3,-30071300.0,0.0,-1771500.0,74400.0,-12848800.0,39097400.0,26323000.0,88472900.0,0.0,26993700.0,0.0,19747900.0,0.0,127753100.0,39097400.0,-9782500.0,-17802500.0,39280200.0,9918700.0,50738400.0,4775900.0,39097400.0,-0.0242,8008800.0,23608500.0,,-37506300.0,8019900.0,-12210900.0,,,2020,DAVA,,-274900.0,0.0,,,
4,-4142400.0,0.0,-4853300.0,1864800.0,-25942800.0,58184000.0,34106000.0,19473600.0,0.0,31067500.0,0.0,15557700.0,0.0,90809600.0,58184000.0,-14902900.0,-21149500.0,71336000.0,19355900.0,45743900.0,616000.0,58184000.0,-0.0431,6247200.0,10223400.0,,-13007000.0,6246600.0,-9480600.0,,,2019,DAVA,,4493100.0,0.0,,,
5,-38746500.0,0.0,0.0,-573800.0,-13882200.0,0.0,-14456000.0,31750100.0,0.0,25559300.0,21100.0,2027200.0,0.0,20269700.0,0.0,9212100.0,-8599200.0,-11480500.0,2560600.0,45776500.0,3201800.0,0.0,0.0056,17791200.0,8444300.0,,-42823800.0,17811400.0,-7279200.0,,,2018,DAVA,,22900.0,0.0,,,
6,-17511400.0,0.0,175000.0,3212600.0,17179100.0,-1572700.0,18819000.0,16420700.0,0.0,21348000.0,80500.0,1083100.0,0.0,29895100.0,-1572700.0,-6351600.0,-9636500.0,13474400.0,-1813700.0,18694700.0,996900.0,-1572700.0,0.0056,3283900.0,5512000.0,,-24730600.0,3284900.0,-8216000.0,,,2017,DAVA,,691200.0,0.0,,,
7,-6680000.0,-26670000.0,-410400.0,2690000.0,17210000.0,0.0,-6770000.0,19600000.0,0.0,24510000.0,179100.0,0.0,0.0,18990000.0,0.0,-11230000.0,-10096600.0,-610000.0,0.0,15990000.0,30000.0,0.0,0.0056,-1325300.0,4230000.0,,-10650000.0,0.0,-4000000.0,,,2016,DAVA,,830000.0,-1520000.0,,,
0,0.0,,50361000.0,-63000.0,,-135516000.0,-135579000.0,267507000.0,-2045000.0,-35774000.0,,105746000.0,0.0,287778000.0,-135516000.0,14255000.0,-11596000.0,20271000.0,158858000.0,170288000.0,0.0,-135516000.0,-0.1085,-24213000.0,32949000.0,0.0,-5286000.0,-297000.0,-3241000.0,-2045000.0,,2023,CVLT,,-9152000.0,,,,
1,-16894000.0,,19267000.0,-609000.0,,-275479000.0,-276088000.0,397237000.0,-4139000.0,33624000.0,,105163000.0,0.0,267507000.0,-275479000.0,9356000.0,-20371000.0,-129730000.0,104911000.0,177180000.0,500000.0,-275479000.0,-0.0834,10400000.0,29289000.0,0.0,-24444000.0,60000.0,-3911000.0,-4139000.0,,2022,CVLT,,-6378000.0,,,,
2,0.0,,8192000.0,6664000.0,,-76634000.0,-69970000.0,337673000.0,-53798000.0,1720000.0,,64196000.0,0.0,288107000.0,-76634000.0,11470000.0,1760000.0,-49566000.0,48810000.0,84413000.0,-2111000.0,-76634000.0,-0.1986,1972000.0,22413000.0,-49136000.0,-62189000.0,-454000.0,-6280000.0,-4662000.0,,2016,CVLT,,-1820000.0,,,,
3,0.0,,17501000.0,145535000.0,,-74738000.0,-74738000.0,296082000.0,43645000.0,-30954000.0,,84833000.0,0.0,397237000.0,-74738000.0,-6412000.0,-34622000.0,101155000.0,127125000.0,123955000.0,0.0,-74738000.0,-0.1244,10660000.0,34196000.0,43645000.0,35469000.0,49000.0,-8176000.0,0.0,,2021,CVLT,,16469000.0,,,,
4,-157495000.0,,-25381000.0,82583000.0,,-39403000.0,-39403000.0,327992000.0,86693000.0,-5645000.0,,65888000.0,0.0,296082000.0,-39403000.0,-3756000.0,26096000.0,-31910000.0,63083000.0,88464000.0,0.0,-39403000.0,-0.1744,-1997000.0,34782000.0,86693000.0,-74005000.0,-2474000.0,-3203000.0,0.0,,2020,CVLT,,-6966000.0,,,,
5,0.0,,14092000.0,97835000.0,,-90713000.0,-90713000.0,330784000.0,1299000.0,3561000.0,,80487000.0,0.0,327992000.0,-90713000.0,-3440000.0,-24092000.0,-2792000.0,80651000.0,110180000.0,0.0,-90713000.0,-0.1524,5075000.0,29408000.0,1299000.0,-5261000.0,1485000.0,-6560000.0,0.0,,2019,CVLT,,-16998000.0,,,,
6,0.0,,7178000.0,94337000.0,,-82104000.0,-82104000.0,329491000.0,-10944000.0,-61900000.0,,74129000.0,0.0,330784000.0,-82104000.0,-13790000.0,-25082000.0,1293000.0,131487000.0,84169000.0,0.0,-82104000.0,-0.1612,3496000.0,28372000.0,-10944000.0,-17991000.0,618000.0,-7047000.0,0.0,,2018,CVLT,,17219000.0,,,,
7,0.0,,18548000.0,6242000.0,,-28677000.0,-22435000.0,288107000.0,-21621000.0,-508000.0,,73928000.0,0.0,329491000.0,-28677000.0,17074000.0,-16372000.0,41384000.0,57176000.0,100039000.0,6242000.0,-28677000.0,-0.1983,15088000.0,26297000.0,-21621000.0,-28045000.0,-190000.0,-6424000.0,0.0,,2017,CVLT,,-8175000.0,,,,
8,0.0,,23100000.0,3795000.0,,-137435000.0,-133640000.0,457733000.0,-24960000.0,25650000.0,,60663000.0,0.0,337673000.0,-137435000.0,29473000.0,-6581000.0,-120060000.0,59678000.0,123847000.0,-59297000.0,-137435000.0,-0.1951,13221000.0,9046000.0,-24960000.0,-90041000.0,-267000.0,-5784000.0,0.0,,2015,CVLT,,-20226000.0,,,,
9,0.0,,27499000.0,28337000.0,,-32415000.0,-4078000.0,433964000.0,-23028000.0,64064000.0,,49124000.0,0.0,457733000.0,-32415000.0,34509000.0,-33482000.0,23769000.0,14357000.0,119137000.0,-62214000.0,-32415000.0,-0.1582,43187000.0,6207000.0,-23028000.0,-90158000.0,-2695000.0,-4916000.0,0.0,,2014,CVLT,,-1132000.0,,,,
0,-31730000.0,0.0,-16167000.0,-1500000.0,-12723000.0,-74824000.0,-76324000.0,710621000.0,-5010000.0,55631000.0,-40308000.0,52654000.0,0.0,622879000.0,-74824000.0,-47883000.0,-24346000.0,-87742000.0,3299000.0,56901000.0,-2939000.0,-74824000.0,-0.0487,32938000.0,45854000.0,0.0,-68319000.0,,-28640000.0,-5010000.0,0.0,2022,ALRM,,,,,,0.0
1,0.0,0.0,-19530000.0,-21334000.0,390000000.0,5704000.0,374370000.0,253459000.0,-5000000.0,51175000.0,-31443000.0,38694000.0,0.0,710621000.0,5704000.0,-35496000.0,-23941000.0,457162000.0,31008000.0,103157000.0,59000.0,5704000.0,-0.0651,39418000.0,56470000.0,0.0,-20365000.0,,-11062000.0,-5000000.0,-4362000.0,2021,ALRM,,,,,,0.0
2,-29596000.0,0.0,-11272000.0,-1538000.0,47000000.0,6562000.0,52024000.0,119629000.0,25687000.0,76660000.0,-10647000.0,29176000.0,0.0,253459000.0,6562000.0,-18236000.0,-10098000.0,133830000.0,6258000.0,102080000.0,826000.0,6562000.0,-0.0264,13781000.0,37398000.0,0.0,-20274000.0,,-16141000.0,25687000.0,-1050000.0,2020,ALRM,,,,,,0.0
3,-59683000.0,0.0,-12319000.0,20412000.0,-4000000.0,3870000.0,-130000.0,146061000.0,0.0,53330000.0,-6976000.0,20603000.0,0.0,119629000.0,3870000.0,-52548000.0,-22273000.0,-26432000.0,15788000.0,47112000.0,5593000.0,3870000.0,-0.0235,-10980000.0,30542000.0,0.0,-73414000.0,,-19324000.0,0.0,0.0,2019,ALRM,,,,,,0.0
4,0.0,0.0,-3145000.0,18688000.0,-4000000.0,6399000.0,2399000.0,96329000.0,0.0,21524000.0,-8813000.0,13429000.0,0.0,146061000.0,6399000.0,9359000.0,-9298000.0,49732000.0,7098000.0,60710000.0,-1287000.0,6399000.0,-0.0312,30615000.0,22729000.0,0.0,-13377000.0,,-11015000.0,0.0,-1075000.0,2018,ALRM,,,,,,0.0
5,-154289000.0,0.0,-2745000.0,-438000.0,64300000.0,3441000.0,67303000.0,140634000.0,-42000.0,29251000.0,-3335000.0,7413000.0,0.0,96329000.0,3441000.0,-4217000.0,-1911000.0,-44305000.0,13357000.0,57187000.0,-4000000.0,3441000.0,-0.0133,3774000.0,18796000.0,0.0,-168795000.0,,-10464000.0,-42000.0,0.0,2017,ALRM,,,,,,0.0
6,0.0,0.0,3024000.0,-548000.0,0.0,1650000.0,1102000.0,128358000.0,-139000.0,10154000.0,-4068000.0,4001000.0,0.0,140634000.0,1650000.0,-1767000.0,-11181000.0,12276000.0,6834000.0,22600000.0,-632000.0,1650000.0,-0.1047,10458000.0,7379000.0,0.0,-11426000.0,,-9055000.0,-139000.0,-1600000.0,2016,ALRM,,,,,,0.0
7,-5632000.0,-20000000.0,6787000.0,-3049000.0,0.0,98448000.0,75399000.0,42572000.0,-247000.0,11768000.0,378000.0,3347000.0,-1070000.0,128358000.0,98448000.0,7221000.0,-5910000.0,85786000.0,2723000.0,28019000.0,-406000.0,98448000.0,-0.2976,5966000.0,6307000.0,0.0,-17632000.0,,-10347000.0,-247000.0,-1000000.0,2015,ALRM,,,,,,-18930000.0
8,-3186000.0,0.0,50000.0,-1329000.0,-1124000.0,2095000.0,-358000.0,33583000.0,2000000.0,13502000.0,-4334000.0,3267000.0,0.0,42572000.0,2095000.0,-7738000.0,-3898000.0,8989000.0,5609000.0,15635000.0,1790000.0,2095000.0,-0.685,444000.0,4262000.0,2000000.0,-6288000.0,,-6892000.0,0.0,0.0,2014,ALRM,,,,,,0.0
9,-8148000.0,0.0,552000.0,160000.0,-1500000.0,780000.0,-560000.0,41920000.0,-6516000.0,4524000.0,-1412000.0,841000.0,0.0,33583000.0,780000.0,-4369000.0,-8678000.0,-8337000.0,-4328000.0,10654000.0,-1492000.0,780000.0,-0.685,5169000.0,14827000.0,-2000000.0,-18431000.0,,-2275000.0,-4516000.0,0.0,2013,ALRM,,,,,,0.0
0,-373818000.0,-18670000.0,81910000.0,-1483000.0,-18047000.0,46640000.0,8440000.0,367670000.0,0.0,4432000.0,20870000.0,14982000.0,0.0,133901000.0,46640000.0,44343000.0,-76984000.0,-233769000.0,-15198000.0,141493000.0,-1483000.0,48533000.0,0.219,1024000.0,107916000.0,,-384437000.0,12667000.0,-10619000.0,0.0,0.0,2022,ARRY,4856000.0,735000.0,0.0,,-1893000.0,-18670000.0
1,0.0,-8051000.0,-71624000.0,-68861000.0,280096000.0,334564000.0,537748000.0,108441000.0,-11975000.0,-50403000.0,-88184000.0,13757000.0,0.0,367670000.0,334564000.0,-261156000.0,-116848000.0,259229000.0,7390000.0,-263187000.0,-7810000.0,341759000.0,0.1705,9133000.0,40982000.0,,-15332000.0,7015000.0,-3357000.0,-11975000.0,0.0,2021,ARRY,-648000.0,0.0,0.0,,-7195000.0,-8051000.0
2,0.0,-589000000.0,-202859000.0,-631475000.0,356670000.0,145532000.0,-129273000.0,361257000.0,0.0,59073000.0,28340000.0,4809000.0,0.0,108441000.0,145532000.0,-246823000.0,-23038000.0,-252816000.0,34705000.0,-122205000.0,-6464000.0,145532000.0,0.061,10913000.0,30840000.0,,-1338000.0,-50519000.0,-1338000.0,0.0,0.0,2020,ARRY,-9660000.0,0.0,0.0,,0.0,0.0
3,0.0,0.0,309222000.0,133000.0,-64078000.0,0.0,-63945000.0,40826000.0,0.0,39745000.0,-94594000.0,799000.0,0.0,361257000.0,0.0,289308000.0,-40708000.0,320431000.0,25736000.0,386073000.0,133000.0,0.0,-0.0062,-1978000.0,31284000.0,,-1697000.0,105481000.0,-1697000.0,0.0,0.0,2019,ARRY,11885000.0,0.0,0.0,,0.0,0.0
4,0.0,0.0,4373000.0,46385000.0,4478000.0,0.0,50863000.0,8120000.0,0.0,-60764000.0,-10261000.0,0.0,0.0,40826000.0,0.0,31055000.0,19399000.0,32706000.0,-13459000.0,-11727000.0,50000000.0,0.0,-0.0062,11058000.0,31441000.0,,-6430000.0,6497000.0,-2073000.0,0.0,-4357000.0,2018,ARRY,-11000.0,0.0,0.0,,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2017,ARRY,0.0,0.0,0.0,,0.0,0.0
0,,,-11641000.0,-15362000.0,-3020000.0,-64125000.0,-79487000.0,1255381000.0,32637000.0,-184780000.0,,160743000.0,0.0,1191646000.0,-64125000.0,10284000.0,-21601000.0,-63735000.0,157400000.0,-12966000.0,-15362000.0,-64125000.0,-0.4627,22257000.0,4130000.0,32637000.0,28718000.0,21269000.0,-2319000.0,0.0,-1600000.0,2022,MQ,,,0.0,,0.0,
