,Net Aquisitions,Dividends Paid (Total),Change in other assets and liabilities,Other financial activities,Repayment/Issuance of Debt (Net),Capital Stock Change,Financing cash flow,Beginning Cash,Investments Change (Net),Net Income,Change in inventories,Stock Based Compensation,Dividends Paid (Common),Ending Cash,Issuance/Purchase of Shares,Assets Liabilities Change (Total),Accounts Receivable Change,Change in Cash,Non Cash Items (Other),Operating Cash Flow,Other investing activities,"Equity Repurchase (Common, Net)",Net Cash/Marketcap,Change in payables and accrued liability,Depreciation & Amortization,Short Term Investments Change (Net),Investing cash flow,Accounts Payable Change,Capital expenditures,Long-Term Investments Change (Net),Change in intangibles (net),year,ticker,Income tax paid,Exchange Rate Adjustment,Other operating activities,Discontinued Operations and Adjustments,"Equity Repurchase (Preffered, Net)",Dividends Paid (Preffered)
7,-348887000.0,0.0,11100000.0,242000.0,321937000.0,-817000.0,321362000.0,243000000.0,22055000.0,26513000.0,-2165000.0,18970000.0,0.0,218435000.0,-817000.0,-9692000.0,-9710000.0,-24565000.0,20530000.0,118111000.0,487000.0,-817000.0,0.1633,8365000.0,80760000.0,17956000.0,-459446000.0,-8617000.0,-133101000.0,4099000.0,,2015,DIOD,-8665000.0,-4592000.0,,,,
8,0.0,-1336000.0,-14121000.0,7361000.0,-47545000.0,5761000.0,-35759000.0,196635000.0,10562000.0,65633000.0,-2750000.0,14104000.0,-1336000.0,243000000.0,5761000.0,-14435000.0,1810000.0,46365000.0,5772000.0,134272000.0,2956000.0,5761000.0,-0.0865,2187000.0,77302000.0,10744000.0,-42768000.0,-9512000.0,-56286000.0,-182000.0,,2014,DIOD,7951000.0,-9380000.0,,,,
9,-124916000.0,0.0,-1846000.0,-9030000.0,118756000.0,2635000.0,112361000.0,157121000.0,-20857000.0,24104000.0,14860000.0,13551000.0,0.0,196635000.0,2635000.0,-14111000.0,-18241000.0,39514000.0,20442000.0,109891000.0,6366000.0,2635000.0,-0.0283,171000.0,79456000.0,-22922000.0,-186402000.0,-8594000.0,-46995000.0,2065000.0,,2013,DIOD,-461000.0,3664000.0,,,,
0,-31143000.0,,6972000.0,-11482000.0,-7750000.0,-295000.0,-19232000.0,86991000.0,,-27741000.0,,50267000.0,0.0,137981000.0,0.0,4883000.0,-5975000.0,50990000.0,49648000.0,149009000.0,-1392000.0,0.0,0.1666,9938000.0,122219000.0,,-77646000.0,-6052000.0,-45111000.0,,,2022,PWSC,,-1141000.0,0.0,,,
1,-333593000.0,,36253000.0,-14576000.0,-486352000.0,765627000.0,264699000.0,53246000.0,,-43065000.0,,25137000.0,0.0,86991000.0,765627000.0,49198000.0,7299000.0,33745000.0,23491000.0,143103000.0,-448000.0,765627000.0,0.2523,3381000.0,113479000.0,,-373501000.0,2265000.0,-39908000.0,,,2021,PWSC,,-556000.0,0.0,,,
2,-75753000.0,,22116000.0,10773000.0,31691000.0,-989000.0,30702000.0,39491000.0,,-46648000.0,,5592000.0,0.0,53246000.0,-989000.0,30521000.0,11566000.0,13755000.0,9837000.0,89454000.0,-989000.0,-989000.0,0.4478,-996000.0,95744000.0,,-107277000.0,-2165000.0,-31524000.0,,,2020,PWSC,,876000.0,0.0,,,
3,-170407000.0,,10607000.0,104536000.0,60239000.0,92976000.0,153215000.0,31935000.0,,-90729000.0,,5832000.0,0.0,39491000.0,92976000.0,54664000.0,24620000.0,7556000.0,1065000.0,54321000.0,92976000.0,92976000.0,0.4478,15914000.0,89321000.0,,-200834000.0,3523000.0,-30427000.0,,,2019,PWSC,,854000.0,0.0,,,
4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,2017,PWSC,,0.0,0.0,,,
0,0.0,-204950200.0,301994000.0,-42144200.0,1567167000.0,0.0,1362217000.0,2479118000.0,-721112600.0,-2236909000.0,273470400.0,,-204950200.0,1277254000.0,0.0,490439600.0,1244893000.0,-1201864000.0,1068289000.0,2107714000.0,39928700.0,,2.239,-694535800.0,3190220000.0,-18075400.0,-4690118000.0,-635381600.0,-3435501000.0,-703037200.0,-573433700.0,2022,LPL,,18323900.0,-404324900.0,,,
1,0.0,0.0,-193005900.0,790120715.0368,-2219523000.0,0.0,-2219522000.0,3796289000.0,-502713000.0,1200190000.0,-1213033000.0,,0.0,3187437000.0,0.0,-1116648000.0,-849502800.0,-608851800.0,1502258000.0,5178102000.0,3661200.0,,1.0484,139363200.0,4050631000.0,-33070500.0,-3836772000.0,999531000.0,-2768147000.0,-469642500.0,-569573100.0,2021,LPL,,269341200.0,-458329500.0,,,
2,0.0,-9668800.0,-228501600.0,138372800.0,616759400.0,158866590.1263,745463200.0,2668802000.0,-1132000.0,-56508800.0,-273941600.0,,-9668800.0,3374479000.0,0.0,-1353318000.0,-698626400.0,705676800.0,438588000.0,1829558000.0,140614400.0,,1.3206,-339686400.0,3307875000.0,-661600.0,-1855453000.0,187438400.0,-1725882000.0,-470400.0,-269053600.0,2020,LPL,,-13892000.0,-507077600.0,,,
3,0.0,-5232800.0,-205671200.0,221116800.0,3774438000.0,0.0,3990322000.0,1892018000.0,57751200.0,-2297662000.0,127579200.0,,-5232800.0,2668802000.0,0.0,-55078500.0,-845439200.0,776784800.0,2059514000.0,2165236000.0,225655200.0,,1.6276,-444496000.0,2956041000.0,12824000.0,-5404314000.0,1312949000.0,-5273231000.0,44927200.0,-414489600.0,2019,LPL,,25541600.0,-497577600.0,,,
4,0.0,-209293600.0,579801000.0,301758700.0,2594691000.0,0.0,2687156000.0,2368330000.0,558771000.0,-163293100.0,-694403700.0,,-209293600.0,2152170000.0,0.0,679098400.0,1136816000.0,-216159600.0,900434200.0,4080552000.0,-18021600.0,,0.9463,-485352100.0,3234654000.0,-9673300.0,-6984559000.0,142237500.0,-7098111000.0,568444300.0,-427196700.0,2018,LPL,,690700.0,-570341600.0,,,
5,0.0,-163539700.0,957606000.0,3804500.0,922628100.0,466708217.7401,762892900.0,1379100000.0,352703400.0,1713861000.0,-231905700.0,,-163539700.0,2302688000.0,0.0,1093700000.0,425971100.0,925588100.0,773633200.0,5984817000.0,-743200.0,,0.1941,-253082800.0,2844187000.0,-4794600.0,-5734311000.0,195111300.0,-5691055000.0,357498000.0,-395216200.0,2017,LPL,,-89811200.0,-440563800.0,,,
6,0.0,-161017200.0,324000.0,-15428700.0,453598100.0,496236536.8167,277152300.0,676495800.0,574212500.0,838357200.0,-88591500.0,,-161017200.0,1402826000.0,0.0,-946202400.0,-441697500.0,726330600.0,903238200.0,3276815000.0,32031900.0,,0.1939,-372995100.0,2719414000.0,32485500.0,-2870264000.0,-43242300.0,-3112093000.0,541727100.0,-364415400.0,2016,LPL,,42626700.0,-237991500.0,,,
7,-243083700.0,-161017200.0,7443900.0,87448500.0,-83479600.0,0.0,-157048200.0,800855100.0,-238237200.0,921110400.0,36996300.0,,-161017200.0,676495800.0,0.0,-2277560000.0,-920690100.0,-124359300.0,1214999000.0,2453919000.0,12638700.0,,0.1984,-384044400.0,3038271000.0,-24539400.0,-2458736000.0,-1017266000.0,-1725901000.0,-213697800.0,-264152700.0,2015,LPL,,37505700.0,-442900800.0,,,
8,8540000.0,0.0,0.0,-143570000.0,343140000.0,0.0,404650000.0,1021870000.0,15500000.0,917400000.0,0.0,,0.0,889830000.0,0.0,-2193460000.0,0.0,-132030000.0,0.0,2864520000.0,-3514970000.0,,0.1971,0.0,3222080000.0,0.0,-3451270000.0,0.0,39640000.0,0.0,0.0,2014,LPL,,50060000.0,918500000.0,,,
9,0.0,0.0,0.0,-952620000.0,65830000.0,0.0,-359700000.0,2151560000.0,-12620000.0,385450000.0,0.0,,0.0,940120000.0,0.0,-1247660000.0,0.0,-1211440000.0,0.0,3297990000.0,-972790000.0,,0.2181,0.0,3527750000.0,0.0,-4143970000.0,0.0,-3158560000.0,0.0,0.0,2013,LPL,,-5750000.0,632440000.0,,,
0,-50000000.0,-57187000.0,-142113000.0,-2864000.0,42000000.0,-82972000.0,-101023000.0,774108000.0,-153055000.0,430483000.0,-119595000.0,,-57187000.0,610825000.0,-82972000.0,-142113000.0,-26696000.0,-163283000.0,31927000.0,484288000.0,-1766000.0,-82972000.0,-0.1267,-61665000.0,163991000.0,-153055000.0,-528931000.0,0.0,-324110000.0,,,2022,VSH,,-17617000.0,0.0,,,
1,-20847000.0,-55751000.0,-83412000.0,-2763000.0,-300000.0,0.0,-58814000.0,619874000.0,7290000.0,298937000.0,-121492000.0,,-55751000.0,774108000.0,0.0,-83412000.0,-67707000.0,154234000.0,74542000.0,457104000.0,129000.0,0.0,-0.1394,61481000.0,167037000.0,7290000.0,-230483000.0,0.0,-217055000.0,,,2021,VSH,,-13573000.0,16226000.0,,,
2,-25852000.0,-54969000.0,17792000.0,-2616000.0,-151797000.0,0.0,-209382000.0,694133000.0,-42507000.0,123783000.0,-24204000.0,,-54969000.0,619874000.0,0.0,17792000.0,4662000.0,-74259000.0,-6028000.0,314938000.0,-529000.0,0.0,-0.1204,18485000.0,179391000.0,-42507000.0,-192084000.0,0.0,-123196000.0,,,2020,VSH,,12269000.0,3304000.0,,,
3,-11862000.0,-53444000.0,-11529000.0,-8702000.0,-27879000.0,0.0,-90025000.0,686032000.0,-30619000.0,164790000.0,18762000.0,,-53444000.0,694133000.0,0.0,-11529000.0,66158000.0,8101000.0,-35424000.0,296444000.0,3587000.0,0.0,-0.0921,-43791000.0,178607000.0,-30619000.0,-194958000.0,0.0,-156064000.0,,,2019,VSH,,-3360000.0,13341000.0,,,
4,-14880000.0,-46509000.0,-101817000.0,-18443000.0,-510980000.0,0.0,-575932000.0,748032000.0,460705000.0,346537000.0,-80182000.0,,-46509000.0,686032000.0,0.0,-101817000.0,-62433000.0,-62000000.0,-158846000.0,258506000.0,-2058000.0,0.0,-0.103,-2277000.0,172632000.0,460705000.0,269429000.0,-2277000.0,-174338000.0,,,2018,VSH,,-14003000.0,21194000.0,,,
5,-4100000.0,-37049000.0,-46407000.0,-8466000.0,7001000.0,-38684000.0,-77198000.0,471781000.0,138129000.0,-19560000.0,-55062000.0,,-37049000.0,748032000.0,-38684000.0,-46407000.0,-51152000.0,276251000.0,266614000.0,368777000.0,-4189000.0,-38684000.0,-0.2163,42291000.0,168130000.0,138129000.0,-34807000.0,42291000.0,-168747000.0,,,2017,VSH,,19479000.0,13044000.0,,,
6,0.0,-36725000.0,-31685000.0,-1249000.0,-81767000.0,-22803000.0,-142544000.0,475507000.0,-22649000.0,49373000.0,13760000.0,,-36725000.0,471781000.0,-22803000.0,-4206000.0,-4120000.0,-3726000.0,85810000.0,296509000.0,2942000.0,-22803000.0,-0.273,17839000.0,165532000.0,-22649000.0,-148641000.0,17839000.0,-128934000.0,,,2016,VSH,,-9050000.0,-1678000.0,,,
7,-6750000.0,-35417000.0,-27249000.0,-5057000.0,-10014000.0,0.0,-50488000.0,592172000.0,-140649000.0,-107733000.0,0.0,,-35417000.0,475507000.0,0.0,-27249000.0,0.0,-116665000.0,137560000.0,245991000.0,-4884000.0,0.0,-0.3696,0.0,243413000.0,-140649000.0,-297376000.0,0.0,-145093000.0,,,2015,VSH,,-14792000.0,1358000.0,,,
8,-197986000.0,-35388000.0,-23095000.0,-22938000.0,86005000.0,50000.0,27729000.0,640348000.0,3202000.0,117843000.0,-23753000.0,,-35388000.0,592172000.0,50000.0,-38240000.0,-731000.0,-48176000.0,34036000.0,297037000.0,617000.0,50000.0,-0.3175,0.0,183398000.0,3202000.0,-348252000.0,9339000.0,-154085000.0,,,2014,VSH,,-24690000.0,-2269000.0,,,
9,-23034000.0,0.0,-10009000.0,-8257000.0,24826000.0,0.0,16569000.0,697595000.0,-199199000.0,123769000.0,0.0,,0.0,640348000.0,0.0,-10009000.0,0.0,-57247000.0,4532000.0,292070000.0,-176000.0,0.0,-0.4093,0.0,173778000.0,-199199000.0,-370805000.0,0.0,-148396000.0,,,2013,VSH,,4919000.0,-7009000.0,,,
0,-17140000.0,,-2013000.0,-6265000.0,-25939000.0,8234000.0,-23970000.0,389360000.0,,-39347000.0,,30259000.0,0.0,351177000.0,8234000.0,4425000.0,-323000.0,-38183000.0,26246000.0,5427000.0,-453000.0,8234000.0,-0.1347,6761000.0,14103000.0,,-24663000.0,,-7070000.0,,,2022,FLYW,,5023000.0,0.0,,0.0,
1,-56111000.0,,-7182000.0,-8784000.0,939000.0,335357000.0,327512000.0,109052000.0,,-28085000.0,,18928000.0,0.0,389360000.0,335357000.0,3461000.0,-587000.0,280308000.0,32512000.0,17131000.0,-3800000.0,275622000.0,-0.1327,11230000.0,9243000.0,,-62914000.0,,-6803000.0,,,2021,FLYW,,-1421000.0,0.0,,59735000.0,
2,-79401000.0,,-16236000.0,-1479000.0,-172000.0,120528000.0,119049000.0,86027000.0,,-11107000.0,,3844000.0,0.0,109052000.0,120528000.0,-12122000.0,-1555000.0,23025000.0,1798000.0,-14223000.0,-1307000.0,773000.0,-0.1661,5669000.0,7208000.0,,-81542000.0,,-2141000.0,,,2020,FLYW,,-259000.0,0.0,,119755000.0,
3,0.0,,14354000.0,-14073000.0,10000000.0,158000.0,-3915000.0,89602000.0,,-20116000.0,,2949000.0,0.0,86027000.0,158000.0,16173000.0,-431000.0,-3575000.0,4286000.0,4073000.0,-14073000.0,158000.0,-0.1661,2250000.0,3730000.0,,-3748000.0,,-3748000.0,,,2019,FLYW,,15000.0,0.0,,0.0,
4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,2017,FLYW,,0.0,0.0,,0.0,
0,-157738000.0,,27297000.0,2055000.0,-619000.0,2139000.0,1436000.0,539991000.0,-207695000.0,-29391000.0,,75884000.0,0.0,201207000.0,0.0,14533000.0,-23033000.0,-338784000.0,31418000.0,56013000.0,-84000.0,0.0,0.0787,5893000.0,39453000.0,-207695000.0,-395615000.0,4376000.0,-30182000.0,,0.0,2022,BL,,-618000.0,,,,
1,0.0,,19965000.0,5063000.0,594177000.0,3441000.0,599240000.0,367913000.0,-483676000.0,-115161000.0,,65870000.0,0.0,539991000.0,0.0,24583000.0,-14255000.0,172078000.0,87999000.0,80093000.0,-549000.0,0.0,-0.0111,14876000.0,82672000.0,-483676000.0,-506941000.0,3997000.0,-23265000.0,,0.0,2021,BL,,-314000.0,,,,
2,-119337000.0,,3631000.0,18862000.0,-5011000.0,19424000.0,18862000.0,120502000.0,312355000.0,-46911000.0,,49690000.0,0.0,367913000.0,0.0,-3386000.0,-5733000.0,247411000.0,61608000.0,54735000.0,-562000.0,0.0,-0.0168,3075000.0,43424000.0,312355000.0,173594000.0,-4359000.0,-17091000.0,,-2333000.0,2020,BL,,220000.0,,,,
3,0.0,,12629000.0,11499000.0,441013000.0,11926000.0,452512000.0,46455000.0,-398758000.0,-32535000.0,,34052000.0,0.0,120502000.0,0.0,-6300000.0,-27962000.0,74047000.0,41036000.0,29724000.0,-427000.0,0.0,-0.0776,5789000.0,27523000.0,-398758000.0,-408450000.0,3244000.0,-9692000.0,,0.0,2019,BL,,261000.0,,,,
4,0.0,,14638000.0,14965000.0,-443000.0,10648000.0,14522000.0,31504000.0,-4018000.0,-28714000.0,,20895000.0,0.0,46455000.0,0.0,1614000.0,-13207000.0,14951000.0,21832000.0,16140000.0,0.0,0.0,-0.0298,4191000.0,21408000.0,-4018000.0,-15977000.0,-4008000.0,-11959000.0,,0.0,2018,BL,,266000.0,,,,
5,0.0,,17106000.0,10142000.0,-549000.0,10142000.0,9593000.0,22518000.0,1595000.0,-33408000.0,,16044000.0,0.0,31504000.0,0.0,-988000.0,-20189000.0,8986000.0,20812000.0,6424000.0,0.0,0.0,-0.0262,2120000.0,20008000.0,1595000.0,-7031000.0,-25000.0,-8626000.0,,0.0,2017,BL,,0.0,,,,
6,-31488000.0,,10789000.0,-1512000.0,-26530000.0,159437000.0,131395000.0,15605000.0,-83192000.0,-26337000.0,,6526000.0,0.0,22518000.0,159437000.0,2656000.0,-15541000.0,6913000.0,1449000.0,-4808000.0,156362000.0,159437000.0,-0.0324,3864000.0,17424000.0,-83192000.0,-119674000.0,3544000.0,-4994000.0,,0.0,2016,BL,,0.0,,,,
7,0.0,,14759000.0,1420000.0,-532000.0,-29000.0,859000.0,25707000.0,0.0,-24734000.0,,5497000.0,0.0,15205000.0,-29000.0,16390000.0,-6195000.0,-10502000.0,-5389000.0,1006000.0,0.0,-29000.0,0.0488,6753000.0,14739000.0,0.0,-12367000.0,1073000.0,-12367000.0,,0.0,2015,BL,,0.0,,,,
8,0.0,,15816000.0,0.0,0.0,4775000.0,4775000.0,14855000.0,0.0,-16752000.0,,2017000.0,0.0,25707000.0,4775000.0,13046000.0,-6821000.0,10852000.0,-806000.0,8943000.0,0.0,4775000.0,0.0488,3241000.0,13455000.0,0.0,-2866000.0,810000.0,-2866000.0,,0.0,2014,BL,,0.0,,,,
0,0.0,,-60228000.0,-15387000.0,-21000.0,-871645000.0,-887053000.0,1074623000.0,267063000.0,91402000.0,-51044000.0,60510000.0,0.0,499915000.0,-871645000.0,-47599000.0,26876000.0,-574708000.0,38873000.0,141274000.0,-15387000.0,-871645000.0,-0.1396,36797000.0,58598000.0,267063000.0,240538000.0,36797000.0,-26525000.0,0.0,,2022,SLAB,0.0,,,-69467000.0,,
1,0.0,,33037000.0,-22239000.0,-140572000.0,-1135861000.0,-1298672000.0,202720000.0,-446929900.0,2117399000.0,-1510000.0,56842000.0,0.0,1074623000.0,-1135861000.0,20679000.0,-3144000.0,871903000.0,-2132203000.0,91198000.0,-1158000.0,-1135861000.0,-0.1772,-7704000.0,85323000.0,-446929900.0,-476665000.0,-7704000.0,-28577000.0,-1541971000.0,,2021,SLAB,0.0,,,2556042000.0,,
2,-316809000.0,,-25287000.0,-18124000.0,220263000.0,-1272000.0,200867000.0,227146000.0,-22210000.0,12531000.0,9148000.0,49454000.0,0.0,202720000.0,-1272000.0,-18488000.0,-17612000.0,-24426000.0,-83151000.0,-8839000.0,-1210000.0,-1272000.0,-0.0289,15263000.0,80269000.0,-22210000.0,-358317000.0,15263000.0,-18088000.0,-519567000.0,,2020,SLAB,0.0,,,141863000.0,,
3,-2510000.0,,-9848000.0,-16295000.0,-1132000.0,-12220000.0,-29647000.0,197043000.0,-79587000.0,19265000.0,-4203000.0,44334000.0,0.0,227146000.0,-12220000.0,-8622000.0,-2401000.0,30103000.0,-54878000.0,22177000.0,-7926000.0,-12220000.0,-0.07,7830000.0,66412000.0,344937000.0,-102813000.0,7830000.0,-15300000.0,-424524000.0,,2019,SLAB,0.0,,,140386000.0,,
4,-239729000.0,,-42365000.0,-22863000.0,0.0,-25973000.0,-48836000.0,269366000.0,78225000.0,83591000.0,7660000.0,50077000.0,0.0,197043000.0,-25973000.0,-24822000.0,3931000.0,-72323000.0,41867000.0,173542000.0,-11063000.0,-25973000.0,-0.0732,5952000.0,72906000.0,0.0,-197029000.0,5952000.0,-24462000.0,78225000.0,,2018,SLAB,0.0,,,0.0,,
5,-15168000.0,,82621000.0,-26285000.0,327500000.0,11815000.0,313030000.0,141106000.0,-341911000.0,47092000.0,-13416000.0,44752000.0,0.0,269366000.0,11815000.0,71971000.0,3234000.0,128260000.0,18300000.0,189521000.0,-4960000.0,11815000.0,-0.1068,-468000.0,52158000.0,0.0,-374291000.0,-468000.0,-12252000.0,-341911000.0,,2017,SLAB,0.0,,,0.0,,
6,-6546000.0,,-1601000.0,-20061000.0,-5000000.0,-27244000.0,-52305000.0,114085000.0,-23310000.0,61494000.0,-6093000.0,39628000.0,0.0,141106000.0,-27244000.0,-7385000.0,46000.0,27021000.0,33870000.0,128910000.0,-8801000.0,-27244000.0,-0.0771,263000.0,40931000.0,0.0,-49584000.0,263000.0,-10927000.0,-23310000.0,,2016,SLAB,0.0,,,0.0,,
7,-96112000.0,,-14871000.0,-15836000.0,-13468000.0,-54450000.0,-83754000.0,141706000.0,64465000.0,29586000.0,2093000.0,42791000.0,0.0,114085000.0,-54450000.0,-4414000.0,1702000.0,-27621000.0,38627000.0,105447000.0,-6399000.0,-54450000.0,-0.0806,0.0,41648000.0,0.0,-49314000.0,6662000.0,-11268000.0,64465000.0,,2015,SLAB,0.0,,,0.0,,
8,0.0,,-3402000.0,-8990000.0,-7500000.0,-48734000.0,-65224000.0,95800000.0,-9574000.0,38021000.0,-7170000.0,39067000.0,0.0,141706000.0,-48734000.0,26960000.0,1757000.0,45906000.0,41978000.0,137443000.0,-5514000.0,-48734000.0,-0.121,27671000.0,30484000.0,0.0,-26313000.0,11475000.0,-11225000.0,-9574000.0,,2014,SLAB,-3371000.0,,,0.0,,
9,-86441000.0,,-8527000.0,290000.0,-13434000.0,-10721000.0,-23865000.0,105426000.0,-3059000.0,49819000.0,5588000.0,30800000.0,0.0,95800000.0,-10721000.0,7706000.0,8972000.0,-9626000.0,33223000.0,120150000.0,-5939000.0,-10721000.0,-0.0975,463000.0,29402000.0,210824000.0,-105911000.0,-3979000.0,-10472000.0,-213883000.0,,2013,SLAB,5189000.0,,,0.0,,
0,-14365200.0,-697500.0,118789400.0,-242188000.0,-311781900.0,10344700.0,-544322600.0,870806500.0,-213213900.0,-101962900.0,,36619000.0,-697500.0,292991400.0,10344700.0,-215300800.0,280421600.0,-577815100.0,210002200.0,326129800.0,-697300.0,10344700.0,-0.3217,-703635600.0,155023100.0,-236771900.0,-362440200.0,-641208600.0,-75683400.0,23558000.0,-59177700.0,2022,STNE,26696700.0,2817900.0,278368200.0,,,
1,-877848800.0,-549800.0,-100936600.0,-361934100.0,808734500.0,-183229100.0,263021700.0,453427200.0,566799400.0,-255222600.0,,24673400.0,-549800.0,833043000.0,-183229100.0,235435900.0,-509432300.0,379615800.0,380849500.0,668358900.0,-549800.0,-183229100.0,-0.1039,792477100.0,94015500.0,995238500.0,-551674600.0,799961800.0,-200659500.0,-428439100.0,-39965700.0,2021,STNE,45843000.0,-90200.0,213280700.0,,,
2,-48001200.0,-175400.0,4511500.0,1691508000.0,-276582500.0,-14814000.0,1399936000.0,187858400.0,-992031900.0,162464500.0,,6112600.0,-175400.0,474716100.0,-14814000.0,-343755000.0,-403897300.0,286857700.0,-19940500.0,10957900.0,-175300.0,-14814000.0,-0.0712,267362400.0,49721000.0,-983413600.0,-1126940000.0,3248100.0,-70812100.0,-8618300.0,-16095200.0,2020,STNE,52382700.0,2904000.0,162467800.0,,,
3,-234000.0,-1000.0,-7890600.0,415342100.0,536946000.0,-22800.0,952264300.0,75495200.0,-9811400.0,203783000.0,,7801400.0,-1000.0,245377900.0,-22800.0,-1168365000.0,-1211117000.0,169882700.0,60819300.0,-671961300.0,-1000.0,-22800.0,-0.0203,62327300.0,41404500.0,-5557100.0,-110878700.0,-9912000.0,-84246400.0,-4254300.0,-16821000.0,2019,STNE,60554200.0,458400.0,190397200.0,,,
4,-804400.0,0.0,-11036200.0,1151413000.0,199440200.0,-38971600.0,1311881000.0,175638100.0,-700925200.0,83510100.0,,12610500.0,0.0,81513400.0,-38971600.0,-892653900.0,-1101856000.0,-94124700.0,44756000.0,-660903500.0,0.0,-38971600.0,-0.1398,169856500.0,25262300.0,-699680500.0,-748871900.0,169917100.0,-34874700.0,-1244600.0,-12267700.0,2018,STNE,50320800.0,3769400.0,78222000.0,,,
5,-69974100.0,0.0,1960800.0,97361500.0,635419000.0,77738900.0,713157600.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,-568537100.0,147624700.0,0.0,-402165200.0,94000.0,0.0,0.0,65855800.0,17919000.0,0.0,-163839400.0,0.0,0.0,0.0,0.0,2017,STNE,0.0,0.0,0.0,,,
6,-687900.0,0.0,-6536800.0,22752600.0,-30086000.0,139209700.0,109123700.0,0.0,0.0,-33532800.0,,0.0,0.0,0.0,0.0,0.0,-418481400.0,24989100.0,0.0,-141546000.0,0.0,0.0,0.0,281861100.0,12323400.0,0.0,53794200.0,0.0,0.0,0.0,0.0,2016,STNE,0.0,0.0,0.0,,,
0,229971000.0,-8949000.0,-2091000.0,-7186000.0,-230796000.0,-146283000.0,-393214000.0,643757000.0,,254822000.0,5558000.0,23676000.0,-8949000.0,687676000.0,-146283000.0,-53814000.0,-33605000.0,43919000.0,-8450000.0,281296000.0,-7186000.0,-146283000.0,0.153,-5416000.0,88738000.0,,168411000.0,-20595000.0,-61560000.0,,0.0,2022,BDC,2335000.0,-12574000.0,,,0.0,
1,-27605000.0,-9056000.0,-33335000.0,-16425000.0,-7445000.0,0.0,-32926000.0,501994000.0,,64317000.0,-92984000.0,24871000.0,-9056000.0,643757000.0,0.0,-54872000.0,-119012000.0,141763000.0,174622000.0,272055000.0,-8252000.0,0.0,0.284,61241000.0,87988000.0,,-92003000.0,135666000.0,-60748000.0,,-3650000.0,2021,BDC,-6448000.0,-5363000.0,,,0.0,
2,55411000.0,-9029000.0,2924000.0,-30688000.0,-194000.0,-35000000.0,-74911000.0,425885000.0,,-55058000.0,-8507000.0,20030000.0,-9029000.0,501994000.0,-35000000.0,6108000.0,70707000.0,76109000.0,113627000.0,173364000.0,-30882000.0,-35000000.0,0.5792,7374000.0,108687000.0,,-31643000.0,-43567000.0,-87054000.0,,0.0,2020,BDC,-22823000.0,9299000.0,,,0.0,
3,-74392000.0,-34439000.0,-14961000.0,-2509000.0,0.0,-50000000.0,-86948000.0,420610000.0,,-376776000.0,44477000.0,17751000.0,-34439000.0,425885000.0,-50000000.0,-1242000.0,22926000.0,5275000.0,-5789000.0,276893000.0,-2509000.0,-50000000.0,0.4506,-17654000.0,660700000.0,,-184369000.0,-41527000.0,-109977000.0,,0.0,2019,BDC,5497000.0,-301000.0,,,0.0,
4,-44409000.0,-43169000.0,-19830000.0,-10114000.0,-53487000.0,-175000000.0,-281770000.0,561108000.0,,160711000.0,-14779000.0,18497000.0,-43169000.0,420610000.0,-175000000.0,-72910000.0,-21748000.0,-140498000.0,52787000.0,289220000.0,-2505000.0,-175000000.0,0.6224,17238000.0,148632000.0,,-140676000.0,-29401000.0,-96267000.0,,0.0,2018,BDC,-4390000.0,-7272000.0,,,0.0,
5,-166896000.0,-43376000.0,-1851000.0,-23880000.0,-239192000.0,-25000000.0,-331448000.0,848116000.0,,92853000.0,-84088000.0,14647000.0,-43376000.0,561108000.0,-25000000.0,-30193000.0,-24931000.0,-287008000.0,42990000.0,255300000.0,-6564000.0,-25000000.0,0.3002,-25076000.0,149650000.0,,-230118000.0,100752000.0,-63222000.0,,0.0,2017,BDC,5001000.0,19258000.0,,,0.0,
6,-18848000.0,-16079000.0,-3263000.0,-11390000.0,-72325000.0,501498000.0,401704000.0,216751000.0,,127646000.0,2677000.0,18178000.0,-16079000.0,848116000.0,501498000.0,27138000.0,-10115000.0,631365000.0,14417000.0,314794000.0,-827000.0,0.0,0.2398,-13181000.0,145593000.0,,-73257000.0,39298000.0,-53582000.0,,0.0,2016,BDC,11722000.0,-11876000.0,,,501498000.0,
7,-691818000.0,-8395000.0,-4691000.0,-11121000.0,47500000.0,-39053000.0,-11069000.0,741162000.0,,66180000.0,19204000.0,17745000.0,-8395000.0,216751000.0,-39053000.0,52867000.0,6066000.0,-524411000.0,-27929000.0,241460000.0,0.0,-39053000.0,0.7476,59214000.0,150342000.0,,-746254000.0,-38907000.0,-54436000.0,,0.0,2015,BDC,11981000.0,-8548000.0,,,0.0,
